solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 55.99 s
objective value: 281990.1

stacks (top to bottom):
stack 0:    0 
stack 1:    
stack 2:    2 
stack 3:    
stack 4:    4 
stack 5:    
stack 6:    
stack 7:    6 
stack 8:    
stack 9:    9 
stack 10:    260 
stack 11:    
stack 12:    12 
stack 13:    275 72 150 156 28 
stack 14:    18 290 27 264 14 
stack 15:    154 32 115 313 483 
stack 16:    136 16 412 51 267 
stack 17:    177 270 23 268 54 
stack 18:    94 462 410 269 188 
stack 19:    291 274 419 417 447 
stack 20:    288 166 219 271 366 
stack 21:    48 299 459 101 273 
stack 22:    47 399 31 172 370 
stack 23:    316 157 207 26 25 
stack 24:    183 146 344 280 429 
stack 25:    37 120 35 343 53 
stack 26:    184 276 454 472 369 
stack 27:    198 76 218 415 348 
stack 28:    496 305 93 147 50 
stack 29:    306 107 246 30 228 
stack 30:    130 468 148 367 332 
stack 31:    240 397 33 56 301 
stack 32:    36 298 152 66 478 
stack 33:    209 176 79 191 217 
stack 34:    489 238 242 233 34 
stack 35:    474 448 465 352 151 
stack 36:    178 333 296 393 295 
stack 37:    437 323 373 289 137 
stack 38:    205 456 164 438 131 
stack 39:    124 171 342 414 297 
stack 40:    43 206 159 491 453 
stack 41:    155 96 129 401 466 
stack 42:    182 142 387 223 200 
stack 43:    422 214 231 482 365 
stack 44:    302 84 196 488 436 
stack 45:    123 227 135 442 356 
stack 46:    162 311 405 138 339 
stack 47:    195 391 58 210 60 
stack 48:    55 125 341 225 118 
stack 49:    314 349 492 499 350 
stack 50:    329 221 201 402 168 
stack 51:    216 408 395 388 212 
stack 52:    458 64 444 336 433 
stack 53:    92 428 326 304 241 
stack 54:    247 446 322 382 398 
stack 55:    432 122 378 449 409 
stack 56:    65 362 174 119 189 
stack 57:    319 68 470 495 400 
stack 58:    126 337 95 213 236 
stack 59:    91 392 88 160 179 
stack 60:    250 
stack 61:    1 251 
stack 62:    252 
stack 63:    253 3 
stack 64:    254 
stack 65:    255 5 
stack 66:    256 
stack 67:    7 257 
stack 68:    258 8 
stack 69:    259 
stack 70:    10 
stack 71:    261 11 
stack 72:    359 263 185 262 199 
stack 73:    190 24 386 320 13 
stack 74:    266 283 265 234 105 
stack 75:    132 170 15 317 22 
stack 76:    282 21 479 389 490 
stack 77:    192 278 486 17 375 
stack 78:    353 443 237 69 19 
stack 79:    460 20 361 103 49 
stack 80:    114 424 431 40 116 
stack 81:    104 186 111 144 285 
stack 82:    110 272 106 279 139 
stack 83:    143 39 381 78 324 
stack 84:    286 452 309 327 441 
stack 85:    59 67 140 226 277 
stack 86:    62 287 229 421 29 
stack 87:    340 485 230 407 376 
stack 88:    357 334 97 245 338 
stack 89:    390 355 117 86 161 
stack 90:    310 281 440 464 346 
stack 91:    63 87 215 434 81 
stack 92:    354 249 38 73 293 
stack 93:    197 222 498 384 113 
stack 94:    112 44 284 41 476 
stack 95:    292 383 471 235 473 
stack 96:    493 403 71 420 45 
stack 97:    243 374 99 294 427 
stack 98:    193 187 220 380 497 
stack 99:    83 108 315 416 480 
stack 100:    90 469 134 248 439 
stack 101:    303 181 42 457 75 
stack 102:    194 435 484 307 224 
stack 103:    379 413 165 70 335 
stack 104:    312 418 481 244 211 
stack 105:    345 364 46 203 208 
stack 106:    475 98 330 451 455 
stack 107:    430 363 77 331 372 
stack 108:    173 411 308 127 82 
stack 109:    325 169 232 318 394 
stack 110:    300 61 396 141 467 
stack 111:    450 167 121 385 102 
stack 112:    463 52 180 89 477 
stack 113:    494 74 487 153 149 
stack 114:    425 360 57 175 85 
stack 115:    328 371 406 133 461 
stack 116:    423 163 368 358 100 
stack 117:    351 128 80 145 347 
stack 118:    109 204 158 202 445 
stack 119:    321 239 404 426 377 
