instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
500_144_4_00,LB,1800.0,-,264543.36,-,-,-,-,-
500_144_4_00,BinP,1800.0,970.63,264548.24
500_144_4_00,GH,1800.0,0.01,307214.98
500_144_4_00,GH + TS,1800.0,607.23,264548.24,42667.0,14.0,19.643,71,421
500_144_4_00,GH + HC,1800.0,248.85,264548.24,42667.0,14.0,14.341,45,395
500_144_4_01,LB,1800.0,-,264545.8,-,-,-,-,-
500_144_4_01,BinP,1800.0,1583.39,264561.62
500_144_4_01,GH,1800.0,0.00,308227.0
500_144_4_01,GH + TS,1800.0,823.16,264564.06,43663.0,14.0,130.297,203,553
500_144_4_01,GH + HC,1800.0,529.11,264564.06,43663.0,14.0,142.902,449,799
500_144_4_02,LB,1800.0,-,264532.42,-,-,-,-,-
500_144_4_02,BinP,1800.0,897.75,264537.3
500_144_4_02,GH,1800.0,0.00,306566.56
500_144_4_02,GH + TS,1800.0,718.42,264537.3,42029.0,14.0,108.262,145,495
500_144_4_02,GH + HC,1800.0,293.34,264537.3,42029.0,14.0,26.905,84,434
500_144_4_03,LB,1800.0,-,264557.92,-,-,-,-,-
500_144_4_03,BinP,1800.0,860.29,264566.42
500_144_4_03,GH,1800.0,0.00,305251.54
500_144_4_03,GH + TS,1800.0,696.86,264566.42,40685.0,13.0,25.171,80,430
500_144_4_03,GH + HC,1800.0,268.36,264566.42,40685.0,13.0,17.771,62,412
500_144_4_04,LB,1800.0,-,264562.8,-,-,-,-,-
500_144_4_04,BinP,1800.0,1427.96,264567.68
500_144_4_04,GH,1800.0,0.00,305681.8
500_144_4_04,GH + TS,1800.0,1084.39,264567.68,41114.0,13.0,290.649,420,770
500_144_4_04,GH + HC,1800.0,358.26,264567.68,41114.0,13.0,63.825,218,568
500_144_4_05,LB,1800.0,-,264537.3,-,-,-,-,-
500_144_4_05,BinP,1800.0,1571.85,264537.3
500_144_4_05,GH,1800.0,0.00,308851.18
500_144_4_05,GH + TS,1800.0,658.49,264537.3,44314.0,14.0,20.049,84,434
500_144_4_05,GH + HC,1800.0,272.01,264539.74,44311.0,14.0,14.556,71,421
500_144_4_06,LB,1800.0,-,264545.8,-,-,-,-,-
500_144_4_06,BinP,1800.0,905.95,264554.3
500_144_4_06,GH,1800.0,0.00,308281.54
500_144_4_06,GH + TS,1800.0,685.19,264554.3,43727.0,14.0,17.353,93,443
500_144_4_06,GH + HC,1800.0,289.17,264554.3,43727.0,14.0,20.595,83,433
500_144_4_07,LB,1800.0,-,264542.18,-,-,-,-,-
500_144_4_07,BinP,1800.0,1144.56,264542.18
500_144_4_07,GH,1800.0,0.00,309984.4
500_144_4_07,GH + TS,1800.0,690.25,264544.62,45440.0,15.0,21.966,93,443
500_144_4_07,GH + HC,1800.0,306.31,264550.68,45434.0,15.0,27.165,94,444
500_144_4_08,LB,1800.0,-,264532.42,-,-,-,-,-
500_144_4_08,BinP,1800.0,996.39,264551.86
500_144_4_08,GH,1800.0,0.00,306639.28
500_144_4_08,GH + TS,1800.0,510.93,264551.86,42087.0,14.0,32.018,136,486
500_144_4_08,GH + HC,1800.0,299.5,264551.86,42087.0,14.0,20.164,89,439
500_144_4_09,LB,1800.0,-,264526.36,-,-,-,-,-
500_144_4_09,BinP,1800.0,1011.47,264528.8
500_144_4_09,GH,1800.0,0.00,305627.26
500_144_4_09,GH + TS,1800.0,573.74,264528.8,41098.0,13.0,18.421,74,424
500_144_4_09,GH + HC,1800.0,261.04,264528.8,41098.0,13.0,21.068,89,439
500_144_4_10,LB,1800.0,-,264538.48,-,-,-,-,-
500_144_4_10,BinP,1800.0,1060.01,264543.36
500_144_4_10,GH,1800.0,0.00,309148.12
500_144_4_10,GH + TS,1800.0,1053.16,264543.36,44605.0,14.0,293.466,441,791
500_144_4_10,GH + HC,1800.0,264.4,264548.24,44600.0,14.0,14.677,63,413
500_144_4_11,LB,1800.0,-,264543.36,-,-,-,-,-
500_144_4_11,BinP,1800.0,960.12,264559.18
500_144_4_11,GH,1800.0,0.00,307481.62
500_144_4_11,GH + TS,1800.0,805.19,264559.18,42922.0,14.0,60.65,136,486
500_144_4_11,GH + HC,1800.0,460.98,264559.18,42922.0,14.0,110.311,312,662
500_144_4_12,LB,1800.0,-,264528.8,-,-,-,-,-
500_144_4_12,BinP,1800.0,1615.03,264545.8
500_144_4_12,GH,1800.0,0.00,308190.64
500_144_4_12,GH + TS,1800.0,621.9,264545.8,43645.0,14.0,15.183,73,423
500_144_4_12,GH + HC,1800.0,258.84,264545.8,43645.0,14.0,19.469,69,419
500_144_4_13,LB,1800.0,-,264536.12,-,-,-,-,-
500_144_4_13,BinP,1800.0,1112.43,264538.56
500_144_4_13,GH,1800.0,0.00,309014.8
500_144_4_13,GH + TS,1800.0,574.75,264541.0,44474.0,14.0,16.332,58,408
500_144_4_13,GH + HC,1800.0,387.12,264538.56,44476.0,14.0,78.028,260,610
500_144_4_14,LB,1800.0,-,264555.48,-,-,-,-,-
500_144_4_14,BinP,1800.0,967.06,264560.36
500_144_4_14,GH,1800.0,0.00,310238.92
500_144_4_14,GH + TS,1800.0,586.09,264560.36,45679.0,15.0,44.725,129,479
500_144_4_14,GH + HC,1800.0,266.37,264562.8,45676.0,15.0,17.328,60,410
500_144_4_15,LB,1800.0,-,264570.04,-,-,-,-,-
500_144_4_15,BinP,1800.0,1253.52,264570.04
500_144_4_15,GH,1800.0,0.00,309251.14
500_144_4_15,GH + TS,1800.0,632.44,264570.04,44681.0,14.0,16.379,61,411
500_144_4_15,GH + HC,1800.0,270.3,264572.48,44679.0,14.0,15.051,41,391
500_144_4_16,LB,1800.0,-,264527.54,-,-,-,-,-
500_144_4_16,BinP,1800.0,1038.51,264537.3
500_144_4_16,GH,1800.0,0.00,304191.04
500_144_4_16,GH + TS,1800.0,548.68,264537.3,39654.0,13.0,17.422,58,408
500_144_4_16,GH + HC,1800.0,283.01,264537.3,39654.0,13.0,16.218,43,393
500_144_4_17,LB,1800.0,-,264549.42,-,-,-,-,-
500_144_4_17,BinP,1800.0,925.74,264557.92
500_144_4_17,GH,1800.0,0.00,311081.26
500_144_4_17,GH + TS,1800.0,967.57,264557.92,46523.0,15.0,208.189,315,665
500_144_4_17,GH + HC,1800.0,305.13,264557.92,46523.0,15.0,42.358,141,491
500_144_4_18,LB,1800.0,-,264542.18,-,-,-,-,-
500_144_4_18,BinP,1800.0,1339.14,264550.68
500_144_4_18,GH,1800.0,0.00,304742.5
500_144_4_18,GH + TS,1800.0,1110.04,264550.68,40192.0,13.0,300.676,437,787
500_144_4_18,GH + HC,1800.0,317.12,264553.12,40189.0,13.0,37.002,129,479
500_144_4_19,LB,1800.0,-,264539.66,-,-,-,-,-
500_144_4_19,BinP,1800.0,945.84,264546.98
500_144_4_19,GH,1800.0,0.00,307118.02
500_144_4_19,GH + TS,1800.0,605.34,264553.04,42565.0,14.0,17.313,66,416
500_144_4_19,GH + HC,1800.0,312.3,264553.04,42565.0,14.0,33.772,120,470
