solved with: SP.post_optimization_methods.LocalSearch
time limit: 2700.0 s
time to solve: 18.64 s
objective value: 211729.2

stacks (top to bottom):
stack 0:    
stack 1:    1 
stack 2:    
stack 3:    
stack 4:    
stack 5:    
stack 6:    256 
stack 7:    7 
stack 8:    8 
stack 9:    
stack 10:    10 260 
stack 11:    11 
stack 12:    
stack 13:    
stack 14:    
stack 15:    15 
stack 16:    16 
stack 17:    
stack 18:    
stack 19:    19 
stack 20:    271 
stack 21:    
stack 22:    
stack 23:    23 
stack 24:    24 
stack 25:    275 
stack 26:    277 276 278 
stack 27:    29 28 27 
stack 28:    479 292 293 
stack 29:    465 279 283 
stack 30:    290 32 450 
stack 31:    86 469 291 
stack 32:    59 61 499 
stack 33:    459 36 37 
stack 34:    303 484 302 
stack 35:    49 48 452 
stack 36:    294 299 475 
stack 37:    297 301 478 
stack 38:    309 486 310 
stack 39:    50 456 52 
stack 40:    363 70 73 
stack 41:    47 44 495 
stack 42:    319 489 320 
stack 43:    295 296 482 
stack 44:    75 74 367 
stack 45:    307 492 308 
stack 46:    76 77 366 
stack 47:    66 67 361 
stack 48:    359 58 60 
stack 49:    327 483 326 
stack 50:    69 68 360 
stack 51:    64 62 358 
stack 52:    99 381 98 
stack 53:    347 346 498 
stack 54:    223 211 413 
stack 55:    406 146 148 
stack 56:    112 384 113 
stack 57:    245 453 244 
stack 58:    232 229 441 
stack 59:    142 141 403 
stack 60:    205 433 204 
stack 61:    206 207 432 
stack 62:    480 333 335 
stack 63:    156 154 409 
stack 64:    155 414 157 
stack 65:    476 330 332 
stack 66:    116 117 382 
stack 67:    72 365 71 
stack 68:    159 160 412 
stack 69:    356 354 197 
stack 70:    102 379 100 
stack 71:    372 462 84 
stack 72:    119 391 118 
stack 73:    399 130 131 
stack 74:    90 377 96 
stack 75:    234 442 236 
stack 76:    151 410 152 
stack 77:    228 451 230 
stack 78:    237 445 239 
stack 79:    490 341 343 
stack 80:    88 383 87 
stack 81:    402 167 166 
stack 82:    224 219 447 
stack 83:    191 417 193 
stack 84:    387 338 339 
stack 85:    242 344 345 
stack 86:    444 246 248 
stack 87:    186 423 180 
stack 88:    210 431 208 
stack 89:    174 425 177 
stack 90:    213 434 216 
stack 91:    362 91 92 
stack 92:    440 231 233 
stack 93:    235 443 238 
stack 94:    179 175 446 
stack 95:    418 176 178 
stack 96:    128 393 129 
stack 97:    190 189 404 
stack 98:    181 424 182 
stack 99:    376 101 103 
stack 100:    106 378 108 
stack 101:    0 
stack 102:    250 251 
stack 103:    252 2 
stack 104:    3 253 
stack 105:    5 254 
stack 106:    4 255 
stack 107:    6 
stack 108:    257 
stack 109:    258 
stack 110:    259 9 
stack 111:    
stack 112:    261 262 
stack 113:    12 
stack 114:    13 14 263 
stack 115:    264 
stack 116:    265 
stack 117:    267 266 
stack 118:    268 17 
stack 119:    18 
stack 120:    269 
stack 121:    20 
stack 122:    21 270 
stack 123:    272 22 
stack 124:    273 
stack 125:    274 
stack 126:    25 281 
stack 127:    43 45 26 
stack 128:    41 457 42 
stack 129:    280 282 473 
stack 130:    39 375 38 
stack 131:    30 467 31 
stack 132:    298 485 300 
stack 133:    34 464 35 
stack 134:    470 286 33 
stack 135:    463 284 474 
stack 136:    477 285 288 
stack 137:    46 40 468 
stack 138:    289 472 287 
stack 139:    53 54 455 
stack 140:    55 458 57 
stack 141:    51 56 466 
stack 142:    305 304 488 
stack 143:    325 496 318 
stack 144:    329 328 460 
stack 145:    323 324 461 
stack 146:    312 306 471 
stack 147:    80 81 368 
stack 148:    487 313 311 
stack 149:    494 321 322 
stack 150:    136 134 400 
stack 151:    317 491 316 
stack 152:    65 63 454 
stack 153:    493 314 315 
stack 154:    241 448 240 
stack 155:    85 374 89 
stack 156:    184 408 187 
stack 157:    198 430 199 
stack 158:    126 127 389 
stack 159:    125 124 397 
stack 160:    436 221 220 
stack 161:    137 135 407 
stack 162:    173 171 421 
stack 163:    405 150 153 
stack 164:    401 149 147 
stack 165:    114 115 386 
stack 166:    194 353 352 
stack 167:    79 369 78 
stack 168:    331 481 334 
stack 169:    497 348 350 
stack 170:    209 429 212 
stack 171:    143 144 396 
stack 172:    340 243 342 
stack 173:    82 83 371 
stack 174:    165 422 164 
stack 175:    416 158 161 
stack 176:    188 426 192 
stack 177:    138 395 140 
stack 178:    218 437 217 
stack 179:    427 202 203 
stack 180:    411 162 163 
stack 181:    196 357 355 
stack 182:    111 110 380 
stack 183:    107 392 109 
stack 184:    398 132 133 
stack 185:    388 336 337 
stack 186:    420 183 185 
stack 187:    415 172 170 
stack 188:    195 349 351 
stack 189:    435 215 214 
stack 190:    93 94 364 
stack 191:    95 370 97 
stack 192:    120 390 121 
stack 193:    419 168 169 
stack 194:    200 201 428 
stack 195:    226 227 438 
stack 196:    123 394 122 
stack 197:    247 249 449 
stack 198:    139 385 145 
stack 199:    105 104 373 
stack 200:    225 222 439 
