instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
750_150_6_00,LB,3600.0,-,667295.82,-,-,-,-,-
750_150_6_00,BinP,3600.0,2147.94,667306.76,-,-,-,-,-
750_150_6_00,GH,3600.0,0.01,734365.58,-,-,-,-,-
750_150_6_00,GH + HC,3600.0,342.44,667306.76,67059.0,9.0,135.196,20,70
750_150_6_01,LB,3600.0,-,667280.0,-,-,-,-,-
750_150_6_01,BinP,3600.0,2270.68,667290.94,-,-,-,-,-
750_150_6_01,GH,3600.0,0.02,735777.55,-,-,-,-,-
750_150_6_01,GH + HC,3600.0,363.76,667303.06,68474.0,9.0,137.981,23,73
750_150_6_02,LB,3600.0,-,667283.62,-,-,-,-,-
750_150_6_02,BinP,3600.0,2757.38,667303.06,-,-,-,-,-
750_150_6_02,GH,3600.0,0.01,735571.51,-,-,-,-,-
750_150_6_02,GH + HC,3600.0,386.01,667303.06,68268.0,9.0,216.128,39,89
750_150_6_03,LB,3600.0,-,667298.26,-,-,-,-,-
750_150_6_03,BinP,3600.0,1915.49,667301.88,-,-,-,-,-
750_150_6_03,GH,3600.0,0.01,733086.92,-,-,-,-,-
750_150_6_03,GH + HC,3600.0,335.61,667301.88,65785.0,9.0,145.635,24,74
750_150_6_04,LB,3600.0,-,667278.74,-,-,-,-,-
750_150_6_04,BinP,3600.0,3128.94,667300.7,-,-,-,-,-
750_150_6_04,GH,3600.0,0.01,733850.48,-,-,-,-,-
750_150_6_04,GH + HC,3600.0,397.65,667300.7,66550.0,9.0,123.0,20,70
750_150_6_05,LB,3600.0,-,667280.0,-,-,-,-,-
750_150_6_05,GH,3600.0,0.04,736019.96,-,-,-,-,-
750_150_6_05,GH + HC,3600.0,363.28,667298.18,68722.0,9.0,197.202,34,84
750_150_6_06,LB,3600.0,-,667278.74,-,-,-,-,-
750_150_6_06,BinP,3600.0,2425.86,667294.56,-,-,-,-,-
750_150_6_06,GH,3600.0,0.01,736947.13,-,-,-,-,-
750_150_6_06,GH + HC,3600.0,327.84,667294.56,69653.0,9.0,146.382,25,75
750_150_6_07,LB,3600.0,-,667290.94,-,-,-,-,-
750_150_6_07,BinP,3600.0,2170.63,667290.94,-,-,-,-,-
750_150_6_07,GH,3600.0,0.01,737734.94,-,-,-,-,-
750_150_6_07,GH + HC,3600.0,332.91,667290.94,70444.0,10.0,120.712,21,71
750_150_6_08,LB,3600.0,-,667276.38,-,-,-,-,-
750_150_6_08,BinP,3600.0,2094.56,667281.26,-,-,-,-,-
750_150_6_08,GH,3600.0,0.03,737759.16,-,-,-,-,-
750_150_6_08,GH + HC,3600.0,353.1,667284.88,70474.0,10.0,144.798,25,75
750_150_6_09,LB,3600.0,-,667293.38,-,-,-,-,-
750_150_6_09,BinP,3600.0,2074.94,667306.76,-,-,-,-,-
