instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
750_150_6_09,GH,3600.0,0.01,736474.46,-,-,-,-,-
750_150_6_09,GH + HC,3600.0,342.08,667310.38,69164.0,9.0,123.858,20,70
750_150_6_10,LB,3600.0,-,667292.12,-,-,-,-,-
750_150_6_10,BinP,3600.0,3018.65,667299.44,-,-,-,-,-
750_150_6_10,GH,3600.0,0.01,734474.66,-,-,-,-,-
750_150_6_10,GH + HC,3600.0,346.38,667299.44,67175.0,9.0,170.261,26,76
750_150_6_11,LB,3600.0,-,667280.0,-,-,-,-,-
750_150_6_11,GH,3600.0,0.00,735492.75,-,-,-,-,-
750_150_6_11,GH + HC,3600.0,339.59,667306.76,68186.0,9.0,144.214,21,71
750_150_6_12,LB,3600.0,-,667311.56,-,-,-,-,-
750_150_6_12,BinP,3600.0,2219.76,667316.44,-,-,-,-,-
750_150_6_12,GH,3600.0,0.01,735123.1,-,-,-,-,-
750_150_6_12,GH + HC,3600.0,346.06,667326.12,67797.0,9.0,160.021,26,76
750_150_6_13,LB,3600.0,-,667295.82,-,-,-,-,-
750_150_6_13,BinP,3600.0,2332.76,667295.82,-,-,-,-,-
750_150_6_13,GH,3600.0,0.00,738728.78,-,-,-,-,-
750_150_6_13,GH + HC,3600.0,345.62,667295.82,71433.0,10.0,176.734,29,79
750_150_6_14,LB,3600.0,-,667298.18,-,-,-,-,-
750_150_6_14,BinP,3600.0,3051.19,667303.06,-,-,-,-,-
750_150_6_14,GH,3600.0,0.01,736492.63,-,-,-,-,-
750_150_6_14,GH + HC,3600.0,336.05,667303.06,69190.0,9.0,140.255,22,72
750_150_6_15,LB,3600.0,-,667292.12,-,-,-,-,-
750_150_6_15,BinP,3600.0,3604.47,667299.44,-,-,-,-,-
750_150_6_15,GH,3600.0,0.01,737334.98,-,-,-,-,-
750_150_6_15,GH + HC,3600.0,334.13,667299.45,70036.0,9.0,149.751,24,74
750_150_6_16,LB,3600.0,-,667269.06,-,-,-,-,-
750_150_6_16,BinP,3600.0,2468.95,667280.0,-,-,-,-,-
750_150_6_16,GH,3600.0,0.01,734614.04,-,-,-,-,-
750_150_6_16,GH + HC,3600.0,325.27,667280.0,67334.0,9.0,149.732,21,71
750_150_6_17,LB,3600.0,-,667288.5,-,-,-,-,-
750_150_6_17,BinP,3600.0,3038.04,667290.94,-,-,-,-,-
750_150_6_17,GH,3600.0,0.01,737092.58,-,-,-,-,-
750_150_6_17,GH + HC,3600.0,341.04,667290.94,69802.0,9.0,128.188,22,72
750_150_6_18,LB,3600.0,-,667301.8,-,-,-,-,-
750_150_6_18,BinP,3600.0,1890.14,667329.74,-,-,-,-,-
750_150_6_18,GH,3600.0,0.01,733608.09,-,-,-,-,-
750_150_6_18,GH + HC,3600.0,357.67,667329.74,66278.0,9.0,138.414,23,73
750_150_6_19,LB,3600.0,-,667293.38,-,-,-,-,-
750_150_6_19,BinP,3600.0,2339.85,667298.26,-,-,-,-,-
750_150_6_19,GH,3600.0,0.01,736419.9,-,-,-,-,-
750_150_6_19,GH + HC,3600.0,425.6,667301.88,69118.0,9.0,134.946,24,74
