instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
750_300_3_00,LB,1800.0,-,472956.12,-,-,-,-,-
750_300_3_00,3Idx,1800.0,1806.29,551738.05,-,-,-,-,-
750_300_3_00,GH,1800.0,0.02,640441.67,-,-,-,-,-
750_300_3_00,GH + HC,1800.0,634.87,472975.56,167466.0,26.0,295.645,30,80
750_300_3_01,LB,1800.0,-,473001.14,-,-,-,-,-
750_300_3_01,3Idx,1800.0,1806.98,634792.25,-,-,-,-,-
750_300_3_01,GH,1800.0,0.00,645186.64,-,-,-,-,-
750_300_3_01,GH + HC,1800.0,632.74,473009.64,172177.0,27.0,281.118,30,80
750_300_3_02,LB,1800.0,-,472959.82,-,-,-,-,-
750_300_3_02,3Idx,1800.0,1807.75,523108.51,-,-,-,-,-
750_300_3_02,GH,1800.0,0.00,642962.62,-,-,-,-,-
750_300_3_02,GH + HC,1800.0,722.77,472986.58,169976.0,26.0,289.382,31,81
750_300_3_03,LB,1800.0,-,472984.14,-,-,-,-,-
750_300_3_03,3Idx,1800.0,1806.28,629706.82,-,-,-,-,-
750_300_3_03,GH,1800.0,0.00,638817.59,-,-,-,-,-
750_300_3_03,GH + HC,1800.0,625.21,473002.4,165815.0,26.0,308.117,34,84
750_300_3_04,LB,1800.0,-,473018.14,-,-,-,-,-
750_300_3_04,3Idx,1800.0,1807.82,632305.29,-,-,-,-,-
750_300_3_04,GH,1800.0,0.00,637841.94,-,-,-,-,-
750_300_3_04,GH + HC,1800.0,561.08,473031.52,164810.0,26.0,291.479,33,83
750_300_3_05,LB,1800.0,-,472967.14,-,-,-,-,-
750_300_3_05,3Idx,1800.0,1807.83,525801.66,-,-,-,-,-
750_300_3_05,GH,1800.0,0.00,644792.75,-,-,-,-,-
750_300_3_05,GH + HC,1800.0,568.43,472976.9,171816.0,27.0,269.827,33,83
750_300_3_06,LB,1800.0,-,472985.24,-,-,-,-,-
750_300_3_06,3Idx,1800.0,1806.98,519419.06,-,-,-,-,-
750_300_3_06,GH,1800.0,0.00,640671.94,-,-,-,-,-
750_300_3_06,GH + HC,1800.0,581.53,473002.32,167670.0,26.0,249.111,31,81
750_300_3_07,LB,1800.0,-,472958.72,-,-,-,-,-
750_300_3_07,3Idx,1800.0,1807.25,634873.55,-,-,-,-,-
750_300_3_07,GH,1800.0,0.00,636114.82,-,-,-,-,-
750_300_3_07,GH + HC,1800.0,558.41,472989.1,163126.0,26.0,238.512,28,78
750_300_3_08,LB,1800.0,-,472963.44,-,-,-,-,-
750_300_3_08,3Idx,1800.0,1807.52,531077.4,-,-,-,-,-
750_300_3_08,GH,1800.0,0.00,637508.64,-,-,-,-,-
