instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
500_150_4_00,LB,3600.0,-,256003.64,-,-,-,-,-
500_150_4_00,BinP,3600.0,751.66,256018.2,-,-,-,-,-
500_150_4_00,3Idx,3600.0,3601.36,292777.54,-,-,-,-,-
500_150_4_00,GH,3600.0,0.01,304177.9,-,-,-,-,-
500_150_4_00,GH + HC,3600.0,233.46,256018.2,51250.0,17.0,137.407,39,89
500_150_4_01,LB,3600.0,-,255984.2,-,-,-,-,-
500_150_4_01,BinP,3600.0,1484.77,255986.64,-,-,-,-,-
500_150_4_01,3Idx,3600.0,3602.75,271001.44,-,-,-,-,-
500_150_4_01,GH,3600.0,0.00,305717.14,-,-,-,-,-
500_150_4_01,GH + HC,3600.0,217.83,255986.64,51555.0,17.0,77.649,20,70
500_150_4_02,LB,3600.0,-,255987.74,-,-,-,-,-
500_150_4_02,BinP,3600.0,1902.84,255999.94,-,-,-,-,-
500_150_4_02,3Idx,3600.0,3601.58,293792.08,-,-,-,-,-
500_150_4_02,GH,3600.0,0.00,306529.18,-,-,-,-,-
500_150_4_02,GH + HC,3600.0,207.69,255999.94,49172.0,16.0,78.688,20,70
500_150_4_03,LB,3600.0,-,255989.0,-,-,-,-,-
500_150_4_03,BinP,3600.0,781.32,256001.2,-,-,-,-,-
500_150_4_03,3Idx,3600.0,3601.57,271737.14,-,-,-,-,-
500_150_4_03,GH,3600.0,0.00,306432.22,-,-,-,-,-
500_150_4_03,GH + HC,3600.0,216.7,256003.64,50592.0,17.0,85.212,22,72
500_150_4_04,LB,3600.0,-,256001.2,-,-,-,-,-
500_150_4_04,BinP,3600.0,883.94,256003.64,-,-,-,-,-
500_150_4_04,3Idx,3600.0,3601.60,293255.26,-,-,-,-,-
500_150_4_04,GH,3600.0,0.00,306311.02,-,-,-,-,-
500_150_4_04,GH + HC,3600.0,189.97,256003.64,49623.0,16.0,75.397,21,71
500_150_4_05,LB,3600.0,-,255987.82,-,-,-,-,-
500_150_4_05,BinP,3600.0,816.42,256001.2,-,-,-,-,-
500_150_4_05,3Idx,3600.0,3601.65,272927.34,-,-,-,-,-
500_150_4_05,GH,3600.0,0.00,306104.98,-,-,-,-,-
500_150_4_05,GH + HC,3600.0,218.83,256001.2,50952.0,17.0,88.605,20,70
500_150_4_06,LB,3600.0,-,255998.68,-,-,-,-,-
500_150_4_06,BinP,3600.0,1365.54,256006.0,-,-,-,-,-
500_150_4_06,3Idx,3600.0,3601.72,271452.24,-,-,-,-,-
500_150_4_06,GH,3600.0,0.00,308668.36,-,-,-,-,-
500_150_4_06,GH + HC,3600.0,194.06,256006.0,47766.0,16.0,89.389,20,70
500_150_4_07,LB,3600.0,-,255998.68,-,-,-,-,-
500_150_4_07,BinP,3600.0,776.74,256030.24,-,-,-,-,-
500_150_4_07,3Idx,3600.0,3601.60,268965.2,-,-,-,-,-
500_150_4_07,GH,3600.0,0.00,308359.3,-,-,-,-,-
500_150_4_07,GH + HC,3600.0,216.02,256030.24,51214.0,17.0,81.043,22,72
500_150_4_08,LB,3600.0,-,255989.0,-,-,-,-,-
500_150_4_08,BinP,3600.0,1093.42,256008.44,-,-,-,-,-
500_150_4_08,3Idx,3600.0,3601.88,270863.16,-,-,-,-,-
500_150_4_08,GH,3600.0,0.00,306941.26,-,-,-,-,-
500_150_4_08,GH + HC,3600.0,199.73,256008.44,50430.0,16.0,72.982,20,70
500_150_4_09,LB,3600.0,-,255979.32,-,-,-,-,-
500_150_4_09,BinP,3600.0,800.11,255995.14,-,-,-,-,-
500_150_4_09,3Idx,3600.0,3601.61,278029.46,-,-,-,-,-
500_150_4_09,GH,3600.0,0.00,303887.02,-,-,-,-,-
500_150_4_09,GH + HC,3600.0,240.2,255995.14,49716.0,16.0,117.161,30,80
500_150_4_10,LB,3600.0,-,255989.08,-,-,-,-,-
500_150_4_10,BinP,3600.0,997.27,256001.28,-,-,-,-,-
500_150_4_10,3Idx,3600.0,3601.65,294348.26,-,-,-,-,-
500_150_4_10,GH,3600.0,0.00,307583.62,-,-,-,-,-
500_150_4_10,GH + HC,3600.0,206.09,256001.28,49976.0,16.0,102.724,28,78
500_150_4_11,LB,3600.0,-,256007.18,-,-,-,-,-
500_150_4_11,BinP,3600.0,949.15,256019.38,-,-,-,-,-
500_150_4_11,3Idx,3600.0,3601.59,266740.08,-,-,-,-,-
500_150_4_11,GH,3600.0,0.01,310649.98,-,-,-,-,-
500_150_4_11,GH + HC,3600.0,201.92,256019.38,47722.0,16.0,84.213,20,70
500_150_4_12,LB,3600.0,-,255979.32,-,-,-,-,-
500_150_4_12,BinP,3600.0,953.56,255989.08,-,-,-,-,-
500_150_4_12,3Idx,3600.0,3601.61,272379.5,-,-,-,-,-
500_150_4_12,GH,3600.0,0.00,305323.24,-,-,-,-,-
500_150_4_12,GH + HC,3600.0,218.99,255989.08,52001.0,17.0,88.633,24,74
500_150_4_13,LB,3600.0,-,255990.26,-,-,-,-,-
500_150_4_13,BinP,3600.0,1091.10,255997.58,-,-,-,-,-
500_150_4_13,3Idx,3600.0,3603.28,268982.36,-,-,-,-,-
500_150_4_13,GH,3600.0,0.00,303432.52,-,-,-,-,-
500_150_4_13,GH + HC,3600.0,198.98,255997.58,49932.0,16.0,87.333,22,72
500_150_4_14,LB,3600.0,-,255984.2,-,-,-,-,-
500_150_4_14,BinP,3600.0,808.23,255991.52,-,-,-,-,-
500_150_4_14,3Idx,3600.0,3602.81,276263.56,-,-,-,-,-
500_150_4_14,GH,3600.0,0.00,308353.24,-,-,-,-,-
500_150_4_14,GH + HC,3600.0,194.28,255991.52,48514.0,16.0,80.353,20,70
500_150_4_15,LB,3600.0,-,255979.4,-,-,-,-,-
500_150_4_15,BinP,3600.0,832.13,255995.22,-,-,-,-,-
500_150_4_15,GH,3600.0,0.00,307462.42,-,-,-,-,-
500_150_4_15,GH + HC,3600.0,195.23,255995.22,52055.0,17.0,82.463,21,71
500_150_4_16,LB,3600.0,-,255989.08,-,-,-,-,-
500_150_4_16,BinP,3600.0,869.39,255997.58,-,-,-,-,-
500_150_4_16,3Idx,3600.0,3603.14,278777.36,-,-,-,-,-
500_150_4_16,GH,3600.0,0.00,306995.8,-,-,-,-,-
