instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
500_101_6_00,LB,3600.0,-,297975.2,-,-,-,-,-
500_101_6_00,BinP,3600.0,885.00,297980.08,-,-,-,-,-
500_101_6_00,GH,3600.0,0.01,331014.1,-,-,-,-,-
500_101_6_00,GH + HC,3600.0,173.66,297980.08,30604.0,9.0,82.709,21,71
500_101_6_01,LB,3600.0,-,297964.34,-,-,-,-,-
500_101_6_01,BinP,3600.0,595.83,297966.78,-,-,-,-,-
500_101_6_01,3Idx,3600.0,3632.25,321517.68,-,-,-,-,-
500_101_6_01,GH,3600.0,0.00,328771.9,-,-,-,-,-
500_101_6_01,GH + HC,3600.0,166.08,297969.22,31184.0,9.0,61.458,18,68
500_101_6_02,LB,3600.0,-,297965.52,-,-,-,-,-
500_101_6_02,BinP,3600.0,550.63,297967.96,-,-,-,-,-
500_101_6_02,3Idx,3600.0,3655.54,320405.0,-,-,-,-,-
500_101_6_02,GH,3600.0,0.00,329244.58,-,-,-,-,-
500_101_6_02,GH + HC,3600.0,166.54,297970.4,30347.0,9.0,64.67,19,69
500_101_6_03,LB,3600.0,-,297950.96,-,-,-,-,-
500_101_6_03,BinP,3600.0,522.11,297960.72,-,-,-,-,-
500_101_6_03,3Idx,3600.0,4159.59,321589.06,-,-,-,-,-
500_101_6_03,GH,3600.0,0.00,329056.72,-,-,-,-,-
500_101_6_03,GH + HC,3600.0,166.01,297960.72,32266.0,10.0,82.154,27,77
500_101_6_04,LB,3600.0,-,297955.84,-,-,-,-,-
500_101_6_04,BinP,3600.0,511.87,297960.72,-,-,-,-,-
500_101_6_04,3Idx,3600.0,3851.56,322740.62,-,-,-,-,-
500_101_6_04,GH,3600.0,0.00,329729.38,-,-,-,-,-
500_101_6_04,GH + HC,3600.0,176.01,297960.72,31011.0,9.0,61.996,18,68
500_101_6_05,LB,3600.0,-,297964.34,-,-,-,-,-
500_101_6_05,BinP,3600.0,981.59,297964.34,-,-,-,-,-
500_101_6_05,3Idx,3600.0,4045.66,317994.3,-,-,-,-,-
500_101_6_05,GH,3600.0,0.00,330826.24,-,-,-,-,-
500_101_6_05,GH + HC,3600.0,158.77,297966.78,30654.0,9.0,55.415,19,69
500_101_6_06,LB,3600.0,-,297981.26,-,-,-,-,-
500_101_6_06,BinP,3600.0,487.46,297986.14,-,-,-,-,-
500_101_6_06,GH,3600.0,0.00,327232.66,-,-,-,-,-
500_101_6_06,GH + HC,3600.0,157.13,297986.14,31568.0,10.0,59.99,18,68
500_101_6_07,LB,3600.0,-,297953.4,-,-,-,-,-
500_101_6_07,BinP,3600.0,603.73,297953.4,-,-,-,-,-
500_101_6_07,3Idx,3600.0,3842.57,324861.54,-,-,-,-,-
500_101_6_07,GH,3600.0,0.00,330050.56,-,-,-,-,-
500_101_6_07,GH + HC,3600.0,160.01,297953.4,32285.0,10.0,79.805,25,75
500_101_6_08,LB,3600.0,-,297960.64,-,-,-,-,-
500_101_6_08,BinP,3600.0,704.17,297970.4,-,-,-,-,-
500_101_6_08,GH,3600.0,0.00,329650.6,-,-,-,-,-
500_101_6_08,GH + HC,3600.0,156.19,297970.4,32789.0,10.0,71.638,20,70
500_101_6_09,LB,3600.0,-,297971.58,-,-,-,-,-
500_101_6_09,BinP,3600.0,523.67,297974.02,-,-,-,-,-
500_101_6_09,GH,3600.0,0.00,328093.18,-,-,-,-,-
500_101_6_09,GH + HC,3600.0,149.41,297984.96,31284.0,10.0,55.833,17,67
500_101_6_10,LB,3600.0,-,297957.02,-,-,-,-,-
500_101_6_10,BinP,3600.0,504.74,297967.96,-,-,-,-,-
500_101_6_10,GH,3600.0,0.00,329002.18,-,-,-,-,-
500_101_6_10,GH + HC,3600.0,162.82,297967.96,31089.0,9.0,79.169,25,75
500_101_6_11,LB,3600.0,-,297961.9,-,-,-,-,-
500_101_6_11,BinP,3600.0,576.40,297966.78,-,-,-,-,-
500_101_6_11,GH,3600.0,0.00,328384.06,-,-,-,-,-
500_101_6_11,GH + HC,3600.0,165.65,297966.78,31884.0,10.0,52.018,16,66
500_101_6_12,LB,3600.0,-,297959.46,-,-,-,-,-
500_101_6_12,BinP,3600.0,497.62,297976.46,-,-,-,-,-
500_101_6_12,GH,3600.0,0.00,328668.88,-,-,-,-,-
500_101_6_12,GH + HC,3600.0,165.75,297976.46,30711.0,9.0,58.972,16,66
500_101_6_13,LB,3600.0,-,297963.08,-,-,-,-,-
500_101_6_13,BinP,3600.0,1018.76,297975.28,-,-,-,-,-
500_101_6_13,3Idx,3600.0,3603.92,308976.78,-,-,-,-,-
500_101_6_13,GH,3600.0,0.00,328402.24,-,-,-,-,-
500_101_6_13,GH + HC,3600.0,164.36,297975.28,29791.0,9.0,84.25,28,78
500_101_6_14,LB,3600.0,-,297963.08,-,-,-,-,-
500_101_6_14,BinP,3600.0,539.01,297976.46,-,-,-,-,-
500_101_6_14,GH,3600.0,0.01,329571.82,-,-,-,-,-
500_101_6_14,GH + HC,3600.0,177.82,297978.9,30593.0,9.0,91.434,25,75
500_101_6_15,LB,3600.0,-,297965.52,-,-,-,-,-
500_101_6_15,BinP,3600.0,577.94,297975.28,-,-,-,-,-
500_101_6_15,3Idx,3600.0,3707.87,321901.9,-,-,-,-,-
500_101_6_15,GH,3600.0,0.00,327681.1,-,-,-,-,-
500_101_6_15,GH + HC,3600.0,181.49,297975.28,29730.0,9.0,58.191,16,66
500_101_6_16,LB,3600.0,-,297954.58,-,-,-,-,-
500_101_6_16,BinP,3600.0,910.73,297964.34,-,-,-,-,-
500_101_6_16,3Idx,3600.0,3604.42,313993.52,-,-,-,-,-
500_101_6_16,GH,3600.0,0.00,326820.58,-,-,-,-,-
500_101_6_16,GH + HC,3600.0,224.19,297964.34,33250.0,10.0,175.523,73,123
500_101_6_17,LB,3600.0,-,297965.52,-,-,-,-,-
500_101_6_17,BinP,3600.0,882.07,297970.4,-,-,-,-,-
500_101_6_17,GH,3600.0,0.00,329262.76,-,-,-,-,-
500_101_6_17,GH + HC,3600.0,167.24,297970.4,29311.0,9.0,68.647,21,71
500_101_6_18,LB,3600.0,-,297957.02,-,-,-,-,-
500_101_6_18,BinP,3600.0,532.09,297964.34,-,-,-,-,-
500_101_6_18,3Idx,3600.0,4007.84,322923.6,-,-,-,-,-
500_101_6_18,GH,3600.0,0.00,329450.62,-,-,-,-,-
500_101_6_18,GH + HC,3600.0,153.05,297964.34,31565.0,10.0,60.162,18,68
500_101_6_19,LB,3600.0,-,297963.08,-,-,-,-,-
500_101_6_19,BinP,3600.0,448.77,297974.02,-,-,-,-,-
500_101_6_19,3Idx,3600.0,4188.39,322385.52,-,-,-,-,-
500_101_6_19,GH,3600.0,0.00,328505.26,-,-,-,-,-
500_101_6_19,GH + HC,3600.0,174.87,297974.02,31422.0,10.0,69.963,18,68
