instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
500_201_3_00,LB,3600.0,-,211684.26,-,-,-,-,-
500_201_3_00,BinP,3600.0,1005.72,211717.16,-,-,-,-,-
500_201_3_00,3Idx,3600.0,3600.65,246531.08,-,-,-,-,-
500_201_3_00,GH,3600.0,0.01,284665.96,-,-,-,-,-
500_201_3_00,GH + HC,3600.0,241.29,211717.16,78451.0,27.0,101.566,23,73
500_201_3_01,LB,3600.0,-,211685.52,-,-,-,-,-
500_201_3_01,BinP,3600.0,1079.40,211707.4,-,-,-,-,-
500_201_3_01,3Idx,3600.0,3601.70,247579.38,-,-,-,-,-
500_201_3_01,GH,3600.0,0.00,284859.88,-,-,-,-,-
500_201_3_01,GH + HC,3600.0,270.1,211707.4,74546.0,26.0,121.509,26,76
500_201_3_02,LB,3600.0,-,211694.02,-,-,-,-,-
500_201_3_02,BinP,3600.0,944.97,211729.28,-,-,-,-,-
500_201_3_02,3Idx,3600.0,3600.82,235521.4,-,-,-,-,-
500_201_3_02,GH,3600.0,0.00,289023.1,-,-,-,-,-
500_201_3_02,GH + HC,3600.0,254.54,211729.28,72203.0,25.0,108.932,23,73
500_201_3_03,LB,3600.0,-,211702.44,-,-,-,-,-
500_201_3_03,BinP,3600.0,1052.27,211714.64,-,-,-,-,-
500_201_3_03,3Idx,3600.0,3600.37,248569.52,-,-,-,-,-
500_201_3_03,GH,3600.0,0.00,287605.06,-,-,-,-,-
500_201_3_03,GH + HC,3600.0,255.66,211717.08,76215.0,26.0,112.439,30,80
500_201_3_04,LB,3600.0,-,211725.58,-,-,-,-,-
500_201_3_04,BinP,3600.0,854.54,211741.4,-,-,-,-,-
500_201_3_04,3Idx,3600.0,3600.40,211741.4,-,-,-,-,-
500_201_3_04,GH,3600.0,0.00,289744.24,-,-,-,-,-
500_201_3_04,GH + HC,3600.0,270.41,211741.4,77833.0,27.0,174.255,43,93
500_201_3_05,LB,3600.0,-,211689.14,-,-,-,-,-
500_201_3_05,BinP,3600.0,1254.84,211720.78,-,-,-,-,-
500_201_3_05,3Idx,3600.0,3601.50,266179.1,-,-,-,-,-
500_201_3_05,GH,3600.0,0.00,287368.72,-,-,-,-,-
500_201_3_05,GH + HC,3600.0,232.38,211724.4,77287.0,27.0,113.671,27,77
500_201_3_06,LB,3600.0,-,211697.64,-,-,-,-,-
500_201_3_06,BinP,3600.0,864.03,211704.96,-,-,-,-,-
500_201_3_06,3Idx,3600.0,3601.65,248532.06,-,-,-,-,-
500_201_3_06,GH,3600.0,0.00,286586.98,-,-,-,-,-
500_201_3_06,GH + HC,3600.0,250.55,211704.96,70828.0,25.0,96.229,25,75
500_201_3_07,LB,3600.0,-,211679.46,-,-,-,-,-
500_201_3_07,BinP,3600.0,1035.92,211697.72,-,-,-,-,-
500_201_3_07,3Idx,3600.0,3600.42,227328.44,-,-,-,-,-
500_201_3_07,GH,3600.0,0.00,287289.94,-,-,-,-,-
500_201_3_07,GH + HC,3600.0,235.81,211697.72,76283.0,26.0,110.867,28,78
500_201_3_08,LB,3600.0,-,211694.02,-,-,-,-,-
500_201_3_08,BinP,3600.0,1020.13,211702.52,-,-,-,-,-
500_201_3_08,3Idx,3600.0,3468.34,211702.52,-,-,-,-,-
500_201_3_08,GH,3600.0,0.00,285496.18,-,-,-,-,-
500_201_3_08,GH + HC,3600.0,244.74,211702.52,74527.0,26.0,135.423,32,82
500_201_3_09,LB,3600.0,-,211708.58,-,-,-,-,-
500_201_3_09,BinP,3600.0,883.64,211725.66,-,-,-,-,-
500_201_3_09,3Idx,3600.0,3126.68,211725.66,-,-,-,-,-
500_201_3_09,GH,3600.0,0.00,289568.5,-,-,-,-,-
500_201_3_09,GH + HC,3600.0,255.77,211725.66,75946.0,26.0,140.748,29,79
500_201_3_10,LB,3600.0,-,211681.9,-,-,-,-,-
500_201_3_10,BinP,3600.0,970.61,211696.46,-,-,-,-,-
500_201_3_10,3Idx,3600.0,3600.53,271977.42,-,-,-,-,-
500_201_3_10,GH,3600.0,0.00,283963.0,-,-,-,-,-
500_201_3_10,GH + HC,3600.0,260.68,211696.46,73854.0,26.0,146.844,36,86
500_201_3_11,LB,3600.0,-,211687.96,-,-,-,-,-
500_201_3_11,BinP,3600.0,1179.90,211696.46,-,-,-,-,-
500_201_3_11,3Idx,3600.0,3600.73,247053.26,-,-,-,-,-
500_201_3_11,GH,3600.0,0.00,288568.6,-,-,-,-,-
500_201_3_11,GH + HC,3600.0,242.77,211696.46,72667.0,26.0,133.452,35,85
500_201_3_12,LB,3600.0,-,211677.02,-,-,-,-,-
