instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
1000_172_7_00,LB,3600.0,-,1228887.28,-,-,-,-,-
1000_172_7_00,GH,3600.0,0.02,1334445.77,-,-,-,-,-
1000_172_7_00,GH + HC,3600.0,778.34,1228910.35,105535.0,8.0,392.728,26,76
1000_172_7_01,LB,3600.0,-,1228865.4,-,-,-,-,-
1000_172_7_01,GH,3600.0,0.00,1332458.09,-,-,-,-,-
1000_172_7_01,GH + HC,3600.0,849.11,1228876.34,103582.0,8.0,401.851,27,77
1000_172_7_02,LB,3600.0,-,1228839.98,-,-,-,-,-
1000_172_7_02,GH,3600.0,0.00,1331924.81,-,-,-,-,-
1000_172_7_02,GH + HC,3600.0,743.68,1228842.42,103082.0,8.0,308.312,24,74
1000_172_7_03,LB,3600.0,-,1228875.16,-,-,-,-,-
1000_172_7_03,GH,3600.0,0.02,1332470.21,-,-,-,-,-
1000_172_7_03,GH + HC,3600.0,759.54,1228883.66,103587.0,8.0,290.062,25,75
1000_172_7_04,LB,3600.0,-,1228831.48,-,-,-,-,-
1000_172_7_04,GH,3600.0,0.00,1330664.32,-,-,-,-,-
1000_172_7_04,GH + HC,3600.0,814.88,1228846.04,101818.0,8.0,300.837,24,74
1000_172_7_05,LB,3600.0,-,1228854.54,-,-,-,-,-
1000_172_7_05,GH,3600.0,0.00,1332730.78,-,-,-,-,-
1000_172_7_05,GH + HC,3600.0,750.13,1228861.86,103869.0,8.0,314.151,26,76
1000_172_7_06,LB,3600.0,-,1228832.66,-,-,-,-,-
1000_172_7_06,GH,3600.0,0.00,1332167.21,-,-,-,-,-
1000_172_7_06,GH + HC,3600.0,762.92,1228838.72,103328.0,8.0,301.255,25,75
1000_172_7_07,LB,3600.0,-,1228855.8,-,-,-,-,-
1000_172_7_07,GH,3600.0,0.00,1330894.63,-,-,-,-,-
1000_172_7_07,GH + HC,3600.0,816.54,1228869.1,102026.0,8.0,324.015,28,78
1000_172_7_08,LB,3600.0,-,1228875.24,-,-,-,-,-
1000_172_7_08,GH,3600.0,0.00,1328561.5,-,-,-,-,-
1000_172_7_08,GH + HC,3600.0,718.46,1228888.55,99673.0,8.0,262.108,22,72
1000_172_7_09,LB,3600.0,-,1228848.48,-,-,-,-,-
1000_172_7_09,GH,3600.0,0.00,1331839.98,-,-,-,-,-
1000_172_7_09,GH + HC,3600.0,781.55,1228859.42,102981.0,8.0,350.875,28,78
1000_172_7_10,LB,3600.0,-,1228832.66,-,-,-,-,-
1000_172_7_10,GH,3600.0,0.00,1327949.47,-,-,-,-,-
1000_172_7_10,GH + HC,3600.0,935.7,1228837.54,99112.0,7.0,319.347,27,77
1000_172_7_11,LB,3600.0,-,1228842.34,-,-,-,-,-
1000_172_7_11,GH,3600.0,0.00,1330809.79,-,-,-,-,-
1000_172_7_11,GH + HC,3600.0,756.53,1228852.1,101958.0,8.0,383.799,35,85
1000_172_7_12,LB,3600.0,-,1228855.72,-,-,-,-,-
1000_172_7_12,GH,3600.0,0.00,1330930.99,-,-,-,-,-
1000_172_7_12,GH + HC,3600.0,740.58,1228863.04,102068.0,8.0,294.854,24,74
1000_172_7_13,LB,3600.0,-,1228848.48,-,-,-,-,-
1000_172_7_13,GH,3600.0,0.00,1326240.54,-,-,-,-,-
1000_172_7_13,GH + HC,3600.0,792.2,1228870.36,97370.0,7.0,421.288,42,92
1000_172_7_14,LB,3600.0,-,1228860.6,-,-,-,-,-
1000_172_7_14,GH,3600.0,0.00,1331827.87,-,-,-,-,-
1000_172_7_14,GH + HC,3600.0,765.91,1228875.17,102953.0,8.0,356.206,27,77
1000_172_7_15,LB,3600.0,-,1228869.1,-,-,-,-,-
1000_172_7_15,GH,3600.0,0.00,1332306.6,-,-,-,-,-
1000_172_7_15,GH + HC,3600.0,763.63,1228876.42,103430.0,8.0,333.272,28,78
1000_172_7_16,LB,3600.0,-,1228844.86,-,-,-,-,-
1000_172_7_16,GH,3600.0,0.00,1330137.11,-,-,-,-,-
1000_172_7_16,GH + HC,3600.0,798.51,1228863.04,101274.0,8.0,299.495,25,75
1000_172_7_17,LB,3600.0,-,1228847.22,-,-,-,-,-
1000_172_7_17,GH,3600.0,0.00,1331876.33,-,-,-,-,-
1000_172_7_17,GH + HC,3600.0,779.07,1228863.06,103013.0,8.0,300.967,24,74
1000_172_7_18,LB,3600.0,-,1228841.16,-,-,-,-,-
1000_172_7_18,GH,3600.0,0.00,1326876.84,-,-,-,-,-
1000_172_7_18,GH + HC,3600.0,834.73,1228850.92,98026.0,7.0,475.082,44,94
1000_172_7_19,LB,3600.0,-,1228861.86,-,-,-,-,-
1000_172_7_19,GH,3600.0,0.00,1333094.4,-,-,-,-,-
1000_172_7_19,GH + HC,3600.0,830.16,1228872.8,104222.0,8.0,472.113,39,89
