instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
1000_401_3_00,LB,3600.0,-,832505.08,-,-,-,-,-
1000_401_3_00,GH,3600.0,0.02,1138370.86,-,-,-,-,-
1000_401_3_00,GH + HC,3600.0,2007.6,832530.68,305840.0,27.0,1474.004,104,154
1000_401_3_01,LB,3600.0,-,832478.31,-,-,-,-,-
1000_401_3_01,GH,3600.0,0.00,1134425.84,-,-,-,-,-
1000_401_3_01,GH + HC,3600.0,1616.27,832507.63,301918.0,27.0,1014.927,68,118
1000_401_3_02,LB,3600.0,-,832475.95,-,-,-,-,-
1000_401_3_02,GH,3600.0,0.00,1128111.28,-,-,-,-,-
1000_401_3_02,GH + HC,3600.0,2171.54,832511.3,295600.0,26.0,1040.298,66,116
1000_401_3_03,LB,3600.0,-,832443.21,-,-,-,-,-
1000_401_3_03,GH,3600.0,0.00,1128838.49,-,-,-,-,-
1000_401_3_03,GH + HC,3600.0,1705.98,832466.48,296372.0,26.0,1101.261,70,120
1000_401_3_04,LB,3600.0,-,832451.64,-,-,-,-,-
1000_401_3_04,GH,3600.0,0.00,1141473.54,-,-,-,-,-
1000_401_3_04,GH + HC,3600.0,1859.49,832495.52,308978.0,27.0,1311.556,84,134
1000_401_3_05,LB,3600.0,-,832456.44,-,-,-,-,-
1000_401_3_05,GH,3600.0,0.00,1140091.95,-,-,-,-,-
1000_401_3_05,GH + HC,3600.0,1773.85,832490.64,307601.0,27.0,1220.792,85,135
1000_401_3_06,LB,3600.0,-,832440.77,-,-,-,-,-
1000_401_3_06,GH,3600.0,0.00,1135237.83,-,-,-,-,-
1000_401_3_06,GH + HC,3600.0,1660.11,832472.56,302765.0,27.0,1053.173,69,119
1000_401_3_07,LB,3600.0,-,832446.84,-,-,-,-,-
1000_401_3_07,GH,3600.0,0.00,1132686.54,-,-,-,-,-
1000_401_3_07,GH + HC,3600.0,1799.71,832482.12,300204.0,27.0,1243.275,76,126
1000_401_3_08,LB,3600.0,-,832451.72,-,-,-,-,-
1000_401_3_08,GH,3600.0,0.00,1137437.67,-,-,-,-,-
1000_401_3_08,GH + HC,3600.0,1629.85,832476.26,304961.0,27.0,963.76,64,114
1000_401_3_09,LB,3600.0,-,832441.96,-,-,-,-,-
1000_401_3_09,GH,3600.0,0.00,1130492.83,-,-,-,-,-
1000_401_3_09,GH + HC,3600.0,1703.83,832479.77,298013.0,26.0,1105.372,72,122
1000_401_3_10,LB,3600.0,-,832423.86,-,-,-,-,-
1000_401_3_10,GH,3600.0,0.00,1136443.74,-,-,-,-,-
1000_401_3_10,GH + HC,3600.0,1712.9,832471.43,303972.0,27.0,1147.552,78,128
1000_401_3_11,LB,3600.0,-,832498.93,-,-,-,-,-
1000_401_3_11,GH,3600.0,0.00,1128717.3,-,-,-,-,-
1000_401_3_11,GH + HC,3600.0,1676.02,832535.55,296182.0,26.0,1099.965,74,124
1000_401_3_12,LB,3600.0,-,832445.58,-,-,-,-,-
1000_401_3_12,GH,3600.0,0.00,1137183.08,-,-,-,-,-
1000_401_3_12,GH + HC,3600.0,1594.63,832474.91,304708.0,27.0,987.687,59,109
1000_401_3_13,LB,3600.0,-,832429.75,-,-,-,-,-
1000_401_3_13,GH,3600.0,0.00,1133389.57,-,-,-,-,-
1000_401_3_13,GH + HC,3600.0,1703.77,832471.28,300918.0,27.0,1033.53,65,115
1000_401_3_14,LB,3600.0,-,832466.28,-,-,-,-,-
1000_401_3_14,GH,3600.0,0.00,1135377.21,-,-,-,-,-
1000_401_3_14,GH + HC,3600.0,1654.4,832488.37,302889.0,27.0,937.551,61,111
1000_401_3_15,LB,3600.0,-,832434.63,-,-,-,-,-
1000_401_3_15,GH,3600.0,0.00,1128008.26,-,-,-,-,-
1000_401_3_15,GH + HC,3600.0,1655.55,832464.05,295544.0,26.0,964.286,62,112
1000_401_3_16,LB,3600.0,-,832426.22,-,-,-,-,-
1000_401_3_16,GH,3600.0,0.00,1125105.56,-,-,-,-,-
1000_401_3_16,GH + HC,3600.0,1787.07,832445.86,292660.0,26.0,949.888,60,110
1000_401_3_17,LB,3600.0,-,832434.73,-,-,-,-,-
1000_401_3_17,GH,3600.0,0.00,1130783.76,-,-,-,-,-
1000_401_3_17,GH + HC,3600.0,2767.15,832472.55,298311.0,26.0,921.627,57,107
1000_401_3_18,LB,3600.0,-,832469.97,-,-,-,-,-
1000_401_3_18,GH,3600.0,0.00,1134959.1,-,-,-,-,-
1000_401_3_18,GH + HC,3600.0,1692.14,832484.66,302474.0,27.0,1129.772,73,123
1000_401_3_19,LB,3600.0,-,832451.71,-,-,-,-,-
1000_401_3_19,GH,3600.0,0.00,1120887.8,-,-,-,-,-
1000_401_3_19,GH + HC,3600.0,1670.21,832482.29,288406.0,26.0,963.499,65,115
