instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
1000_600_2_00,LB,3600.0,-,501920.3,-,-,-,-,-
1000_600_2_00,GH,3600.0,0.03,1013690.84,-,-,-,-,-
1000_600_2_00,GH + HC,3600.0,3096.83,501964.24,511727.0,50.0,1917.629,94,144
1000_600_2_01,LB,3600.0,-,501924.0,-,-,-,-,-
1000_600_2_01,GH,3600.0,0.00,1028762.16,-,-,-,-,-
1000_600_2_01,GH + HC,3600.0,3040.89,501983.79,526778.0,51.0,2135.99,108,158
1000_600_2_02,LB,3600.0,-,501890.09,-,-,-,-,-
1000_600_2_02,GH,3600.0,0.00,1013502.96,-,-,-,-,-
1000_600_2_02,GH + HC,3600.0,2956.24,501919.47,511583.0,50.0,2075.683,102,152
1000_600_2_03,LB,3600.0,-,501885.12,-,-,-,-,-
1000_600_2_03,GH,3600.0,0.00,1025944.25,-,-,-,-,-
1000_600_2_03,GH + HC,3600.0,3018.05,501937.59,524007.0,51.0,1915.478,93,143
1000_600_2_04,LB,3600.0,-,501848.76,-,-,-,-,-
1000_600_2_04,GH,3600.0,0.00,1007861.22,-,-,-,-,-
1000_600_2_04,GH + HC,3600.0,3079.07,501895.15,505966.0,50.0,2182.893,110,160
1000_600_2_05,LB,3600.0,-,501914.4,-,-,-,-,-
1000_600_2_05,GH,3600.0,0.00,1010072.91,-,-,-,-,-
1000_600_2_05,GH + HC,3600.0,3020.75,501971.67,508101.0,50.0,1826.973,88,138
1000_600_2_06,LB,3600.0,-,501874.11,-,-,-,-,-
1000_600_2_06,GH,3600.0,0.01,1032034.55,-,-,-,-,-
1000_600_2_06,GH + HC,3600.0,2919.32,501924.22,530110.0,51.0,1746.729,85,135
1000_600_2_07,LB,3600.0,-,501893.71,-,-,-,-,-
1000_600_2_07,GH,3600.0,0.00,1034416.15,-,-,-,-,-
1000_600_2_07,GH + HC,3600.0,3092.0,501929.17,532487.0,51.0,2106.011,107,157
1000_600_2_08,LB,3600.0,-,501877.73,-,-,-,-,-
1000_600_2_08,GH,3600.0,0.01,1033749.6,-,-,-,-,-
1000_600_2_08,GH + HC,3600.0,2917.31,501931.34,531818.0,51.0,2066.3,103,153
1000_600_2_09,LB,3600.0,-,501894.81,-,-,-,-,-
1000_600_2_09,GH,3600.0,0.00,1045869.67,-,-,-,-,-
1000_600_2_09,GH + HC,3600.0,2764.8,501943.68,543926.0,52.0,1836.895,90,140
1000_600_2_10,LB,3600.0,-,501891.18,-,-,-,-,-
1000_600_2_10,GH,3600.0,0.00,1019429.69,-,-,-,-,-
1000_600_2_10,GH + HC,3600.0,2804.1,501943.6,517486.0,51.0,1877.563,89,139
1000_600_2_11,LB,3600.0,-,501812.33,-,-,-,-,-
1000_600_2_11,GH,3600.0,0.00,1024635.17,-,-,-,-,-
1000_600_2_11,GH + HC,3600.0,2847.22,501864.85,522770.0,51.0,2027.362,105,155
1000_600_2_12,LB,3600.0,-,501870.4,-,-,-,-,-
1000_600_2_12,GH,3600.0,0.00,1011242.62,-,-,-,-,-
1000_600_2_12,GH + HC,3600.0,2837.77,501905.92,509337.0,50.0,1821.114,91,141
1000_600_2_13,LB,3600.0,-,501880.24,-,-,-,-,-
1000_600_2_13,GH,3600.0,0.01,1013230.38,-,-,-,-,-
1000_600_2_13,GH + HC,3600.0,2960.87,501952.16,511278.0,50.0,2240.711,116,166
1000_600_2_14,LB,3600.0,-,501852.38,-,-,-,-,-
1000_600_2_14,GH,3600.0,0.00,1045184.85,-,-,-,-,-
1000_600_2_14,GH + HC,3600.0,3396.01,501899.97,543285.0,52.0,2395.188,120,170
1000_600_2_15,LB,3600.0,-,501871.98,-,-,-,-,-
1000_600_2_15,GH,3600.0,0.01,1042591.04,-,-,-,-,-
1000_600_2_15,GH + HC,3600.0,3015.23,501924.38,540667.0,52.0,2305.987,117,167
1000_600_2_16,LB,3600.0,-,501839.08,-,-,-,-,-
1000_600_2_16,GH,3600.0,0.01,1033634.4,-,-,-,-,-
1000_600_2_16,GH + HC,3600.0,2982.58,501890.35,531744.0,51.0,2052.105,101,151
1000_600_2_17,LB,3600.0,-,501866.86,-,-,-,-,-
1000_600_2_17,GH,3600.0,0.01,1013581.75,-,-,-,-,-
1000_600_2_17,GH + HC,3600.0,2995.28,501938.7,511643.0,50.0,2133.472,107,157
1000_600_2_18,LB,3600.0,-,501903.38,-,-,-,-,-
1000_600_2_18,GH,3600.0,0.01,1031525.53,-,-,-,-,-
1000_600_2_18,GH + HC,3600.0,2870.4,501940.09,529585.0,51.0,1991.606,99,149
1000_600_2_19,LB,3600.0,-,501857.18,-,-,-,-,-
1000_600_2_19,GH,3600.0,0.01,1022744.45,-,-,-,-,-
1000_600_2_19,GH + HC,3600.0,2984.99,501910.81,520834.0,51.0,1973.404,102,152
