lower bound for relaxed s_ij: 501890.09

#####################################################

solved with: SP.constructive_heuristics.GeneralHeuristic
time limit: 3600.0 s
time to solve: 0,00 s
objective value: 1013502.96

stacks (top to bottom):
stack 0:    815 202 
stack 1:    629 260 
stack 2:    896 841 
stack 3:    635 314 
stack 4:    508 608 
stack 5:    482 713 
stack 6:    847 392 
stack 7:    764 823 
stack 8:    391 695 
stack 9:    398 668 
stack 10:    196 172 
stack 11:    245 767 
stack 12:    428 425 
stack 13:    266 531 
stack 14:    501 831 
stack 15:    208 61 
stack 16:    276 925 
stack 17:    865 495 
stack 18:    181 293 
stack 19:    443 781 
stack 20:    805 827 
stack 21:    651 487 
stack 22:    644 789 
stack 23:    461 94 
stack 24:    235 526 
stack 25:    148 177 
stack 26:    250 929 
stack 27:    951 937 
stack 28:    289 187 
stack 29:    498 210 
stack 30:    801 536 
stack 31:    506 400 
stack 32:    239 20 
stack 33:    718 154 
stack 34:    50 797 
stack 35:    99 890 
stack 36:    897 552 
stack 37:    322 450 
stack 38:    622 344 
stack 39:    95 430 
stack 40:    785 994 
stack 41:    756 257 
stack 42:    657 316 
stack 43:    936 507 
stack 44:    83 79 
stack 45:    150 323 
stack 46:    559 954 
stack 47:    985 863 
stack 48:    85 299 
stack 49:    941 632 
stack 50:    892 347 
stack 51:    567 991 
stack 52:    818 449 
stack 53:    793 56 
stack 54:    394 484 
stack 55:    308 733 
stack 56:    698 716 
stack 57:    521 429 
stack 58:    581 432 
stack 59:    724 18 
stack 60:    114 701 
stack 61:    710 138 
stack 62:    356 135 
stack 63:    780 775 
stack 64:    712 838 
stack 65:    469 301 
stack 66:    806 436 
stack 67:    285 170 
stack 68:    91 949 
stack 69:    355 59 
stack 70:    77 252 
stack 71:    133 332 
stack 72:    518 14 
stack 73:    212 452 
stack 74:    857 514 
stack 75:    694 802 
stack 76:    390 463 
stack 77:    520 231 
stack 78:    915 837 
stack 79:    510 364 
stack 80:    842 895 
stack 81:    693 962 
stack 82:    139 963 
stack 83:    272 737 
stack 84:    455 686 
stack 85:    900 641 
stack 86:    810 262 
stack 87:    986 64 
stack 88:    511 907 
stack 89:    568 879 
stack 90:    81 564 
stack 91:    476 653 
stack 92:    119 418 
stack 93:    976 598 
stack 94:    485 779 
stack 95:    169 589 
stack 96:    774 505 
stack 97:    854 729 
