lower bound for relaxed s_ij: 501880.24

#####################################################

solved with: SP.constructive_heuristics.GeneralHeuristic
time limit: 3600.0 s
time to solve: 0,01 s
objective value: 1013230.38

stacks (top to bottom):
stack 0:    19 236 
stack 1:    938 306 
stack 2:    429 927 
stack 3:    628 361 
stack 4:    586 221 
stack 5:    814 292 
stack 6:    638 869 
stack 7:    231 963 
stack 8:    110 740 
stack 9:    349 816 
stack 10:    115 939 
stack 11:    568 249 
stack 12:    660 835 
stack 13:    971 94 
stack 14:    599 910 
stack 15:    514 830 
stack 16:    621 170 
stack 17:    503 180 
stack 18:    300 289 
stack 19:    620 74 
stack 20:    112 736 
stack 21:    559 771 
stack 22:    618 780 
stack 23:    33 529 
stack 24:    384 734 
stack 25:    422 850 
stack 26:    451 161 
stack 27:    490 81 
stack 28:    457 612 
stack 29:    662 722 
stack 30:    705 783 
stack 31:    594 368 
stack 32:    227 12 
stack 33:    425 818 
stack 34:    803 3 
stack 35:    547 739 
stack 36:    789 354 
stack 37:    622 127 
stack 38:    562 312 
stack 39:    637 96 
stack 40:    285 607 
stack 41:    693 876 
stack 42:    78 474 
stack 43:    315 325 
stack 44:    432 225 
stack 45:    413 534 
stack 46:    43 101 
stack 47:    672 174 
stack 48:    654 822 
stack 49:    841 287 
stack 50:    471 182 
stack 51:    884 531 
stack 52:    730 882 
stack 53:    379 904 
stack 54:    409 942 
stack 55:    707 22 
stack 56:    69 521 
stack 57:    56 208 
stack 58:    651 941 
stack 59:    857 610 
stack 60:    709 261 
stack 61:    984 640 
stack 62:    260 506 
stack 63:    718 295 
stack 64:    320 408 
stack 65:    237 862 
stack 66:    64 518 
stack 67:    324 390 
stack 68:    342 135 
stack 69:    985 353 
stack 70:    66 126 
stack 71:    146 388 
stack 72:    505 978 
stack 73:    420 802 
stack 74:    596 720 
stack 75:    797 980 
stack 76:    888 76 
stack 77:    419 633 
stack 78:    217 108 
stack 79:    415 299 
stack 80:    688 267 
stack 81:    554 251 
stack 82:    879 845 
stack 83:    819 649 
stack 84:    858 878 
stack 85:    343 144 
stack 86:    13 952 
stack 87:    766 809 
stack 88:    650 545 
stack 89:    895 62 
stack 90:    222 412 
stack 91:    986 754 
stack 92:    894 663 
stack 93:    360 716 
stack 94:    450 75 
stack 95:    203 706 
stack 96:    493 301 
