solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 323.98 s
objective value: 255996.32

stacks (top to bottom):
stack 0:    0 
stack 1:    
stack 2:    2 
stack 3:    
stack 4:    3 
stack 5:    
stack 6:    
stack 7:    7 257 
stack 8:    8 
stack 9:    
stack 10:    
stack 11:    
stack 12:    12 
stack 13:    
stack 14:    
stack 15:    265 
stack 16:    267 
stack 17:    32 28 111 277 
stack 18:    18 353 160 31 
stack 19:    114 271 240 22 
stack 20:    285 289 288 274 
stack 21:    115 30 56 286 
stack 22:    280 125 38 329 
stack 23:    411 92 457 29 
stack 24:    422 385 36 43 
stack 25:    42 209 287 484 
stack 26:    430 220 283 490 
stack 27:    284 204 465 413 
stack 28:    45 494 140 221 
stack 29:    242 279 84 479 
stack 30:    299 249 177 315 
stack 31:    46 33 481 304 
stack 32:    41 121 330 167 
stack 33:    489 50 120 341 
stack 34:    144 379 298 97 
stack 35:    175 321 59 399 
stack 36:    449 308 48 402 
stack 37:    186 307 184 51 
stack 38:    305 52 367 380 
stack 39:    216 64 312 222 
stack 40:    238 200 57 292 
stack 41:    313 311 441 404 
stack 42:    139 91 61 234 
stack 43:    314 310 351 356 
stack 44:    148 85 447 229 
stack 45:    421 309 227 241 
stack 46:    131 340 317 397 
stack 47:    459 142 224 383 
stack 48:    442 392 211 49 
stack 49:    451 337 166 159 
stack 50:    322 132 122 100 
stack 51:    157 445 233 407 
stack 52:    360 349 124 460 
stack 53:    334 152 106 232 
stack 54:    365 93 164 467 
stack 55:    369 326 358 151 
stack 56:    70 196 453 446 
stack 57:    136 113 118 325 
stack 58:    332 437 95 168 
stack 59:    82 73 79 444 
stack 60:    193 419 499 65 
stack 61:    181 198 138 388 
stack 62:    137 112 69 245 
stack 63:    225 228 102 400 
stack 64:    86 359 230 188 
stack 65:    372 99 345 158 
stack 66:    431 469 192 87 
stack 67:    246 219 471 143 
stack 68:    384 373 109 235 
stack 69:    141 104 382 470 
stack 70:    72 331 215 405 
stack 71:    454 493 88 237 
stack 72:    96 108 478 205 
stack 73:    450 214 243 133 
stack 74:    154 480 107 206 
stack 75:    250 
stack 76:    251 1 
stack 77:    252 
stack 78:    253 
stack 79:    254 
stack 80:    4 5 255 
stack 81:    256 
stack 82:    6 
stack 83:    258 
stack 84:    9 259 
stack 85:    260 10 
stack 86:    261 11 
stack 87:    262 
stack 88:    263 13 
stack 89:    14 264 
stack 90:    15 16 
stack 91:    440 266 
stack 92:    26 17 278 21 
stack 93:    361 268 482 81 
stack 94:    316 19 269 295 
stack 95:    20 23 272 270 
stack 96:    119 497 76 27 
stack 97:    276 409 273 134 
stack 98:    25 171 218 275 
stack 99:    24 417 35 335 
stack 100:    328 161 44 424 
stack 101:    281 126 78 338 
stack 102:    127 294 195 146 
stack 103:    439 364 282 290 
stack 104:    293 162 183 342 
stack 105:    37 40 68 34 
stack 106:    300 306 239 420 
stack 107:    336 55 324 389 
stack 108:    375 387 443 301 
stack 109:    149 291 343 390 
stack 110:    466 363 202 296 
stack 111:    54 303 197 62 
stack 112:    83 297 98 179 
stack 113:    486 456 302 71 
stack 114:    123 39 66 174 
stack 115:    182 333 476 226 
stack 116:    187 319 47 495 
stack 117:    58 425 318 391 
stack 118:    77 185 366 339 
stack 119:    105 378 248 53 
stack 120:    63 435 323 178 
stack 121:    135 436 475 190 
stack 122:    145 180 117 354 
stack 123:    386 398 485 368 
stack 124:    483 320 477 199 
stack 125:    473 434 75 426 
stack 126:    350 427 210 101 
stack 127:    468 60 461 67 
stack 128:    189 491 128 103 
stack 129:    156 207 173 212 
stack 130:    472 163 355 169 
stack 131:    395 89 423 129 
stack 132:    244 429 452 352 
stack 133:    414 492 432 217 
stack 134:    462 346 381 464 
stack 135:    376 374 201 377 
stack 136:    357 415 418 153 
stack 137:    147 496 403 348 
stack 138:    191 433 165 406 
stack 139:    80 412 396 327 
stack 140:    347 488 247 176 
stack 141:    438 463 428 74 
stack 142:    474 393 94 408 
stack 143:    110 455 213 401 
stack 144:    487 371 394 203 
stack 145:    231 172 498 416 
stack 146:    90 116 150 362 
stack 147:    130 236 448 223 
stack 148:    458 370 155 170 
stack 149:    344 410 194 208 
