solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 205.95 s
objective value: 255991.52

stacks (top to bottom):
stack 0:    250 
stack 1:    
stack 2:    
stack 3:    
stack 4:    254 
stack 5:    
stack 6:    6 
stack 7:    
stack 8:    8 
stack 9:    9 
stack 10:    260 
stack 11:    11 
stack 12:    
stack 13:    13 
stack 14:    14 
stack 15:    15 
stack 16:    266 17 
stack 17:    471 275 114 19 
stack 18:    268 82 35 285 
stack 19:    26 22 20 276 
stack 20:    438 232 498 270 
stack 21:    423 287 51 474 
stack 22:    117 30 460 290 
stack 23:    488 95 36 418 
stack 24:    165 440 84 294 
stack 25:    203 331 280 405 
stack 26:    29 291 292 54 
stack 27:    302 491 190 195 
stack 28:    475 364 40 122 
stack 29:    80 362 39 376 
stack 30:    71 129 459 214 
stack 31:    237 336 310 73 
stack 32:    328 63 465 375 
stack 33:    402 382 317 354 
stack 34:    295 469 72 353 
stack 35:    417 138 286 407 
stack 36:    44 337 47 316 
stack 37:    288 314 229 463 
stack 38:    410 492 401 108 
stack 39:    436 70 94 134 
stack 40:    308 199 188 326 
stack 41:    300 303 437 79 
stack 42:    297 48 69 378 
stack 43:    458 330 325 212 
stack 44:    381 313 45 379 
stack 45:    327 60 175 201 
stack 46:    470 395 304 141 
stack 47:    133 121 472 309 
stack 48:    50 301 411 189 
stack 49:    248 167 61 131 
stack 50:    388 425 57 198 
stack 51:    238 335 315 396 
stack 52:    160 361 487 204 
stack 53:    119 224 220 429 
stack 54:    320 225 149 107 
stack 55:    399 111 162 64 
stack 56:    243 322 480 215 
stack 57:    112 360 192 74 
stack 58:    312 75 211 116 
stack 59:    370 140 218 342 
stack 60:    351 126 186 421 
stack 61:    235 145 454 208 
stack 62:    406 497 332 180 
stack 63:    233 154 430 319 
stack 64:    231 384 182 125 
stack 65:    168 457 369 397 
stack 66:    200 450 461 341 
stack 67:    185 394 355 435 
stack 68:    350 219 318 153 
stack 69:    170 439 452 428 
stack 70:    414 398 93 128 
stack 71:    83 97 365 161 
stack 72:    390 213 172 433 
stack 73:    143 499 246 191 
stack 74:    142 468 441 106 
stack 75:    0 
stack 76:    1 252 251 
stack 77:    2 
stack 78:    3 253 
stack 79:    4 
stack 80:    5 255 
stack 81:    256 
stack 82:    7 257 
stack 83:    
stack 84:    258 259 
stack 85:    10 
stack 86:    261 
stack 87:    262 12 
stack 88:    263 
stack 89:    264 
stack 90:    265 
stack 91:    16 271 
stack 92:    392 24 91 267 
stack 93:    28 21 42 18 
stack 94:    269 278 152 31 
stack 95:    23 273 284 240 
stack 96:    282 164 272 25 
stack 97:    221 442 56 431 
stack 98:    163 236 274 27 
stack 99:    279 158 307 277 
stack 100:    293 409 32 420 
stack 101:    416 46 321 371 
stack 102:    49 137 340 77 
stack 103:    135 43 66 147 
stack 104:    462 298 466 38 
stack 105:    34 345 445 68 
stack 106:    485 289 41 281 
stack 107:    344 197 422 226 
stack 108:    202 115 283 33 
stack 109:    136 380 311 207 
stack 110:    467 241 412 448 
stack 111:    404 216 37 449 
stack 112:    305 306 473 333 
stack 113:    484 383 132 53 
stack 114:    210 476 477 196 
stack 115:    453 358 296 89 
stack 116:    338 228 81 403 
stack 117:    368 124 87 389 
stack 118:    223 109 481 244 
stack 119:    52 482 90 193 
stack 120:    486 209 55 110 
stack 121:    359 123 323 443 
stack 122:    343 299 456 387 
stack 123:    101 59 495 494 
stack 124:    464 105 424 386 
stack 125:    187 483 76 183 
stack 126:    363 156 493 58 
stack 127:    113 426 159 100 
stack 128:    206 120 242 413 
stack 129:    181 479 348 432 
stack 130:    245 247 139 324 
stack 131:    239 144 377 455 
stack 132:    346 151 490 374 
stack 133:    104 222 249 92 
stack 134:    372 391 127 366 
stack 135:    65 67 78 171 
stack 136:    88 99 444 62 
stack 137:    148 166 146 489 
stack 138:    408 349 217 385 
stack 139:    230 447 356 150 
stack 140:    155 329 176 130 
stack 141:    102 427 174 434 
stack 142:    347 227 103 85 
stack 143:    373 446 478 184 
stack 144:    96 157 173 178 
stack 145:    357 177 367 393 
stack 146:    496 334 419 451 
stack 147:    400 194 169 179 
stack 148:    205 352 339 118 
stack 149:    234 415 86 98 
