solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 205.80 s
objective value: 256012.14

stacks (top to bottom):
stack 0:    
stack 1:    250 
stack 2:    252 
stack 3:    3 
stack 4:    4 
stack 5:    5 
stack 6:    
stack 7:    7 
stack 8:    
stack 9:    9 
stack 10:    10 
stack 11:    261 
stack 12:    
stack 13:    263 
stack 14:    
stack 15:    15 265 
stack 16:    270 
stack 17:    45 19 223 30 
stack 18:    26 18 20 272 
stack 19:    291 310 488 482 
stack 20:    24 31 71 283 
stack 21:    39 238 145 25 
stack 22:    498 280 231 275 
stack 23:    193 299 294 353 
stack 24:    57 470 361 158 
stack 25:    276 287 293 289 
stack 26:    208 37 281 286 
stack 27:    32 334 52 285 
stack 28:    35 36 38 41 
stack 29:    109 298 290 137 
stack 30:    209 155 190 48 
stack 31:    61 227 59 85 
stack 32:    304 110 295 117 
stack 33:    468 97 89 297 
stack 34:    49 214 313 426 
stack 35:    120 56 212 316 
stack 36:    165 309 373 150 
stack 37:    352 63 374 70 
stack 38:    125 492 64 122 
stack 39:    115 315 186 114 
stack 40:    91 355 67 453 
stack 41:    103 319 394 161 
stack 42:    135 229 443 221 
stack 43:    198 72 301 305 
stack 44:    166 466 452 446 
stack 45:    484 86 367 169 
stack 46:    420 296 174 415 
stack 47:    362 246 243 123 
stack 48:    74 116 370 88 
stack 49:    247 461 220 456 
stack 50:    357 241 438 118 
stack 51:    347 497 387 146 
stack 52:    317 440 124 107 
stack 53:    164 133 486 349 
stack 54:    475 425 194 375 
stack 55:    368 87 152 335 
stack 56:    147 206 156 377 
stack 57:    339 455 224 142 
stack 58:    323 95 422 199 
stack 59:    435 225 411 235 
stack 60:    445 90 151 162 
stack 61:    434 324 395 153 
stack 62:    112 240 131 149 
stack 63:    419 94 69 372 
stack 64:    365 477 328 499 
stack 65:    185 418 77 333 
stack 66:    113 105 180 409 
stack 67:    460 341 329 128 
stack 68:    200 356 102 424 
stack 69:    127 213 381 471 
stack 70:    93 79 338 376 
stack 71:    187 489 73 450 
stack 72:    332 210 119 459 
stack 73:    181 326 398 354 
stack 74:    189 215 96 410 
stack 75:    0 
stack 76:    251 1 
stack 77:    2 
stack 78:    
stack 79:    254 253 
stack 80:    255 
stack 81:    256 6 
stack 82:    257 8 
stack 83:    258 
stack 84:    259 
stack 85:    260 
stack 86:    11 
stack 87:    262 12 
stack 88:    14 
stack 89:    13 264 
stack 90:    
stack 91:    266 16 17 
stack 92:    277 21 491 267 
stack 93:    274 268 34 269 
stack 94:    469 80 28 432 
stack 95:    27 284 271 22 
stack 96:    178 403 273 383 
stack 97:    393 279 278 454 
stack 98:    23 29 141 58 
stack 99:    40 98 390 248 
stack 100:    50 346 237 388 
stack 101:    308 182 416 44 
stack 102:    282 401 42 448 
stack 103:    364 106 423 288 
stack 104:    428 177 54 437 
stack 105:    104 33 417 46 
stack 106:    53 493 465 451 
stack 107:    302 197 430 226 
stack 108:    406 472 306 245 
stack 109:    303 51 311 342 
stack 110:    222 55 78 330 
stack 111:    100 292 300 132 
stack 112:    65 191 414 399 
stack 113:    43 154 412 83 
stack 114:    196 108 369 205 
stack 115:    307 478 449 99 
stack 116:    314 242 479 170 
stack 117:    130 337 92 139 
stack 118:    60 344 371 47 
stack 119:    447 233 236 485 
stack 120:    413 386 436 312 
stack 121:    134 138 140 494 
stack 122:    331 384 322 431 
stack 123:    325 160 318 462 
stack 124:    360 444 474 483 
stack 125:    385 68 336 249 
stack 126:    216 75 480 184 
stack 127:    433 159 239 400 
stack 128:    168 487 348 496 
stack 129:    427 389 62 457 
stack 130:    439 129 202 350 
stack 131:    111 379 366 171 
stack 132:    458 441 481 176 
stack 133:    464 219 490 232 
stack 134:    244 404 66 167 
stack 135:    234 320 217 144 
stack 136:    84 81 136 396 
stack 137:    179 218 473 421 
stack 138:    173 207 188 408 
stack 139:    405 157 126 359 
stack 140:    363 148 163 391 
stack 141:    382 407 175 228 
stack 142:    204 321 495 203 
stack 143:    192 442 358 378 
stack 144:    351 345 201 101 
stack 145:    195 230 467 392 
stack 146:    429 211 463 172 
stack 147:    380 327 143 183 
stack 148:    340 476 82 121 
stack 149:    397 76 343 402 
