solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 195.49 s
objective value: 255997.58

stacks (top to bottom):
stack 0:    0 
stack 1:    1 
stack 2:    252 
stack 3:    
stack 4:    
stack 5:    255 
stack 6:    6 
stack 7:    257 
stack 8:    258 
stack 9:    
stack 10:    
stack 11:    11 
stack 12:    
stack 13:    263 
stack 14:    14 
stack 15:    15 
stack 16:    17 
stack 17:    271 267 24 97 
stack 18:    18 440 269 235 
stack 19:    160 291 319 123 
stack 20:    281 30 20 25 
stack 21:    279 33 274 344 
stack 22:    143 392 27 173 
stack 23:    457 446 23 157 
stack 24:    278 28 455 31 
stack 25:    39 284 220 280 
stack 26:    161 55 36 249 
stack 27:    305 362 38 323 
stack 28:    231 462 314 129 
stack 29:    327 451 389 37 
stack 30:    432 289 441 288 
stack 31:    89 311 218 318 
stack 32:    188 175 85 444 
stack 33:    463 71 99 59 
stack 34:    194 409 114 238 
stack 35:    459 153 171 181 
stack 36:    213 185 112 474 
stack 37:    46 480 466 245 
stack 38:    60 422 47 439 
stack 39:    66 52 246 50 
stack 40:    296 349 306 117 
stack 41:    96 356 456 178 
stack 42:    239 57 481 385 
stack 43:    154 388 373 51 
stack 44:    367 320 304 151 
stack 45:    48 232 248 65 
stack 46:    369 393 303 493 
stack 47:    223 490 460 298 
stack 48:    336 49 81 88 
stack 49:    498 134 155 335 
stack 50:    113 209 174 307 
stack 51:    234 242 63 230 
stack 52:    210 438 203 420 
stack 53:    382 312 464 454 
stack 54:    180 136 214 348 
stack 55:    332 339 82 379 
stack 56:    56 391 64 436 
stack 57:    121 162 87 95 
stack 58:    476 84 225 168 
stack 59:    350 313 200 430 
stack 60:    337 495 92 371 
stack 61:    421 137 152 368 
stack 62:    192 73 487 106 
stack 63:    183 77 434 328 
stack 64:    331 398 140 334 
stack 65:    375 424 479 461 
stack 66:    103 126 469 149 
stack 67:    74 233 359 478 
stack 68:    322 118 343 401 
stack 69:    172 377 198 465 
stack 70:    70 241 187 410 
stack 71:    423 467 472 358 
stack 72:    396 102 426 122 
stack 73:    165 115 447 207 
stack 74:    419 338 131 372 
stack 75:    250 
stack 76:    2 251 
stack 77:    3 
stack 78:    253 
stack 79:    254 4 
stack 80:    5 
stack 81:    256 
stack 82:    7 
stack 83:    8 
stack 84:    9 259 
stack 85:    10 261 260 
stack 86:    
stack 87:    262 12 
stack 88:    13 
stack 89:    264 
stack 90:    265 
stack 91:    266 268 16 
stack 92:    310 108 34 330 
stack 93:    202 270 219 19 
stack 94:    403 217 295 144 
stack 95:    22 40 273 272 
stack 96:    453 21 297 301 
stack 97:    275 285 67 442 
stack 98:    276 41 196 378 
stack 99:    44 26 277 425 
stack 100:    387 228 29 491 
stack 101:    308 282 138 416 
stack 102:    283 91 428 145 
stack 103:    489 35 45 170 
stack 104:    287 286 42 321 
stack 105:    43 186 351 353 
stack 106:    32 290 394 247 
stack 107:    326 133 384 486 
stack 108:    470 366 105 347 
stack 109:    376 294 215 496 
stack 110:    293 190 471 302 
stack 111:    418 229 342 201 
stack 112:    399 381 458 79 
stack 113:    159 309 53 492 
stack 114:    93 345 141 158 
stack 115:    58 452 236 124 
stack 116:    300 109 142 333 
stack 117:    98 292 135 182 
stack 118:    150 485 54 221 
stack 119:    119 110 365 179 
stack 120:    75 494 299 86 
stack 121:    354 216 449 206 
stack 122:    374 386 169 204 
stack 123:    163 100 488 341 
stack 124:    499 405 390 352 
stack 125:    325 414 435 243 
stack 126:    357 76 482 237 
stack 127:    116 412 176 61 
stack 128:    199 240 415 127 
stack 129:    329 177 211 483 
stack 130:    164 397 68 104 
stack 131:    383 407 364 355 
stack 132:    139 195 193 167 
stack 133:    360 324 316 69 
stack 134:    317 417 83 400 
stack 135:    484 468 445 62 
stack 136:    497 72 132 315 
stack 137:    477 227 146 156 
stack 138:    120 433 184 473 
stack 139:    222 370 429 340 
stack 140:    406 402 191 107 
stack 141:    80 130 208 166 
stack 142:    475 94 128 226 
stack 143:    437 189 244 411 
stack 144:    380 147 395 408 
stack 145:    125 361 111 404 
stack 146:    443 205 363 90 
stack 147:    224 78 101 427 
stack 148:    212 148 450 431 
stack 149:    346 448 413 197 
