solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 204.32 s
objective value: 255978.14

stacks (top to bottom):
stack 0:    
stack 1:    1 
stack 2:    252 
stack 3:    
stack 4:    
stack 5:    
stack 6:    
stack 7:    7 257 
stack 8:    
stack 9:    9 
stack 10:    260 
stack 11:    11 
stack 12:    
stack 13:    
stack 14:    14 
stack 15:    
stack 16:    20 
stack 17:    269 407 18 268 
stack 18:    96 283 459 277 
stack 19:    281 288 276 90 
stack 20:    270 495 22 32 
stack 21:    21 170 273 274 
stack 22:    184 275 458 307 
stack 23:    227 47 152 109 
stack 24:    35 25 127 343 
stack 25:    105 328 135 30 
stack 26:    137 363 51 285 
stack 27:    48 110 41 437 
stack 28:    159 416 98 287 
stack 29:    217 108 309 320 
stack 30:    451 33 289 145 
stack 31:    387 143 394 82 
stack 32:    293 37 474 149 
stack 33:    61 76 49 200 
stack 34:    461 59 340 42 
stack 35:    432 398 421 347 
stack 36:    423 52 475 462 
stack 37:    305 246 182 447 
stack 38:    193 426 50 302 
stack 39:    134 234 480 151 
stack 40:    337 212 310 306 
stack 41:    404 364 409 374 
stack 42:    463 365 60 431 
stack 43:    483 298 72 203 
stack 44:    218 308 301 228 
stack 45:    350 349 449 420 
stack 46:    148 125 107 323 
stack 47:    231 243 424 464 
stack 48:    357 62 356 324 
stack 49:    393 479 86 233 
stack 50:    414 355 172 229 
stack 51:    106 427 497 411 
stack 52:    396 142 354 498 
stack 53:    400 453 167 113 
stack 54:    176 419 117 373 
stack 55:    321 413 87 312 
stack 56:    450 334 336 417 
stack 57:    65 315 177 221 
stack 58:    205 422 63 471 
stack 59:    80 313 71 155 
stack 60:    382 481 248 454 
stack 61:    156 120 198 430 
stack 62:    372 352 446 473 
stack 63:    444 158 249 139 
stack 64:    114 370 455 226 
stack 65:    222 73 189 190 
stack 66:    240 201 186 124 
stack 67:    128 493 122 325 
stack 68:    359 101 146 197 
stack 69:    418 371 161 69 
stack 70:    380 348 78 130 
stack 71:    196 452 154 466 
stack 72:    341 116 492 84 
stack 73:    353 484 443 206 
stack 74:    378 238 384 224 
stack 75:    0 250 
stack 76:    251 
stack 77:    2 
stack 78:    253 3 
stack 79:    4 254 
stack 80:    255 5 
stack 81:    256 
stack 82:    6 
stack 83:    258 8 
stack 84:    259 
stack 85:    10 
stack 86:    261 
stack 87:    12 262 
stack 88:    13 263 
stack 89:    264 
stack 90:    265 15 
stack 91:    266 267 16 
stack 92:    56 19 166 17 
stack 93:    282 133 489 317 
stack 94:    28 29 91 369 
stack 95:    24 428 408 278 
stack 96:    23 55 271 294 
stack 97:    272 395 168 174 
stack 98:    286 195 26 330 
stack 99:    386 311 36 27 
stack 100:    245 202 300 279 
stack 101:    457 45 299 38 
stack 102:    46 213 296 385 
stack 103:    486 456 284 290 
stack 104:    121 31 34 54 
stack 105:    39 297 280 368 
stack 106:    318 185 40 436 
stack 107:    477 97 225 291 
stack 108:    295 126 66 303 
stack 109:    335 138 70 242 
stack 110:    67 150 100 43 
stack 111:    75 44 433 93 
stack 112:    237 208 478 144 
stack 113:    207 362 211 438 
stack 114:    327 292 319 361 
stack 115:    476 223 68 153 
stack 116:    239 304 58 102 
stack 117:    342 440 232 220 
stack 118:    366 131 388 376 
stack 119:    163 377 490 180 
stack 120:    405 322 494 345 
stack 121:    53 482 81 439 
stack 122:    64 338 230 468 
stack 123:    187 496 351 57 
stack 124:    485 214 215 219 
stack 125:    360 410 136 175 
stack 126:    381 88 470 147 
stack 127:    99 140 314 209 
stack 128:    333 442 188 115 
stack 129:    204 160 162 95 
stack 130:    173 467 383 79 
stack 131:    441 390 192 183 
stack 132:    104 194 94 157 
stack 133:    379 391 445 83 
stack 134:    216 236 429 74 
stack 135:    247 488 169 77 
stack 136:    472 235 210 112 
stack 137:    326 415 165 171 
stack 138:    92 199 412 499 
stack 139:    316 399 141 434 
stack 140:    344 448 118 89 
stack 141:    346 401 392 403 
stack 142:    119 339 389 103 
stack 143:    358 129 332 123 
stack 144:    329 375 164 487 
stack 145:    491 179 244 111 
stack 146:    367 465 181 178 
stack 147:    402 331 397 241 
stack 148:    460 191 85 406 
stack 149:    469 425 435 132 
