solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 221.36 s
objective value: 255995.14

stacks (top to bottom):
stack 0:    0 
stack 1:    251 
stack 2:    
stack 3:    3 
stack 4:    4 
stack 5:    
stack 6:    255 
stack 7:    7 257 
stack 8:    258 
stack 9:    
stack 10:    
stack 11:    
stack 12:    
stack 13:    
stack 14:    
stack 15:    
stack 16:    16 268 17 
stack 17:    22 426 270 338 
stack 18:    20 234 269 332 
stack 19:    138 294 275 288 
stack 20:    30 21 28 271 
stack 21:    361 23 293 323 
stack 22:    277 27 26 304 
stack 23:    203 462 344 284 
stack 24:    70 205 281 179 
stack 25:    189 61 225 285 
stack 26:    51 289 479 408 
stack 27:    45 343 104 182 
stack 28:    387 40 169 411 
stack 29:    48 280 348 287 
stack 30:    36 147 37 431 
stack 31:    47 495 60 43 
stack 32:    312 54 389 305 
stack 33:    164 326 296 130 
stack 34:    382 69 487 434 
stack 35:    461 223 145 206 
stack 36:    418 423 228 457 
stack 37:    400 58 455 180 
stack 38:    38 301 335 453 
stack 39:    80 398 131 175 
stack 40:    149 374 474 56 
stack 41:    350 314 63 342 
stack 42:    315 68 192 143 
stack 43:    118 367 447 89 
stack 44:    300 191 174 372 
stack 45:    442 391 231 238 
stack 46:    371 390 201 349 
stack 47:    435 144 428 433 
stack 48:    339 345 394 226 
stack 49:    157 213 377 127 
stack 50:    347 208 459 313 
stack 51:    359 430 126 113 
stack 52:    248 173 64 309 
stack 53:    355 87 325 171 
stack 54:    481 79 166 187 
stack 55:    142 176 114 220 
stack 56:    90 178 380 333 
stack 57:    393 155 378 140 
stack 58:    162 396 484 242 
stack 59:    77 446 229 494 
stack 60:    451 91 369 414 
stack 61:    499 120 92 424 
stack 62:    383 167 448 88 
stack 63:    151 496 458 158 
stack 64:    110 346 498 473 
stack 65:    425 240 491 199 
stack 66:    321 443 184 103 
stack 67:    196 420 200 413 
stack 68:    122 139 384 456 
stack 69:    480 135 422 356 
stack 70:    96 469 121 190 
stack 71:    497 409 363 450 
stack 72:    239 109 322 86 
stack 73:    204 483 132 100 
stack 74:    133 183 152 209 
stack 75:    250 
stack 76:    252 1 
stack 77:    2 
stack 78:    253 
stack 79:    254 
stack 80:    5 
stack 81:    6 256 
stack 82:    
stack 83:    8 
stack 84:    259 9 
stack 85:    10 260 
stack 86:    11 261 
stack 87:    262 12 
stack 88:    263 13 
stack 89:    14 264 
stack 90:    265 
stack 91:    266 15 
stack 92:    44 39 267 286 
stack 93:    273 272 274 18 
stack 94:    308 19 360 31 
stack 95:    65 25 386 291 
stack 96:    407 49 292 441 
stack 97:    276 41 24 34 
stack 98:    299 465 55 290 
stack 99:    302 328 445 295 
stack 100:    279 128 32 282 
stack 101:    283 224 78 172 
stack 102:    297 278 99 29 
stack 103:    35 449 33 392 
stack 104:    84 83 303 478 
stack 105:    427 46 214 388 
stack 106:    42 306 117 202 
stack 107:    331 57 416 93 
stack 108:    429 298 211 395 
stack 109:    198 193 454 125 
stack 110:    247 476 222 159 
stack 111:    53 94 307 227 
stack 112:    218 170 181 464 
stack 113:    134 62 177 219 
stack 114:    148 50 232 108 
stack 115:    319 66 52 353 
stack 116:    471 85 318 310 
stack 117:    351 467 102 317 
stack 118:    81 237 381 311 
stack 119:    221 330 217 485 
stack 120:    59 373 421 244 
stack 121:    207 432 375 366 
stack 122:    466 385 212 340 
stack 123:    482 67 415 370 
stack 124:    404 362 488 82 
stack 125:    245 352 452 216 
stack 126:    72 73 98 95 
stack 127:    460 489 336 210 
stack 128:    230 364 493 163 
stack 129:    376 215 412 160 
stack 130:    195 194 405 168 
stack 131:    334 106 233 417 
stack 132:    358 124 119 75 
stack 133:    357 243 468 241 
stack 134:    74 327 116 399 
stack 135:    150 146 105 410 
stack 136:    137 136 475 161 
stack 137:    437 246 402 463 
stack 138:    368 492 406 97 
stack 139:    341 419 107 185 
stack 140:    354 165 316 401 
stack 141:    365 324 111 129 
stack 142:    76 153 477 141 
stack 143:    440 186 470 320 
stack 144:    337 438 379 397 
stack 145:    154 490 403 71 
stack 146:    486 188 115 439 
stack 147:    249 444 472 156 
stack 148:    235 329 101 197 
stack 149:    123 436 112 236 
