solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 20.97 s
objective value: 256020.64

stacks (top to bottom):
stack 0:    
stack 1:    250 
stack 2:    252 
stack 3:    253 3 
stack 4:    
stack 5:    5 
stack 6:    6 
stack 7:    
stack 8:    8 
stack 9:    259 
stack 10:    10 
stack 11:    11 
stack 12:    12 261 
stack 13:    263 
stack 14:    
stack 15:    
stack 16:    266 
stack 17:    463 267 186 18 
stack 18:    349 320 273 269 
stack 19:    43 25 415 282 
stack 20:    22 392 52 29 
stack 21:    277 85 272 321 
stack 22:    285 443 293 201 
stack 23:    44 283 111 110 
stack 24:    31 41 157 154 
stack 25:    38 101 292 314 
stack 26:    322 36 51 486 
stack 27:    194 388 45 168 
stack 28:    290 37 465 416 
stack 29:    395 136 291 454 
stack 30:    212 351 301 124 
stack 31:    324 238 297 50 
stack 32:    303 376 312 330 
stack 33:    74 284 240 359 
stack 34:    313 481 34 295 
stack 35:    70 396 114 130 
stack 36:    63 202 487 53 
stack 37:    134 441 373 67 
stack 38:    232 94 319 217 
stack 39:    248 455 468 346 
stack 40:    76 169 133 143 
stack 41:    350 378 306 107 
stack 42:    347 339 147 228 
stack 43:    371 57 55 127 
stack 44:    105 218 173 442 
stack 45:    495 308 177 436 
stack 46:    390 412 122 179 
stack 47:    123 69 398 132 
stack 48:    188 315 434 106 
stack 49:    171 200 460 66 
stack 50:    137 477 244 142 
stack 51:    394 161 242 151 
stack 52:    447 333 118 365 
stack 53:    128 65 223 379 
stack 54:    311 484 409 457 
stack 55:    129 164 104 399 
stack 56:    318 113 145 431 
stack 57:    183 466 424 485 
stack 58:    428 360 403 355 
stack 59:    162 449 219 437 
stack 60:    172 475 78 139 
stack 61:    131 483 77 438 
stack 62:    193 222 492 152 
stack 63:    187 381 414 384 
stack 64:    498 432 391 471 
stack 65:    108 410 112 478 
stack 66:    400 175 180 135 
stack 67:    86 125 489 404 
stack 68:    370 192 461 387 
stack 69:    411 81 158 361 
stack 70:    138 121 452 451 
stack 71:    336 149 342 82 
stack 72:    464 197 239 148 
stack 73:    214 375 402 413 
stack 74:    204 225 462 100 
stack 75:    0 
stack 76:    251 
stack 77:    1 
stack 78:    2 
stack 79:    4 254 
stack 80:    255 
stack 81:    256 
stack 82:    7 257 
stack 83:    258 
stack 84:    9 
stack 85:    260 
stack 86:    
stack 87:    262 
stack 88:    264 13 
stack 89:    15 14 
stack 90:    265 
stack 91:    296 16 270 
stack 92:    491 17 423 26 
stack 93:    23 19 268 275 
stack 94:    20 144 316 280 
stack 95:    21 366 32 340 
stack 96:    271 24 28 317 
stack 97:    476 229 274 205 
stack 98:    279 331 364 276 
stack 99:    287 369 39 288 
stack 100:    286 199 35 446 
stack 101:    33 281 325 278 
stack 102:    73 49 27 289 
stack 103:    30 362 40 166 
stack 104:    341 490 56 300 
stack 105:    42 98 307 189 
stack 106:    190 120 163 58 
stack 107:    47 46 206 474 
stack 108:    245 372 299 353 
stack 109:    246 140 309 141 
stack 110:    304 68 294 62 
stack 111:    430 352 48 456 
stack 112:    298 433 126 323 
stack 113:    184 146 64 448 
stack 114:    338 224 422 215 
stack 115:    445 363 88 429 
stack 116:    386 235 91 59 
stack 117:    216 426 60 458 
stack 118:    54 493 467 226 
stack 119:    90 482 61 450 
stack 120:    377 178 221 305 
stack 121:    453 419 302 153 
stack 122:    99 380 117 181 
stack 123:    103 345 470 170 
stack 124:    425 328 417 344 
stack 125:    174 310 408 196 
stack 126:    191 420 473 496 
stack 127:    326 418 211 327 
stack 128:    208 96 227 334 
stack 129:    439 389 241 356 
stack 130:    159 155 357 469 
stack 131:    247 213 367 102 
stack 132:    83 185 230 92 
stack 133:    160 182 236 335 
stack 134:    385 383 497 494 
stack 135:    406 472 401 427 
stack 136:    198 119 89 358 
stack 137:    71 368 499 79 
stack 138:    115 393 480 354 
stack 139:    337 397 109 444 
stack 140:    343 72 176 165 
stack 141:    243 150 84 156 
stack 142:    435 210 382 93 
stack 143:    231 479 234 421 
stack 144:    329 203 348 237 
stack 145:    167 407 459 405 
stack 146:    440 75 97 233 
stack 147:    249 332 195 116 
stack 148:    80 488 374 220 
stack 149:    209 95 207 87 
