solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 19.79 s
objective value: 256009.7

stacks (top to bottom):
stack 0:    
stack 1:    251 
stack 2:    
stack 3:    
stack 4:    4 
stack 5:    
stack 6:    6 
stack 7:    257 
stack 8:    8 258 
stack 9:    9 
stack 10:    
stack 11:    
stack 12:    12 
stack 13:    
stack 14:    264 
stack 15:    266 265 
stack 16:    16 
stack 17:    17 20 19 283 
stack 18:    42 18 270 299 
stack 19:    454 25 273 275 
stack 20:    208 33 368 459 
stack 21:    37 23 279 230 
stack 22:    405 40 292 364 
stack 23:    278 324 233 30 
stack 24:    236 472 463 46 
stack 25:    290 168 227 462 
stack 26:    376 282 249 103 
stack 27:    427 487 242 28 
stack 28:    212 104 43 321 
stack 29:    48 408 34 49 
stack 30:    176 149 47 359 
stack 31:    328 51 79 188 
stack 32:    289 224 211 445 
stack 33:    353 423 484 295 
stack 34:    121 187 394 44 
stack 35:    163 38 50 56 
stack 36:    94 248 310 350 
stack 37:    458 237 476 307 
stack 38:    113 62 429 89 
stack 39:    60 119 243 91 
stack 40:    218 145 308 82 
stack 41:    313 117 333 479 
stack 42:    385 183 83 66 
stack 43:    84 200 379 494 
stack 44:    134 388 57 426 
stack 45:    425 356 204 323 
stack 46:    346 481 415 366 
stack 47:    374 61 147 435 
stack 48:    53 98 123 349 
stack 49:    316 300 92 331 
stack 50:    182 223 93 446 
stack 51:    173 239 355 234 
stack 52:    193 452 493 305 
stack 53:    120 317 400 492 
stack 54:    162 101 474 383 
stack 55:    384 217 357 417 
stack 56:    485 170 110 402 
stack 57:    58 309 334 203 
stack 58:    88 155 109 325 
stack 59:    192 152 344 422 
stack 60:    411 477 180 159 
stack 61:    214 225 338 491 
stack 62:    213 69 469 132 
stack 63:    483 497 179 466 
stack 64:    437 343 195 197 
stack 65:    221 86 389 202 
stack 66:    433 443 470 348 
stack 67:    71 430 246 370 
stack 68:    165 354 372 399 
stack 69:    216 97 112 199 
stack 70:    367 390 196 475 
stack 71:    116 148 473 206 
stack 72:    198 468 424 125 
stack 73:    229 375 96 139 
stack 74:    432 387 78 495 
stack 75:    1 250 
stack 76:    0 
stack 77:    252 
stack 78:    253 3 2 
stack 79:    254 
stack 80:    255 5 
stack 81:    256 
stack 82:    
stack 83:    7 
stack 84:    259 
stack 85:    10 260 
stack 86:    261 11 
stack 87:    262 
stack 88:    263 13 
stack 89:    14 
stack 90:    15 
stack 91:    267 268 
stack 92:    21 269 22 280 
stack 93:    26 228 271 287 
stack 94:    464 428 277 274 
stack 95:    36 141 336 406 
stack 96:    272 160 369 396 
stack 97:    303 450 276 363 
stack 98:    380 24 222 296 
stack 99:    73 27 288 326 
stack 100:    194 172 298 457 
stack 101:    178 45 29 391 
stack 102:    395 294 184 81 
stack 103:    151 414 41 219 
stack 104:    340 490 471 286 
stack 105:    281 293 284 32 
stack 106:    441 144 31 111 
stack 107:    238 461 434 297 
stack 108:    467 482 382 285 
stack 109:    39 35 488 377 
stack 110:    342 201 85 291 
stack 111:    59 106 102 499 
stack 112:    220 171 64 419 
stack 113:    124 190 131 241 
stack 114:    177 448 67 319 
stack 115:    186 164 108 302 
stack 116:    409 115 489 174 
stack 117:    129 142 418 100 
stack 118:    341 70 315 114 
stack 119:    63 398 312 235 
stack 120:    80 393 358 245 
stack 121:    301 327 329 306 
stack 122:    226 205 440 207 
stack 123:    456 439 330 416 
stack 124:    181 105 77 438 
stack 125:    362 351 128 153 
stack 126:    304 496 135 143 
stack 127:    166 55 210 52 
stack 128:    320 54 498 169 
stack 129:    146 431 127 232 
stack 130:    191 126 65 486 
stack 131:    136 453 215 167 
stack 132:    161 371 421 352 
stack 133:    175 137 311 436 
stack 134:    401 339 68 480 
stack 135:    138 76 150 107 
stack 136:    318 410 378 244 
stack 137:    314 157 478 95 
stack 138:    133 386 332 345 
stack 139:    99 442 72 335 
stack 140:    158 87 412 122 
stack 141:    337 465 247 156 
stack 142:    74 347 360 407 
stack 143:    455 231 460 451 
stack 144:    444 381 209 90 
stack 145:    361 392 118 154 
stack 146:    240 449 404 130 
stack 147:    75 397 185 322 
stack 148:    413 403 365 447 
stack 149:    140 373 420 189 
