instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
500_129_4_00,LB,1800.0,-,286572.8,-,-,-,-,-
500_129_4_00,BinP,1800.0,653.64,286578.86
500_129_4_00,GH,1800.0,0.01,308619.24
500_129_4_00,GH + TS,1800.0,274.12,286578.86,22040.0,7.0,14.941,95,445
500_129_4_00,GH + HC,1800.0,181.84,286578.86,22040.0,7.0,10.584,55,405
500_129_4_01,LB,1800.0,-,286570.36,-,-,-,-,-
500_129_4_01,BinP,1800.0,723.15,286572.8
500_129_4_01,GH,1800.0,0.00,309110.1
500_129_4_01,GH + TS,1800.0,377.15,286572.8,22537.0,7.0,73.132,246,596
500_129_4_01,GH + HC,1800.0,254.78,286572.8,22537.0,7.0,37.072,194,544
500_129_4_02,LB,1800.0,-,286587.36,-,-,-,-,-
500_129_4_02,BinP,1800.0,672.38,286587.36
500_129_4_02,GH,1800.0,0.00,310243.32
500_129_4_02,GH + TS,1800.0,346.63,286587.36,23656.0,8.0,17.154,50,400
500_129_4_02,GH + HC,1800.0,197.71,286587.36,23656.0,8.0,10.598,61,411
500_129_4_03,LB,1800.0,-,286567.92,-,-,-,-,-
500_129_4_03,BinP,1800.0,567.03,286570.36
500_129_4_03,GH,1800.0,0.00,307504.2
500_129_4_03,GH + TS,1800.0,321.42,286570.36,20934.0,7.0,15.302,69,419
500_129_4_03,GH + HC,1800.0,215.9,286570.36,20934.0,7.0,20.787,108,458
500_129_4_04,LB,1800.0,-,286573.98,-,-,-,-,-
500_129_4_04,BinP,1800.0,753.27,286576.42
500_129_4_04,GH,1800.0,0.00,309279.78
500_129_4_04,GH + TS,1800.0,495.04,286576.42,22703.0,7.0,105.92,280,630
500_129_4_04,GH + HC,1800.0,215.88,286576.42,22703.0,7.0,9.14,61,411
500_129_4_05,LB,1800.0,-,286570.36,-,-,-,-,-
500_129_4_05,BinP,1800.0,711.93,286572.8
500_129_4_05,GH,1800.0,0.01,309461.58
500_129_4_05,GH + TS,1800.0,288.92,286575.24,22886.0,7.0,12.347,43,393
500_129_4_05,GH + HC,1800.0,239.13,286575.24,22886.0,7.0,35.06,144,494
500_129_4_06,LB,1800.0,-,286572.8,-,-,-,-,-
500_129_4_06,BinP,1800.0,677.96,286578.86
500_129_4_06,GH,1800.0,0.00,309588.84
500_129_4_06,GH + TS,1800.0,304.44,286581.3,23008.0,7.0,14.467,68,418
500_129_4_06,GH + HC,1800.0,181.62,286581.3,23008.0,7.0,12.506,90,440
500_129_4_07,LB,1800.0,-,286572.8,-,-,-,-,-
500_129_4_07,BinP,1800.0,779.72,286575.24
500_129_4_07,GH,1800.0,0.01,308528.34
500_129_4_07,GH + TS,1800.0,268.79,286575.24,21953.0,7.0,14.797,63,413
500_129_4_07,GH + HC,1800.0,204.01,286577.68,21951.0,7.0,19.188,96,446
500_129_4_08,LB,1800.0,-,286578.86,-,-,-,-,-
500_129_4_08,BinP,1800.0,744.85,286578.86
500_129_4_08,GH,1800.0,0.00,308988.9
500_129_4_08,GH + TS,1800.0,413.31,286578.86,22410.0,7.0,70.529,223,573
500_129_4_08,GH + HC,1800.0,332.6,286578.86,22410.0,7.0,83.686,382,732
500_129_4_09,LB,1800.0,-,286570.36,-,-,-,-,-
500_129_4_09,BinP,1800.0,791.12,286570.36
500_129_4_09,GH,1800.0,0.00,309267.66
500_129_4_09,GH + TS,1800.0,291.85,286570.36,22697.0,7.0,15.257,77,427
500_129_4_09,GH + HC,1800.0,225.72,286570.36,22697.0,7.0,20.501,92,442
500_129_4_10,LB,1800.0,-,286575.24,-,-,-,-,-
500_129_4_10,BinP,1800.0,827.32,286575.24
500_129_4_10,GH,1800.0,0.00,307989.0
