instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
500_129_4_10,GH + TS,1800.0,325.62,286577.68,21411.0,7.0,13.861,75,425
500_129_4_10,GH + HC,1800.0,243.29,286575.24,21414.0,7.0,36.854,165,515
500_129_4_11,LB,1800.0,-,286578.86,-,-,-,-,-
500_129_4_11,BinP,1800.0,704.49,286581.3
500_129_4_11,GH,1800.0,0.00,308231.4
500_129_4_11,GH + TS,1800.0,522.87,286581.3,21650.0,7.0,123.264,326,676
500_129_4_11,GH + HC,1800.0,224.7,286581.3,21650.0,7.0,25.938,123,473
500_129_4_12,LB,1800.0,-,286577.68,-,-,-,-,-
500_129_4_12,BinP,1800.0,789.22,286581.3
500_129_4_12,GH,1800.0,0.00,307722.36
500_129_4_12,GH + TS,1800.0,420.02,286581.3,21141.0,7.0,15.65,60,410
500_129_4_12,GH + HC,1800.0,175.41,286581.3,21141.0,7.0,9.302,53,403
500_129_4_13,LB,1800.0,-,286572.8,-,-,-,-,-
500_129_4_13,BinP,1800.0,691.26,286572.8
500_129_4_13,GH,1800.0,0.00,310819.02
500_129_4_13,GH + TS,1800.0,320.0,286572.8,24246.0,8.0,11.896,39,389
500_129_4_13,GH + HC,1800.0,208.62,286572.8,24246.0,8.0,20.704,99,449
500_129_4_14,LB,1800.0,-,286582.48,-,-,-,-,-
500_129_4_14,BinP,1800.0,830.30,286590.98
500_129_4_14,GH,1800.0,0.00,306964.86
500_129_4_14,GH + TS,1800.0,343.6,286590.98,20374.0,7.0,23.68,88,438
500_129_4_14,GH + HC,1800.0,224.19,286590.98,20374.0,7.0,23.173,86,436
500_129_4_15,LB,1800.0,-,286572.8,-,-,-,-,-
500_129_4_15,BinP,1800.0,691.19,286575.24
500_129_4_15,GH,1800.0,0.00,310067.58
500_129_4_15,GH + TS,1800.0,338.59,286575.24,23492.0,8.0,24.84,88,438
500_129_4_15,GH + HC,1800.0,200.43,286575.24,23492.0,8.0,17.632,114,464
500_129_4_16,LB,1800.0,-,286570.36,-,-,-,-,-
500_129_4_16,BinP,1800.0,693.96,286570.36
500_129_4_16,GH,1800.0,0.00,305595.3
500_129_4_16,GH + TS,1800.0,293.23,286570.36,19025.0,6.0,11.44,58,408
500_129_4_16,GH + HC,1800.0,194.23,286570.36,19025.0,6.0,15.152,69,419
500_129_4_17,LB,1800.0,-,286570.36,-,-,-,-,-
500_129_4_17,BinP,1800.0,682.78,286570.36
500_129_4_17,GH,1800.0,0.00,310655.4
500_129_4_17,GH + TS,1800.0,251.55,286570.36,24085.0,8.0,9.581,63,413
500_129_4_17,GH + HC,1800.0,198.51,286570.36,24085.0,8.0,15.177,97,447
500_129_4_18,LB,1800.0,-,286572.8,-,-,-,-,-
500_129_4_18,BinP,1800.0,679.89,286575.24
500_129_4_18,GH,1800.0,0.00,308807.1
500_129_4_18,GH + TS,1800.0,342.0,286575.24,22232.0,7.0,11.291,37,387
500_129_4_18,GH + HC,1800.0,192.46,286575.24,22232.0,7.0,15.028,76,426
500_129_4_19,LB,1800.0,-,286573.98,-,-,-,-,-
500_129_4_19,BinP,1800.0,769.96,286576.42
500_129_4_19,GH,1800.0,0.00,306431.58
500_129_4_19,GH + TS,1800.0,307.13,286576.42,19855.0,6.0,11.01,56,406
500_129_4_19,GH + HC,1800.0,207.45,286576.42,19855.0,6.0,16.361,94,444
