instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
500_138_4_00,LB,1800.0,-,273247.96,-,-,-,-,-
500_138_4_00,BinP,1800.0,890.91,273252.84
500_138_4_00,GH,1800.0,0.01,309270.34
500_138_4_00,GH + TS,1800.0,552.55,273252.84,36018.0,12.0,15.461,80,430
500_138_4_00,GH + HC,1800.0,257.79,273255.28,36015.0,12.0,27.219,111,461
500_138_4_01,LB,1800.0,-,273246.78,-,-,-,-,-
500_138_4_01,BinP,1800.0,732.44,273250.4
500_138_4_01,GH,1800.0,0.00,307446.28
500_138_4_01,GH + TS,1800.0,585.88,273250.4,34196.0,11.0,85.699,169,519
500_138_4_01,GH + HC,1800.0,262.36,273250.4,34196.0,11.0,31.032,117,467
500_138_4_02,LB,1800.0,-,273238.28,-,-,-,-,-
500_138_4_02,BinP,1800.0,1225.84,273252.84
500_138_4_02,GH,1800.0,0.00,308531.02
500_138_4_02,GH + TS,1800.0,395.5,273252.84,35278.0,11.0,19.563,71,421
500_138_4_02,GH + HC,1800.0,243.01,273252.84,35278.0,11.0,13.67,82,432
500_138_4_03,LB,1800.0,-,273249.22,-,-,-,-,-
500_138_4_03,BinP,1800.0,720.81,273261.34
500_138_4_03,GH,1800.0,0.00,308300.74
500_138_4_03,GH + TS,1800.0,504.93,273267.4,35033.0,11.0,13.438,97,447
500_138_4_03,GH + HC,1800.0,246.27,273275.9,35025.0,11.0,14.049,46,396
500_138_4_04,LB,1800.0,-,273244.34,-,-,-,-,-
500_138_4_04,BinP,1800.0,794.01,273246.78
500_138_4_04,GH,1800.0,0.00,307331.14
500_138_4_04,GH + TS,1800.0,440.55,273246.78,34084.0,11.0,17.291,93,443
500_138_4_04,GH + HC,1800.0,227.71,273246.78,34084.0,11.0,12.74,59,409
500_138_4_05,LB,1800.0,-,273246.78,-,-,-,-,-
500_138_4_05,BinP,1800.0,1291.94,273257.72
500_138_4_05,GH,1800.0,0.00,308979.46
500_138_4_05,GH + TS,1800.0,459.86,273257.72,35722.0,12.0,13.344,84,434
500_138_4_05,GH + HC,1800.0,249.92,273263.78,35716.0,12.0,15.305,57,407
500_138_4_06,LB,1800.0,-,273250.4,-,-,-,-,-
500_138_4_06,BinP,1800.0,863.27,273263.78
500_138_4_06,GH,1800.0,0.00,307852.3
500_138_4_06,GH + TS,1800.0,569.44,273263.78,34589.0,11.0,14.538,63,413
500_138_4_06,GH + HC,1800.0,259.11,273263.78,34589.0,11.0,20.688,97,447
500_138_4_07,LB,1800.0,-,273250.4,-,-,-,-,-
500_138_4_07,BinP,1800.0,1287.82,273252.84
500_138_4_07,GH,1800.0,0.00,306240.34
500_138_4_07,GH + TS,1800.0,589.82,273263.78,32977.0,11.0,16.252,52,402
500_138_4_07,GH + HC,1800.0,266.47,273263.78,32977.0,11.0,26.699,102,452
500_138_4_08,LB,1800.0,-,273243.16,-,-,-,-,-
500_138_4_08,BinP,1800.0,624.67,273245.6
500_138_4_08,GH,1800.0,0.00,308682.52
500_138_4_08,GH + TS,1800.0,925.96,273245.6,35437.0,11.0,284.08,528,878
500_138_4_08,GH + HC,1800.0,249.99,273245.6,35437.0,11.0,16.01,77,427
500_138_4_09,LB,1800.0,-,273255.28,-,-,-,-,-
500_138_4_09,BinP,1800.0,1448.53,273261.34
500_138_4_09,GH,1800.0,0.00,310597.48
500_138_4_09,GH + TS,1800.0,504.02,273269.84,37328.0,12.0,17.972,83,433
500_138_4_09,GH + HC,1800.0,251.03,273261.34,37336.0,12.0,24.656,131,481
500_138_4_10,LB,1800.0,-,273250.4,-,-,-,-,-
500_138_4_10,BinP,1800.0,764.70,273257.72
500_138_4_10,GH,1800.0,0.00,307216.0
500_138_4_10,GH + TS,1800.0,549.02,273263.78,33952.0,11.0,16.972,69,419
500_138_4_10,GH + HC,1800.0,249.36,273272.28,33944.0,11.0,19.846,95,445
500_138_4_11,LB,1800.0,-,273250.4,-,-,-,-,-
500_138_4_11,BinP,1800.0,652.35,273264.96
500_138_4_11,GH,1800.0,0.00,309652.12
500_138_4_11,GH + TS,1800.0,620.37,273264.96,36387.0,12.0,18.738,71,421
500_138_4_11,GH + HC,1800.0,277.57,273264.96,36387.0,12.0,18.251,73,423
500_138_4_12,LB,1800.0,-,273245.6,-,-,-,-,-
500_138_4_12,BinP,1800.0,747.87,273245.6
500_138_4_12,GH,1800.0,0.00,308300.74
500_138_4_12,GH + TS,1800.0,493.97,273250.48,35050.0,11.0,13.597,54,404
500_138_4_12,GH + HC,1800.0,231.46,273248.04,35053.0,11.0,13.556,55,405
500_138_4_13,LB,1800.0,-,273274.64,-,-,-,-,-
500_138_4_13,BinP,1800.0,641.12,273277.08
500_138_4_13,GH,1800.0,0.00,310033.9
500_138_4_13,GH + TS,1800.0,488.02,273277.08,36757.0,12.0,13.1,75,425
500_138_4_13,GH + HC,1800.0,243.36,273277.08,36757.0,12.0,20.142,100,450
500_138_4_14,LB,1800.0,-,273247.96,-,-,-,-,-
500_138_4_14,BinP,1800.0,1016.54,273252.84
500_138_4_14,GH,1800.0,0.00,306500.92
500_138_4_14,GH + TS,1800.0,553.62,273255.28,33246.0,11.0,11.951,56,406
500_138_4_14,GH + HC,1800.0,224.13,273255.28,33246.0,11.0,14.04,71,421
500_138_4_15,LB,1800.0,-,273261.34,-,-,-,-,-
500_138_4_15,BinP,1800.0,820.95,273263.78
500_138_4_15,GH,1800.0,0.00,307882.6
500_138_4_15,GH + TS,1800.0,487.56,273266.22,34616.0,11.0,22.456,103,453
500_138_4_15,GH + HC,1800.0,341.54,273263.78,34619.0,11.0,64.268,240,590
500_138_4_16,LB,1800.0,-,273243.08,-,-,-,-,-
500_138_4_16,BinP,1800.0,1002.73,273250.4
500_138_4_16,GH,1800.0,0.00,311076.22
500_138_4_16,GH + TS,1800.0,551.96,273250.4,37826.0,12.0,55.877,128,478
500_138_4_16,GH + HC,1800.0,236.79,273250.4,37826.0,12.0,15.985,80,430
500_138_4_17,LB,1800.0,-,273245.6,-,-,-,-,-
500_138_4_17,BinP,1800.0,770.26,273248.04
500_138_4_17,GH,1800.0,0.00,308209.84
500_138_4_17,GH + TS,1800.0,443.68,273248.04,34962.0,11.0,23.852,96,446
500_138_4_17,GH + HC,1800.0,237.46,273248.04,34962.0,11.0,17.341,85,435
500_138_4_18,LB,1800.0,-,273233.4,-,-,-,-,-
500_138_4_18,BinP,1800.0,1558.08,273243.16
500_138_4_18,GH,1800.0,0.01,306216.1
500_138_4_18,GH + TS,1800.0,873.35,273243.16,32973.0,11.0,198.091,359,709
500_138_4_18,GH + HC,1800.0,258.55,273245.6,32971.0,11.0,16.792,51,401
500_138_4_19,LB,1800.0,-,273256.46,-,-,-,-,-
500_138_4_19,BinP,1800.0,789.88,273256.46
500_138_4_19,GH,1800.0,0.00,306470.62
500_138_4_19,GH + TS,1800.0,423.66,273256.46,33214.0,11.0,15.131,49,399
500_138_4_19,GH + HC,1800.0,257.64,273258.9,33212.0,11.0,16.732,90,440
