solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 149,31 s
objective value: 310037.12

stacks (top to bottom):
stack 0:    
stack 1:    1 
stack 2:    2 
stack 3:    252 
stack 4:    
stack 5:    255 
stack 6:    6 
stack 7:    
stack 8:    7 9 
stack 9:    70 268 259 388 341 
stack 10:    124 13 84 10 227 264 377 
stack 11:    11 262 56 242 347 263 22 
stack 12:    416 86 278 25 292 286 273 
stack 13:    352 265 290 237 180 308 169 
stack 14:    266 429 243 289 301 422 43 
stack 15:    46 456 191 214 36 270 356 
stack 16:    18 24 48 351 132 38 389 
stack 17:    92 72 365 240 284 485 476 
stack 18:    21 277 30 431 297 26 28 
stack 19:    213 344 164 58 232 338 498 
stack 20:    161 182 447 376 424 411 225 
stack 21:    204 406 150 324 383 216 469 
stack 22:    458 33 34 427 143 104 174 
stack 23:    400 493 339 185 57 482 387 
stack 24:    158 440 67 464 134 283 479 
stack 25:    305 454 99 496 74 378 401 
stack 26:    62 146 439 181 342 171 404 
stack 27:    107 197 350 111 359 425 333 
stack 28:    366 354 47 402 203 215 418 
stack 29:    80 229 428 109 103 487 94 
stack 30:    85 165 419 49 373 443 405 
stack 31:    314 307 217 426 322 474 374 
stack 32:    61 52 131 396 413 391 421 
stack 33:    127 123 287 357 300 194 184 
stack 34:    403 298 318 120 201 488 312 
stack 35:    54 484 384 343 39 50 362 
stack 36:    116 328 329 233 189 53 438 
stack 37:    442 241 472 337 37 463 468 
stack 38:    222 97 211 141 436 208 156 
stack 39:    223 245 296 179 42 334 91 
stack 40:    108 129 148 441 249 154 423 
stack 41:    470 192 125 66 138 110 471 
stack 42:    100 326 415 451 75 453 394 
stack 43:    68 96 295 380 319 144 219 
stack 44:    250 
stack 45:    0 251 
stack 46:    
stack 47:    3 253 
stack 48:    254 4 
stack 49:    5 
stack 50:    256 
stack 51:    257 
stack 52:    258 8 
stack 53:    183 210 261 271 353 434 379 
stack 54:    247 239 260 193 483 495 173 
stack 55:    433 114 73 306 477 177 15 
stack 56:    17 315 12 87 246 16 330 
stack 57:    147 279 346 218 355 142 119 
stack 58:    14 228 152 385 196 95 31 
stack 59:    69 202 369 20 166 478 19 
stack 60:    323 267 304 145 82 491 130 
stack 61:    199 23 331 274 27 172 349 
stack 62:    288 382 481 133 321 310 360 
stack 63:    93 473 45 276 269 460 231 
stack 64:    115 102 281 32 244 178 461 
stack 65:    449 393 435 51 126 316 186 
stack 66:    293 157 465 272 226 59 40 
stack 67:    340 71 489 234 437 137 275 
stack 68:    414 409 167 163 395 299 466 
stack 69:    445 135 497 77 64 221 410 
stack 70:    160 176 113 332 386 282 398 
stack 71:    121 390 98 136 432 302 170 
stack 72:    212 41 188 81 280 480 446 
stack 73:    335 375 408 399 60 444 29 
stack 74:    448 207 475 200 117 151 140 
stack 75:    153 381 89 450 55 325 79 
stack 76:    35 159 206 311 361 112 327 
stack 77:    175 455 83 407 291 118 285 
stack 78:    220 236 412 190 348 294 162 
stack 79:    44 303 368 336 317 430 457 
stack 80:    358 494 238 235 128 205 490 
stack 81:    459 78 195 367 363 187 417 
stack 82:    248 313 106 420 155 370 105 
stack 83:    88 345 486 462 371 230 76 
stack 84:    65 101 139 224 467 63 309 
stack 85:    149 320 492 168 90 397 499 
stack 86:    122 372 209 452 364 392 198 
