instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
500_87_7_10,GH,3600.0,0.00,335376.12,-,-,-,-,-
500_87_7_10,GH + HC,3600.0,175.97,310034.68,26911.0,8.0,50.301,16,66
500_87_7_11,LB,3600.0,-,310037.12,-,-,-,-,-
500_87_7_11,BinP,3600.0,519.18,310037.12,-,-,-,-,-
500_87_7_11,GH,3600.0,0.00,335879.1,-,-,-,-,-
500_87_7_11,GH + HC,3600.0,180.27,310043.18,26612.0,8.0,58.526,20,70
500_87_7_12,LB,3600.0,-,310027.44,-,-,-,-,-
500_87_7_12,BinP,3600.0,580.27,310042.0,-,-,-,-,-
500_87_7_12,GH,3600.0,0.00,336230.58,-,-,-,-,-
500_87_7_12,GH + HC,3600.0,160.07,310042.0,24874.0,7.0,83.965,29,79
500_87_7_13,LB,3600.0,-,310009.18,-,-,-,-,-
500_87_7_13,BinP,3600.0,519.45,310020.12,-,-,-,-,-
500_87_7_13,GH,3600.0,0.01,336751.74,-,-,-,-,-
500_87_7_13,GH + HC,3600.0,153.32,310020.12,26520.0,8.0,73.755,27,77
500_87_7_14,LB,3600.0,-,310014.06,-,-,-,-,-
500_87_7_14,BinP,3600.0,1045.54,310020.12,-,-,-,-,-
500_87_7_14,3Idx,3600.0,4139.19,331945.84,-,-,-,-,-
500_87_7_14,GH,3600.0,0.00,335339.76,-,-,-,-,-
500_87_7_14,GH + HC,3600.0,160.72,310023.74,27025.0,8.0,62.347,19,69
500_87_7_15,LB,3600.0,-,310006.74,-,-,-,-,-
500_87_7_15,BinP,3600.0,401.76,310016.5,-,-,-,-,-
500_87_7_15,GH,3600.0,0.00,336975.96,-,-,-,-,-
500_87_7_15,GH + HC,3600.0,171.01,310016.5,24475.0,7.0,74.57,21,71
500_87_7_16,LB,3600.0,-,310020.12,-,-,-,-,-
500_87_7_16,BinP,3600.0,474.07,310020.12,-,-,-,-,-
500_87_7_16,GH,3600.0,0.00,337818.3,-,-,-,-,-
500_87_7_16,GH + HC,3600.0,155.24,310020.12,26816.0,8.0,64.678,21,71
500_87_7_17,LB,3600.0,-,310011.62,-,-,-,-,-
500_87_7_17,BinP,3600.0,408.94,310014.06,-,-,-,-,-
500_87_7_17,3Idx,3600.0,4082.39,329542.22,-,-,-,-,-
500_87_7_17,GH,3600.0,0.00,335963.94,-,-,-,-,-
500_87_7_17,GH + HC,3600.0,159.8,310014.06,25301.0,8.0,56.452,18,68
500_87_7_18,LB,3600.0,-,310029.8,-,-,-,-,-
500_87_7_18,BinP,3600.0,605.61,310037.12,-,-,-,-,-
500_87_7_18,GH,3600.0,0.00,335424.6,-,-,-,-,-
500_87_7_18,GH + HC,3600.0,149.31,310037.12,26339.0,8.0,66.235,19,69
500_87_7_19,LB,3600.0,-,310023.82,-,-,-,-,-
500_87_7_19,BinP,3600.0,632.74,310035.94,-,-,-,-,-
500_87_7_19,GH,3600.0,0.00,336266.94,-,-,-,-,-
500_87_7_19,GH + HC,3600.0,169.04,310039.56,27100.0,8.0,67.836,20,70
