instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
500_87_7_00,LB,3600.0,-,310018.94,-,-,-,-,-
500_87_7_00,BinP,3600.0,556.97,310023.82,-,-,-,-,-
500_87_7_00,GH,3600.0,0.01,334903.44,-,-,-,-,-
500_87_7_00,GH + HC,3600.0,157.97,310023.82,25128.0,7.0,67.907,21,71
500_87_7_01,LB,3600.0,-,310018.94,-,-,-,-,-
500_87_7_01,BinP,3600.0,483.10,310029.88,-,-,-,-,-
500_87_7_01,GH,3600.0,0.00,336569.94,-,-,-,-,-
500_87_7_01,GH + HC,3600.0,177.06,310035.94,25152.0,8.0,54.459,17,67
500_87_7_02,LB,3600.0,-,310014.06,-,-,-,-,-
500_87_7_02,BinP,3600.0,702.07,310022.56,-,-,-,-,-
500_87_7_02,GH,3600.0,0.00,336236.64,-,-,-,-,-
500_87_7_02,GH + HC,3600.0,157.25,310022.56,25881.0,8.0,53.912,17,67
500_87_7_03,LB,3600.0,-,310011.62,-,-,-,-,-
500_87_7_03,BinP,3600.0,932.31,310021.38,-,-,-,-,-
500_87_7_03,GH,3600.0,0.00,337060.8,-,-,-,-,-
500_87_7_03,GH + HC,3600.0,161.13,310025.0,27054.0,8.0,56.668,17,67
500_87_7_04,LB,3600.0,-,310009.18,-,-,-,-,-
500_87_7_04,BinP,3600.0,953.46,310014.06,-,-,-,-,-
500_87_7_04,GH,3600.0,0.00,335727.6,-,-,-,-,-
500_87_7_04,GH + HC,3600.0,149.31,310014.06,26956.0,8.0,53.452,16,66
500_87_7_05,LB,3600.0,-,310017.68,-,-,-,-,-
500_87_7_05,BinP,3600.0,511.60,310020.12,-,-,-,-,-
500_87_7_05,GH,3600.0,0.00,335927.58,-,-,-,-,-
500_87_7_05,GH + HC,3600.0,158.89,310020.12,26956.0,8.0,54.448,19,69
500_87_7_06,LB,3600.0,-,310015.24,-,-,-,-,-
500_87_7_06,BinP,3600.0,849.22,310022.56,-,-,-,-,-
500_87_7_06,GH,3600.0,0.00,338509.14,-,-,-,-,-
500_87_7_06,GH + HC,3600.0,158.17,310026.18,26435.0,8.0,56.65,18,68
500_87_7_07,LB,3600.0,-,310015.24,-,-,-,-,-
500_87_7_07,BinP,3600.0,1003.59,310022.56,-,-,-,-,-
500_87_7_07,GH,3600.0,0.00,334739.82,-,-,-,-,-
500_87_7_07,GH + HC,3600.0,158.38,310026.18,25992.0,8.0,75.847,24,74
500_87_7_08,LB,3600.0,-,310037.12,-,-,-,-,-
500_87_7_08,BinP,3600.0,614.93,310039.56,-,-,-,-,-
500_87_7_08,GH,3600.0,0.00,335345.82,-,-,-,-,-
500_87_7_08,GH + HC,3600.0,167.74,310043.18,27551.0,8.0,56.63,17,67
500_87_7_09,LB,3600.0,-,310032.32,-,-,-,-,-
500_87_7_09,BinP,3600.0,512.18,310034.76,-,-,-,-,-
500_87_7_09,GH,3600.0,0.00,336939.6,-,-,-,-,-
500_87_7_09,GH + HC,3600.0,149.57,310034.76,26056.0,8.0,54.862,17,67
500_87_7_10,LB,3600.0,-,310032.24,-,-,-,-,-
500_87_7_10,BinP,3600.0,449.12,310034.68,-,-,-,-,-
