solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 149,31 s
objective value: 310014.06

stacks (top to bottom):
stack 0:    
stack 1:    
stack 2:    252 
stack 3:    253 
stack 4:    
stack 5:    
stack 6:    6 
stack 7:    7 
stack 8:    
stack 9:    303 85 67 9 167 71 
stack 10:    10 260 11 221 22 270 262 
stack 11:    17 47 380 471 179 355 190 
stack 12:    62 46 54 150 18 243 31 
stack 13:    14 419 24 241 263 268 13 
stack 14:    26 20 309 315 207 60 80 
stack 15:    158 411 329 171 273 422 184 
stack 16:    39 19 365 451 345 400 423 
stack 17:    301 444 242 213 435 401 66 
stack 18:    21 278 240 108 23 314 293 
stack 19:    110 437 367 277 25 405 420 
stack 20:    188 443 473 94 310 407 63 
stack 21:    454 497 180 406 191 37 77 
stack 22:    130 147 248 61 343 219 49 
stack 23:    29 368 227 136 317 236 335 
stack 24:    378 494 476 425 176 28 182 
stack 25:    346 216 429 211 34 312 496 
stack 26:    139 148 282 399 144 456 288 
stack 27:    465 424 161 97 245 173 142 
stack 28:    86 481 181 391 281 59 177 
stack 29:    156 100 73 163 328 455 30 
stack 30:    320 175 205 410 118 109 36 
stack 31:    105 133 433 291 439 199 202 
stack 32:    393 107 153 116 170 450 98 
stack 33:    79 120 41 125 421 357 463 
stack 34:    351 103 479 436 306 428 134 
stack 35:    76 376 333 434 327 159 178 
stack 36:    226 210 152 364 492 83 183 
stack 37:    483 117 336 244 387 349 111 
stack 38:    344 369 114 228 462 486 311 
stack 39:    299 297 104 127 457 302 326 
stack 40:    51 166 42 445 140 469 347 
stack 41:    131 186 235 52 189 185 331 
stack 42:    294 164 447 160 390 194 431 
stack 43:    461 87 138 155 298 43 453 
stack 44:    250 0 
stack 45:    251 1 
stack 46:    3 2 
stack 47:    
stack 48:    254 4 
stack 49:    255 5 
stack 50:    256 
stack 51:    257 
stack 52:    8 258 
stack 53:    74 137 15 484 371 259 57 
stack 54:    99 292 16 69 269 246 313 
stack 55:    267 195 12 146 223 197 261 
stack 56:    84 475 356 218 350 285 280 
stack 57:    386 361 266 348 233 225 265 
stack 58:    264 35 359 65 398 113 322 
stack 59:    372 135 408 272 132 102 122 
stack 60:    316 93 377 385 426 187 395 
stack 61:    466 217 121 169 106 274 276 
stack 62:    215 68 325 321 224 33 498 
stack 63:    339 366 402 174 493 392 319 
stack 64:    89 112 129 352 271 27 212 
stack 65:    44 289 340 209 489 341 432 
stack 66:    55 275 96 324 488 283 286 
stack 67:    124 247 82 358 384 78 141 
stack 68:    404 337 168 415 172 237 284 
stack 69:    487 417 208 48 375 192 38 
stack 70:    101 467 81 300 418 279 229 
stack 71:    354 154 460 64 472 381 115 
stack 72:    370 290 32 409 58 379 88 
stack 73:    438 442 204 499 40 485 458 
stack 74:    416 459 374 304 145 441 353 
stack 75:    414 234 396 360 478 214 383 
stack 76:    430 95 287 362 477 72 342 
stack 77:    495 307 397 238 394 334 490 
stack 78:    464 412 232 157 389 45 308 
stack 79:    201 75 296 151 338 480 332 
stack 80:    295 149 119 318 126 231 196 
stack 81:    53 440 203 449 382 143 123 
stack 82:    470 403 305 165 230 92 427 
stack 83:    468 70 330 222 363 198 446 
stack 84:    200 206 162 50 56 128 448 
stack 85:    239 474 452 491 413 388 323 
stack 86:    90 193 249 220 482 91 373 
