solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 155,24 s
objective value: 310020.12

stacks (top to bottom):
stack 0:    
stack 1:    
stack 2:    252 
stack 3:    
stack 4:    
stack 5:    5 
stack 6:    
stack 7:    
stack 8:    258 8 
stack 9:    267 412 180 148 13 111 
stack 10:    81 265 333 389 171 262 185 
stack 11:    261 228 277 365 242 204 273 
stack 12:    310 263 342 124 95 299 28 
stack 13:    17 24 339 15 20 477 264 
stack 14:    466 295 16 398 395 428 29 
stack 15:    78 220 60 408 192 19 35 
stack 16:    317 126 346 269 418 437 190 
stack 17:    160 407 200 417 338 370 271 
stack 18:    119 320 37 284 175 379 274 
stack 19:    415 279 31 390 214 87 62 
stack 20:    247 182 23 421 396 381 462 
stack 21:    330 402 21 46 51 400 304 
stack 22:    463 375 145 479 332 195 440 
stack 23:    82 372 315 207 376 451 446 
stack 24:    154 292 41 286 419 73 233 
stack 25:    308 275 281 26 393 229 352 
stack 26:    314 382 280 401 161 183 197 
stack 27:    61 363 373 59 349 135 34 
stack 28:    68 492 128 350 367 480 209 
stack 29:    102 297 369 202 335 472 354 
stack 30:    152 216 100 293 125 444 467 
stack 31:    289 44 222 241 499 137 336 
stack 32:    130 163 483 75 117 191 298 
stack 33:    33 170 89 244 478 436 311 
stack 34:    159 359 313 356 221 429 246 
stack 35:    345 101 70 118 496 433 427 
stack 36:    140 127 383 438 139 88 358 
stack 37:    43 120 115 291 206 90 172 
stack 38:    439 322 142 53 325 173 489 
stack 39:    106 181 344 158 67 112 482 
stack 40:    399 457 380 153 326 40 176 
stack 41:    132 485 319 307 178 403 432 
stack 42:    434 460 488 404 497 55 169 
stack 43:    449 199 470 151 188 491 203 
stack 44:    0 250 
stack 45:    1 251 
stack 46:    2 
stack 47:    253 3 
stack 48:    254 
stack 49:    4 255 
stack 50:    256 6 
stack 51:    257 
stack 52:    7 
stack 53:    259 9 232 12 96 235 10 
stack 54:    272 260 38 426 469 374 141 
stack 55:    278 165 14 248 11 447 406 
stack 56:    360 442 77 268 456 362 343 
stack 57:    464 328 452 80 168 231 50 
stack 58:    149 240 45 475 162 420 56 
stack 59:    288 131 74 341 113 49 266 
stack 60:    386 187 225 227 136 18 321 
stack 61:    25 65 410 198 39 94 348 
stack 62:    237 494 208 116 270 431 230 
stack 63:    201 134 276 223 378 123 27 
stack 64:    218 347 72 361 355 84 121 
stack 65:    388 146 239 30 47 22 459 
stack 66:    36 377 245 353 364 430 405 
stack 67:    422 147 473 484 193 212 411 
stack 68:    196 236 327 387 384 294 138 
stack 69:    98 179 103 110 167 306 397 
stack 70:    290 109 454 302 66 52 42 
stack 71:    144 285 71 104 455 108 461 
stack 72:    32 476 283 93 107 474 441 
stack 73:    334 490 143 392 443 303 487 
stack 74:    54 234 91 155 423 92 215 
stack 75:    99 97 184 282 224 316 486 
stack 76:    468 414 211 305 318 156 69 
stack 77:    368 57 445 58 331 133 76 
stack 78:    122 394 129 391 465 309 174 
stack 79:    413 371 287 210 351 226 296 
stack 80:    337 481 189 498 164 219 458 
stack 81:    300 166 357 385 493 448 312 
stack 82:    329 114 85 64 301 105 424 
stack 83:    409 243 249 213 48 186 366 
stack 84:    471 79 450 340 324 205 453 
stack 85:    217 63 416 323 83 150 495 
stack 86:    177 86 238 194 435 157 425 
