solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 161,13 s
objective value: 310025.0

stacks (top to bottom):
stack 0:    250 
stack 1:    
stack 2:    2 
stack 3:    
stack 4:    254 
stack 5:    255 
stack 6:    6 
stack 7:    257 
stack 8:    8 
stack 9:    175 9 260 262 101 
stack 10:    467 349 313 76 346 385 186 
stack 11:    288 24 266 458 88 264 11 
stack 12:    14 170 160 13 32 412 120 
stack 13:    234 392 290 193 169 171 286 
stack 14:    265 309 268 390 17 267 48 
stack 15:    142 19 473 231 70 388 364 
stack 16:    475 91 434 60 162 47 26 
stack 17:    82 25 110 486 273 371 219 
stack 18:    418 272 108 443 384 350 192 
stack 19:    380 158 163 201 241 212 421 
stack 20:    89 189 132 58 465 376 87 
stack 21:    336 156 476 431 462 103 220 
stack 22:    278 289 52 148 155 72 359 
stack 23:    448 470 387 276 430 62 305 
stack 24:    144 30 402 453 197 302 295 
stack 25:    411 232 118 420 381 249 316 
stack 26:    351 165 105 285 102 204 184 
stack 27:    335 61 130 157 404 216 83 
stack 28:    423 126 57 354 419 149 292 
stack 29:    244 394 438 291 378 363 243 
stack 30:    124 188 370 333 474 362 78 
stack 31:    206 345 227 217 137 42 454 
stack 32:    182 166 441 33 338 46 154 
stack 33:    191 235 317 223 239 377 128 
stack 34:    68 311 100 469 222 95 66 
stack 35:    353 478 93 459 436 401 415 
stack 36:    323 63 320 119 433 140 67 
stack 37:    484 296 328 51 287 116 468 
stack 38:    442 307 200 479 145 357 422 
stack 39:    109 229 306 325 399 230 318 
stack 40:    248 97 347 122 135 86 221 
stack 41:    190 483 180 134 96 236 167 
stack 42:    53 382 449 143 322 315 127 
stack 43:    226 374 112 429 104 152 496 
stack 44:    251 0 
stack 45:    1 
stack 46:    252 
stack 47:    3 253 
stack 48:    4 
stack 49:    5 
stack 50:    256 
stack 51:    7 
stack 52:    332 258 
stack 53:    259 263 115 92 12 207 452 
stack 54:    10 261 55 202 406 15 400 
stack 55:    275 147 464 446 450 271 277 
stack 56:    375 21 308 153 211 37 393 
stack 57:    312 45 49 215 397 208 352 
stack 58:    373 403 480 343 29 18 440 
stack 59:    20 178 407 314 445 451 16 
stack 60:    210 298 36 466 274 56 269 
stack 61:    270 383 487 133 138 472 161 
stack 62:    159 391 471 185 23 44 172 
stack 63:    183 477 326 389 114 179 22 
stack 64:    168 40 69 43 457 54 28 
stack 65:    340 395 27 31 209 280 151 
stack 66:    146 71 499 279 344 74 417 
stack 67:    497 460 73 225 85 282 81 
stack 68:    294 356 123 416 176 65 117 
stack 69:    439 426 141 41 424 360 281 
stack 70:    99 409 187 181 428 444 94 
stack 71:    106 355 203 50 456 339 214 
stack 72:    77 337 177 59 247 408 321 
stack 73:    246 195 327 386 79 111 238 
stack 74:    34 495 173 481 283 284 300 
stack 75:    297 437 494 435 405 492 84 
stack 76:    427 150 491 498 348 139 233 
stack 77:    196 329 242 396 324 463 366 
stack 78:    113 334 485 358 35 365 90 
stack 79:    367 198 319 410 461 379 136 
stack 80:    39 80 240 425 164 199 38 
stack 81:    489 194 342 125 368 490 369 
stack 82:    455 361 213 414 237 303 488 
stack 83:    341 205 482 224 330 398 304 
stack 84:    301 131 299 331 174 218 64 
stack 85:    310 121 129 493 372 245 228 
stack 86:    432 293 75 107 447 98 413 
