instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
500_127_4_10,GH + TS,1800.0,455.01,289578.56,17667.0,6.0,105.765,363,713
500_127_4_10,GH + HC,1800.0,189.77,289578.56,17667.0,6.0,14.327,63,413
500_127_4_11,LB,1800.0,-,289587.06,-,-,-,-,-
500_127_4_11,BinP,1800.0,858.37,289587.06
500_127_4_11,GH,1800.0,0.00,306094.58
500_127_4_11,GH + TS,1800.0,211.28,289587.06,16508.0,5.0,16.715,115,465
500_127_4_11,GH + HC,1800.0,132.73,289595.56,16499.0,5.0,9.954,57,407
500_127_4_12,LB,1800.0,-,289581.0,-,-,-,-,-
500_127_4_12,BinP,1800.0,650.12,289581.0
500_127_4_12,GH,1800.0,0.00,311506.16
500_127_4_12,GH + TS,1800.0,230.82,289581.0,21925.0,7.0,8.686,46,396
500_127_4_12,GH + HC,1800.0,188.7,289581.0,21925.0,7.0,13.895,87,437
500_127_4_13,LB,1800.0,-,289578.56,-,-,-,-,-
500_127_4_13,BinP,1800.0,652.11,289581.0
500_127_4_13,GH,1800.0,0.00,307870.16
500_127_4_13,GH + TS,1800.0,322.7,289584.62,18286.0,6.0,59.621,214,564
500_127_4_13,GH + HC,1800.0,253.72,289581.0,18289.0,6.0,61.827,322,672
500_127_4_14,LB,1800.0,-,289578.56,-,-,-,-,-
500_127_4_14,BinP,1800.0,670.96,289578.56
500_127_4_14,GH,1800.0,0.00,307930.76
500_127_4_14,GH + TS,1800.0,240.5,289578.56,18352.0,6.0,14.166,79,429
500_127_4_14,GH + HC,1800.0,178.57,289578.56,18352.0,6.0,16.733,98,448
500_127_4_15,LB,1800.0,-,289578.56,-,-,-,-,-
500_127_4_15,BinP,1800.0,695.46,289581.0
500_127_4_15,GH,1800.0,0.00,309288.2
500_127_4_15,GH + TS,1800.0,300.7,289581.0,19707.0,6.0,51.391,254,604
500_127_4_15,GH + HC,1800.0,177.75,289581.0,19707.0,6.0,18.985,109,459
500_127_4_16,LB,1800.0,-,289578.56,-,-,-,-,-
500_127_4_16,BinP,1800.0,618.53,289578.56
500_127_4_16,GH,1800.0,0.00,308354.96
500_127_4_16,GH + TS,1800.0,256.23,289578.56,18776.0,6.0,15.918,86,436
500_127_4_16,GH + HC,1800.0,178.06,289578.56,18776.0,6.0,21.068,109,459
500_127_4_17,LB,1800.0,-,289582.18,-,-,-,-,-
500_127_4_17,BinP,1800.0,650.08,289590.68
500_127_4_17,GH,1800.0,0.00,304973.48
500_127_4_17,GH + TS,1800.0,223.2,289590.68,15383.0,5.0,9.33,38,388
500_127_4_17,GH + HC,1800.0,178.27,289590.68,15383.0,5.0,15.98,83,433
500_127_4_18,LB,1800.0,-,289587.06,-,-,-,-,-
500_127_4_18,BinP,1800.0,781.73,289587.06
500_127_4_18,GH,1800.0,0.00,307536.86
500_127_4_18,GH + TS,1800.0,276.6,289587.06,17950.0,6.0,30.457,171,521
500_127_4_18,GH + HC,1800.0,192.28,289587.06,17950.0,6.0,30.62,181,531
500_127_4_19,LB,1800.0,-,289601.62,-,-,-,-,-
500_127_4_19,BinP,1800.0,968.48,289601.62
500_127_4_19,GH,1800.0,0.00,308076.2
500_127_4_19,GH + TS,1800.0,231.25,289601.62,18475.0,6.0,12.284,65,415
500_127_4_19,GH + HC,1800.0,159.91,289601.62,18475.0,6.0,17.909,98,448
