solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 236,28 s
objective value: 211718.34

stacks (top to bottom):
stack 0:    
stack 1:    
stack 2:    
stack 3:    251 
stack 4:    4 
stack 5:    255 
stack 6:    256 
stack 7:    257 
stack 8:    8 
stack 9:    9 
stack 10:    
stack 11:    261 
stack 12:    263 262 
stack 13:    
stack 14:    264 
stack 15:    265 15 
stack 16:    
stack 17:    
stack 18:    
stack 19:    
stack 20:    20 
stack 21:    
stack 22:    272 
stack 23:    273 
stack 24:    
stack 25:    26 
stack 26:    28 29 278 
stack 27:    35 37 180 
stack 28:    43 280 45 
stack 29:    279 356 472 
stack 30:    283 281 57 
stack 31:    49 294 82 
stack 32:    291 130 44 
stack 33:    389 289 50 
stack 34:    34 203 80 
stack 35:    287 391 42 
stack 36:    36 453 298 
stack 37:    60 107 302 
stack 38:    401 293 115 
stack 39:    301 93 337 
stack 40:    295 349 300 
stack 41:    414 324 318 
stack 42:    64 67 308 
stack 43:    296 386 198 
stack 44:    70 334 327 
stack 45:    220 47 471 
stack 46:    360 170 55 
stack 47:    194 65 59 
stack 48:    322 376 248 
stack 49:    95 309 134 
stack 50:    310 467 151 
stack 51:    427 77 123 
stack 52:    149 244 311 
stack 53:    66 111 454 
stack 54:    61 343 109 
stack 55:    336 468 68 
stack 56:    320 217 240 
stack 57:    63 174 432 
stack 58:    163 71 354 
stack 59:    124 76 384 
stack 60:    477 429 75 
stack 61:    323 204 156 
stack 62:    91 201 497 
stack 63:    85 81 404 
stack 64:    425 131 84 
stack 65:    362 400 83 
stack 66:    161 490 139 
stack 67:    242 355 196 
stack 68:    88 445 421 
stack 69:    114 340 382 
stack 70:    443 398 89 
stack 71:    230 455 206 
stack 72:    428 120 127 
stack 73:    119 216 346 
stack 74:    368 380 94 
stack 75:    464 371 460 
stack 76:    221 488 498 
stack 77:    218 212 411 
stack 78:    211 447 423 
stack 79:    105 210 246 
stack 80:    229 199 169 
stack 81:    446 176 452 
stack 82:    141 104 451 
stack 83:    205 235 177 
stack 84:    100 189 138 
stack 85:    439 135 374 
stack 86:    388 470 358 
stack 87:    137 457 485 
stack 88:    436 165 154 
stack 89:    209 159 357 
stack 90:    112 175 342 
stack 91:    143 393 431 
stack 92:    405 379 367 
stack 93:    207 190 106 
stack 94:    365 465 437 
stack 95:    98 406 347 
stack 96:    181 348 377 
stack 97:    136 397 399 
stack 98:    168 381 496 
stack 99:    383 419 238 
stack 100:    409 145 369 
stack 101:    250 0 
stack 102:    1 
stack 103:    2 252 
stack 104:    3 253 
stack 105:    254 
stack 106:    5 
stack 107:    6 
stack 108:    7 
stack 109:    258 
stack 110:    259 
stack 111:    10 11 260 
stack 112:    
stack 113:    12 
stack 114:    13 
stack 115:    14 
stack 116:    266 
stack 117:    16 
stack 118:    17 
stack 119:    268 18 267 
stack 120:    19 269 
stack 121:    270 
stack 122:    21 271 
stack 123:    22 
stack 124:    23 
stack 125:    274 24 
stack 126:    25 275 
stack 127:    277 27 276 
stack 128:    315 41 38 
stack 129:    116 313 30 
stack 130:    39 40 285 
stack 131:    286 32 48 
stack 132:    31 304 319 
stack 133:    466 74 282 
stack 134:    33 228 492 
stack 135:    345 495 284 
stack 136:    53 307 187 
stack 137:    444 396 303 
stack 138:    306 222 56 
stack 139:    297 288 299 
stack 140:    328 290 332 
stack 141:    489 231 46 
stack 142:    473 292 483 
stack 143:    480 51 192 
stack 144:    316 237 62 
stack 145:    463 52 166 
stack 146:    305 158 402 
stack 147:    118 152 317 
stack 148:    58 448 385 
stack 149:    150 86 103 
stack 150:    373 333 54 
stack 151:    312 353 193 
stack 152:    487 79 128 
stack 153:    133 73 422 
stack 154:    243 78 125 
stack 155:    321 232 491 
stack 156:    330 413 314 
stack 157:    236 69 233 
stack 158:    392 475 72 
stack 159:    200 335 461 
stack 160:    418 223 326 
stack 161:    325 113 426 
stack 162:    122 329 195 
stack 163:    410 339 449 
stack 164:    344 456 331 
stack 165:    476 484 366 
stack 166:    214 239 90 
stack 167:    462 394 435 
stack 168:    144 249 87 
stack 169:    390 370 92 
stack 170:    227 338 493 
stack 171:    341 226 417 
stack 172:    178 420 215 
stack 173:    132 441 241 
stack 174:    148 171 458 
stack 175:    182 179 140 
stack 176:    99 486 146 
stack 177:    359 96 126 
stack 178:    440 213 202 
stack 179:    499 442 129 
stack 180:    153 412 375 
stack 181:    117 162 164 
stack 182:    121 224 245 
stack 183:    403 481 247 
stack 184:    407 378 363 
stack 185:    459 108 197 
stack 186:    184 101 424 
stack 187:    185 167 395 
stack 188:    225 142 102 
stack 189:    172 352 351 
stack 190:    450 438 160 
stack 191:    110 147 208 
stack 192:    183 415 173 
stack 193:    97 372 479 
stack 194:    469 350 157 
stack 195:    387 361 364 
stack 196:    482 416 478 
stack 197:    433 408 430 
stack 198:    188 219 155 
stack 199:    191 474 234 
stack 200:    494 186 434 
