solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 261,72 s
objective value: 211708.58

stacks (top to bottom):
stack 0:    
stack 1:    251 
stack 2:    
stack 3:    
stack 4:    4 
stack 5:    255 
stack 6:    
stack 7:    7 
stack 8:    
stack 9:    259 
stack 10:    10 
stack 11:    261 
stack 12:    
stack 13:    
stack 14:    14 
stack 15:    265 
stack 16:    16 
stack 17:    
stack 18:    18 
stack 19:    
stack 20:    
stack 21:    
stack 22:    272 
stack 23:    
stack 24:    
stack 25:    25 
stack 26:    276 27 277 
stack 27:    286 28 283 
stack 28:    37 119 289 
stack 29:    300 31 290 
stack 30:    280 36 30 
stack 31:    52 191 33 
stack 32:    45 293 53 
stack 33:    174 40 296 
stack 34:    38 308 284 
stack 35:    304 287 214 
stack 36:    61 65 207 
stack 37:    326 484 303 
stack 38:    449 388 302 
stack 39:    62 201 54 
stack 40:    458 311 329 
stack 41:    81 375 44 
stack 42:    301 217 129 
stack 43:    473 332 310 
stack 44:    175 295 228 
stack 45:    73 404 334 
stack 46:    346 50 204 
stack 47:    86 365 47 
stack 48:    306 421 109 
stack 49:    189 305 385 
stack 50:    352 198 314 
stack 51:    215 68 405 
stack 52:    364 70 172 
stack 53:    367 57 211 
stack 54:    74 235 391 
stack 55:    309 213 193 
stack 56:    124 161 90 
stack 57:    351 341 363 
stack 58:    349 128 82 
stack 59:    389 87 246 
stack 60:    315 229 373 
stack 61:    323 111 247 
stack 62:    88 442 441 
stack 63:    91 498 454 
stack 64:    71 205 452 
stack 65:    456 89 413 
stack 66:    402 210 330 
stack 67:    80 368 142 
stack 68:    138 125 97 
stack 69:    164 345 440 
stack 70:    418 483 379 
stack 71:    195 153 457 
stack 72:    223 494 93 
stack 73:    134 240 491 
stack 74:    496 366 387 
stack 75:    386 226 179 
stack 76:    222 94 411 
stack 77:    176 197 106 
stack 78:    412 98 362 
stack 79:    408 419 359 
stack 80:    497 474 451 
stack 81:    481 157 466 
stack 82:    348 114 355 
stack 83:    227 380 117 
stack 84:    241 219 127 
stack 85:    448 350 443 
stack 86:    424 249 188 
stack 87:    140 136 485 
stack 88:    490 171 199 
stack 89:    238 353 390 
stack 90:    461 445 426 
stack 91:    378 221 184 
stack 92:    185 447 428 
stack 93:    236 376 118 
stack 94:    206 374 194 
stack 95:    143 200 434 
stack 96:    472 396 148 
stack 97:    230 384 208 
stack 98:    398 178 122 
stack 99:    401 116 107 
stack 100:    139 220 183 
stack 101:    250 
stack 102:    252 1 
stack 103:    0 2 
stack 104:    3 
stack 105:    253 254 
stack 106:    5 
stack 107:    6 256 
stack 108:    257 
stack 109:    8 258 
stack 110:    9 
stack 111:    260 
stack 112:    11 
stack 113:    12 262 
stack 114:    13 263 
stack 115:    264 
stack 116:    15 
stack 117:    266 
stack 118:    17 
stack 119:    268 267 
stack 120:    269 19 
stack 121:    20 
stack 122:    21 270 271 
stack 123:    22 
stack 124:    273 23 
stack 125:    274 24 
stack 126:    275 209 
stack 127:    279 35 26 
stack 128:    292 278 299 
stack 129:    92 336 32 
stack 130:    291 400 29 
stack 131:    288 282 48 
stack 132:    307 354 281 
stack 133:    59 64 446 
stack 134:    322 34 84 
stack 135:    294 339 39 
stack 136:    75 285 49 
stack 137:    325 42 499 
stack 138:    340 43 66 
stack 139:    407 51 312 
stack 140:    41 152 69 
stack 141:    429 318 298 
stack 142:    450 79 320 
stack 143:    112 319 158 
stack 144:    435 56 410 
stack 145:    297 177 95 
stack 146:    470 60 316 
stack 147:    431 471 46 
stack 148:    313 224 186 
stack 149:    243 331 67 
stack 150:    105 328 58 
stack 151:    130 55 370 
stack 152:    113 321 96 
stack 153:    78 335 469 
stack 154:    72 397 76 
stack 155:    338 156 342 
stack 156:    196 203 63 
stack 157:    327 132 414 
stack 158:    369 242 77 
stack 159:    324 146 169 
stack 160:    239 145 317 
stack 161:    83 192 377 
stack 162:    108 337 104 
stack 163:    149 417 453 
stack 164:    436 180 333 
stack 165:    489 150 344 
stack 166:    234 237 182 
stack 167:    406 475 444 
stack 168:    488 141 482 
stack 169:    480 343 147 
stack 170:    85 393 467 
stack 171:    438 495 137 
stack 172:    347 181 173 
stack 173:    455 165 212 
stack 174:    358 433 395 
stack 175:    162 460 416 
stack 176:    487 245 462 
stack 177:    382 356 423 
stack 178:    154 465 463 
stack 179:    381 100 394 
stack 180:    468 231 190 
stack 181:    103 126 123 
stack 182:    167 202 476 
stack 183:    170 151 155 
stack 184:    131 187 121 
stack 185:    110 427 371 
stack 186:    99 361 459 
stack 187:    493 478 486 
stack 188:    120 430 166 
stack 189:    439 115 415 
stack 190:    422 248 372 
stack 191:    409 135 464 
stack 192:    244 218 477 
stack 193:    163 133 216 
stack 194:    357 101 225 
stack 195:    479 160 159 
stack 196:    399 168 233 
stack 197:    383 232 392 
stack 198:    432 102 425 
stack 199:    144 437 403 
stack 200:    420 360 492 
