instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
750_450_2_00,LB,1800.0,-,285476.74,-,-,-,-,-
750_450_2_00,3Idx,1800.0,1804.07,285518.14,-,-,-,-,-
750_450_2_00,GH,1800.0,0.02,574908.78,-,-,-,-,-
750_450_2_00,GH + HC,1800.0,1809.01,285518.17,294257.0,51.0,1258.555,78,127
750_450_2_01,LB,1800.0,-,285485.16,-,-,-,-,-
750_450_2_01,3Idx,1800.0,1809.01,509328.43,-,-,-,-,-
750_450_2_01,GH,1800.0,0.01,568430.65,-,-,-,-,-
750_450_2_01,GH + HC,1800.0,1804.97,285552.0,294835.0,51.0,1069.317,61,111
750_450_2_02,LB,1800.0,-,285468.09,-,-,-,-,-
750_450_2_02,3Idx,1800.0,1802.61,513222.58,-,-,-,-,-
750_450_2_02,GH,1800.0,0.00,591373.75,-,-,-,-,-
750_450_2_02,GH + HC,1800.0,1804.33,285522.89,295488.0,51.0,1193.783,70,120
750_450_2_03,LB,1800.0,-,285510.75,-,-,-,-,-
750_450_2_03,3Idx,1800.0,1800.68,512981.51,-,-,-,-,-
750_450_2_03,GH,1800.0,0.00,589658.79,-,-,-,-,-
750_450_2_03,GH + HC,1800.0,1754.16,285553.35,295021.0,51.0,985.898,59,109
750_450_2_04,LB,1800.0,-,285490.12,-,-,-,-,-
750_450_2_04,3Idx,1800.0,1635.44,285525.39,-,-,-,-,-
750_450_2_04,GH,1800.0,0.00,575672.35,-,-,-,-,-
750_450_2_04,GH + HC,1800.0,1676.45,285525.41,301594.0,51.0,1106.282,71,121
750_450_2_05,LB,1800.0,-,285473.04,-,-,-,-,-
750_450_2_05,3Idx,1800.0,1656.58,285502.32,-,-,-,-,-
750_450_2_05,GH,1800.0,0.00,589943.64,-,-,-,-,-
750_450_2_05,GH + HC,1800.0,1670.97,285502.35,299296.0,51.0,1064.613,68,118
750_450_2_06,LB,1800.0,-,285510.83,-,-,-,-,-
750_450_2_06,3Idx,1800.0,1811.81,509415.67,-,-,-,-,-
750_450_2_06,GH,1800.0,0.01,583350.37,-,-,-,-,-
750_450_2_06,GH + HC,1800.0,1694.12,285551.01,291733.0,51.0,1100.478,68,118
750_450_2_07,LB,1800.0,-,285500.99,-,-,-,-,-
