instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
750_450_2_07,3Idx,1800.0,1801.84,517015.05,-,-,-,-,-
750_450_2_07,GH,1800.0,0.01,583004.9,-,-,-,-,-
750_450_2_07,GH + HC,1800.0,1682.23,285536.28,303001.0,51.0,1117.138,73,123
750_450_2_08,LB,1800.0,-,285515.62,-,-,-,-,-
750_450_2_08,3Idx,1800.0,1808.96,497548.83,-,-,-,-,-
750_450_2_08,GH,1800.0,0.00,582562.52,-,-,-,-,-
750_450_2_08,GH + HC,1800.0,1750.18,285549.73,289020.0,50.0,1190.2,72,122
750_450_2_09,LB,1800.0,-,285507.04,-,-,-,-,-
750_450_2_09,3Idx,1800.0,1794.04,285536.24,-,-,-,-,-
750_450_2_09,GH,1800.0,0.01,579890.08,-,-,-,-,-
750_450_2_09,GH + HC,1800.0,1693.11,285536.27,281022.0,50.0,990.3,61,111
750_450_2_10,LB,1800.0,-,285490.04,-,-,-,-,-
750_450_2_10,3Idx,1800.0,1800.78,287125.37,-,-,-,-,-
750_450_2_10,GH,1800.0,0.01,577550.95,-,-,-,-,-
750_450_2_10,GH + HC,1800.0,1769.09,285550.83,297981.0,51.0,1198.254,73,123
750_450_2_11,LB,1800.0,-,285508.31,-,-,-,-,-
750_450_2_11,3Idx,1800.0,1674.28,285529.01,-,-,-,-,-
750_450_2_11,GH,1800.0,0.00,580811.2,-,-,-,-,-
750_450_2_11,GH + HC,1800.0,1805.16,285529.04,291277.0,50.0,1261.758,79,129
750_450_2_12,LB,1800.0,-,285533.8,-,-,-,-,-
750_450_2_12,3Idx,1800.0,1805.51,519709.13,-,-,-,-,-
750_450_2_12,GH,1800.0,0.01,588307.42,-,-,-,-,-
750_450_2_12,GH + HC,1800.0,1733.03,285567.91,301570.0,51.0,1029.445,59,109
750_450_2_13,LB,1800.0,-,285486.42,-,-,-,-,-
750_450_2_13,3Idx,1800.0,1729.40,285515.7,-,-,-,-,-
750_450_2_13,GH,1800.0,0.01,594046.25,-,-,-,-,-
750_450_2_13,GH + HC,1800.0,1741.26,285515.73,289757.0,50.0,1192.363,74,124
750_450_2_14,LB,1800.0,-,285530.02,-,-,-,-,-
750_450_2_14,3Idx,1800.0,1802.92,514062.61,-,-,-,-,-
750_450_2_14,GH,1800.0,0.02,584956.3,-,-,-,-,-
750_450_2_14,GH + HC,1800.0,1783.65,285578.67,289742.0,50.0,1189.324,72,122
750_450_2_15,LB,1800.0,-,285520.34,-,-,-,-,-
750_450_2_15,3Idx,1800.0,1782.11,285581.18,-,-,-,-,-
750_450_2_15,GH,1800.0,0.00,581005.14,-,-,-,-,-
750_450_2_15,GH + HC,1800.0,1802.69,285581.21,295339.0,51.0,1131.639,68,118
750_450_2_16,LB,1800.0,-,285481.46,-,-,-,-,-
750_450_2_16,3Idx,1800.0,1801.83,287221.05,-,-,-,-,-
750_450_2_16,GH,1800.0,0.01,577023.68,-,-,-,-,-
750_450_2_16,GH + HC,1800.0,1776.02,285522.91,301997.0,51.0,1116.378,67,117
750_450_2_17,LB,1800.0,-,285528.92,-,-,-,-,-
750_450_2_17,3Idx,1800.0,1801.81,517357.9,-,-,-,-,-
750_450_2_17,GH,1800.0,0.01,572975.64,-,-,-,-,-
750_450_2_17,GH + HC,1800.0,1602.04,285569.07,294903.0,51.0,1071.791,67,117
750_450_2_18,LB,1800.0,-,285504.6,-,-,-,-,-
750_450_2_18,3Idx,1800.0,1807.33,527607.78,-,-,-,-,-
750_450_2_18,GH,1800.0,0.02,589519.41,-,-,-,-,-
750_450_2_18,GH + HC,1800.0,1688.02,285536.29,298517.0,51.0,1095.732,67,117
750_450_2_19,LB,1800.0,-,285507.12,-,-,-,-,-
750_450_2_19,3Idx,1800.0,1805.40,441925.29,-,-,-,-,-
750_450_2_19,GH,1800.0,0.02,582326.14,-,-,-,-,-
750_450_2_19,GH + HC,1800.0,1806.31,285539.96,288636.0,50.0,1007.249,62,112
