solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 431,39 s
objective value: 567474.26

stacks (top to bottom):
stack 0:    375 
stack 1:    
stack 2:    2 
stack 3:    
stack 4:    4 
stack 5:    5 
stack 6:    6 
stack 7:    
stack 8:    382 
stack 9:    9 
stack 10:    385 
stack 11:    
stack 12:    387 
stack 13:    13 
stack 14:    14 
stack 15:    
stack 16:    
stack 17:    
stack 18:    18 
stack 19:    19 
stack 20:    395 20 
stack 21:    
stack 22:    397 
stack 23:    398 
stack 24:    
stack 25:    400 
stack 26:    299 741 45 428 
stack 27:    566 406 403 624 
stack 28:    410 28 35 418 
stack 29:    42 44 368 687 
stack 30:    405 75 214 417 
stack 31:    445 34 56 125 
stack 32:    586 345 407 49 
stack 33:    442 273 660 422 
stack 34:    435 527 745 37 
stack 35:    553 590 414 372 
stack 36:    38 70 632 472 
stack 37:    460 283 111 423 
stack 38:    424 419 129 671 
stack 39:    264 163 40 50 
stack 40:    257 173 64 415 
stack 41:    233 67 494 421 
stack 42:    446 55 68 51 
stack 43:    669 440 69 91 
stack 44:    343 353 438 545 
stack 45:    100 451 607 605 
stack 46:    254 464 633 431 
stack 47:    266 359 226 443 
stack 48:    240 180 219 66 
stack 49:    453 290 52 432 
stack 50:    603 522 73 74 
stack 51:    490 615 77 158 
stack 52:    76 612 457 315 
stack 53:    246 441 162 712 
stack 54:    242 484 85 103 
stack 55:    488 538 463 306 
stack 56:    468 625 209 224 
stack 57:    278 328 637 88 
stack 58:    258 532 117 501 
stack 59:    121 97 354 167 
stack 60:    692 651 81 96 
stack 61:    207 102 530 537 
stack 62:    450 155 635 147 
stack 63:    83 124 473 516 
stack 64:    512 327 123 206 
stack 65:    305 581 708 524 
stack 66:    579 492 645 691 
stack 67:    710 108 489 485 
stack 68:    576 146 641 681 
stack 69:    499 682 118 587 
stack 70:    736 71 253 659 
stack 71:    307 156 455 329 
stack 72:    169 314 250 546 
stack 73:    95 215 285 176 
stack 74:    220 340 680 78 
stack 75:    601 351 358 705 
stack 76:    190 355 631 479 
stack 77:    135 606 707 459 
stack 78:    555 294 504 531 
stack 79:    222 186 331 174 
stack 80:    556 326 104 229 
stack 81:    628 143 667 325 
stack 82:    577 616 646 491 
stack 83:    496 295 346 552 
stack 84:    276 237 653 584 
stack 85:    289 623 529 480 
stack 86:    362 280 293 493 
stack 87:    701 223 188 658 
stack 88:    113 366 230 256 
stack 89:    281 332 515 610 
stack 90:    684 517 177 373 
stack 91:    600 291 216 193 
stack 92:    746 170 151 574 
stack 93:    286 134 310 636 
stack 94:    486 309 357 582 
stack 95:    344 200 618 650 
stack 96:    275 213 227 255 
stack 97:    738 149 131 548 
stack 98:    356 717 116 348 
stack 99:    478 337 234 265 
stack 100:    367 747 231 720 
stack 101:    313 589 192 644 
stack 102:    670 526 119 602 
stack 103:    689 729 324 673 
stack 104:    661 718 539 743 
stack 105:    287 675 238 629 
stack 106:    110 139 542 748 
stack 107:    205 333 142 507 
stack 108:    316 154 665 638 
stack 109:    301 228 335 656 
stack 110:    732 503 596 560 
stack 111:    695 700 572 620 
stack 112:    181 144 676 592 
stack 113:    0 
stack 114:    1 
stack 115:    376 377 
stack 116:    3 378 
stack 117:    379 
stack 118:    380 
stack 119:    381 
stack 120:    7 
stack 121:    383 8 
stack 122:    384 10 
stack 123:    
stack 124:    12 386 
stack 125:    11 
stack 126:    388 
stack 127:    389 
stack 128:    15 390 
stack 129:    391 16 
stack 130:    17 392 
stack 131:    393 
stack 132:    394 
stack 133:    
stack 134:    396 
stack 135:    22 21 
stack 136:    23 
stack 137:    399 24 
stack 138:    25 27 401 
stack 139:    32 26 72 404 
stack 140:    39 61 29 402 
stack 141:    54 500 487 420 
stack 142:    412 30 413 41 
stack 143:    611 408 434 570 
stack 144:    288 437 652 31 
stack 145:    259 409 330 33 
stack 146:    43 425 109 93 
stack 147:    436 65 416 46 
stack 148:    47 591 363 411 
stack 149:    525 448 128 36 
stack 150:    48 511 322 737 
stack 151:    730 225 57 536 
stack 152:    598 609 426 433 
stack 153:    62 563 594 239 
stack 154:    533 59 282 183 
stack 155:    201 63 711 683 
stack 156:    634 476 107 53 
stack 157:    714 470 430 321 
stack 158:    444 716 595 210 
stack 159:    132 429 82 133 
stack 160:    643 726 427 439 
stack 161:    336 251 249 452 
stack 162:    449 662 334 702 
stack 163:    585 84 477 543 
stack 164:    99 622 458 90 
stack 165:    740 58 719 101 
stack 166:    475 187 292 462 
stack 167:    349 302 86 713 
stack 168:    361 208 466 106 
stack 169:    261 447 471 80 
stack 170:    122 166 199 465 
stack 171:    60 568 317 360 
stack 172:    588 94 338 318 
stack 173:    461 279 194 153 
stack 174:    454 697 724 136 
stack 175:    311 87 319 235 
stack 176:    626 202 608 558 
stack 177:    733 89 312 513 
stack 178:    350 619 734 370 
stack 179:    148 150 497 578 
stack 180:    627 725 245 550 
stack 181:    126 195 179 130 
stack 182:    300 364 597 575 
stack 183:    92 112 672 284 
stack 184:    540 704 456 498 
stack 185:    260 160 735 79 
stack 186:    528 617 535 694 
stack 187:    247 244 252 98 
stack 188:    115 469 561 140 
stack 189:    164 534 365 298 
stack 190:    690 196 212 604 
stack 191:    168 519 152 482 
stack 192:    599 722 564 551 
stack 193:    243 565 664 523 
stack 194:    297 648 562 189 
stack 195:    567 267 138 678 
stack 196:    217 514 481 304 
stack 197:    347 232 342 696 
stack 198:    663 580 508 218 
stack 199:    198 703 521 211 
stack 200:    467 509 114 105 
stack 201:    674 308 127 549 
stack 202:    172 727 145 686 
stack 203:    647 137 573 677 
stack 204:    505 204 518 739 
stack 205:    685 159 728 621 
stack 206:    271 474 502 723 
stack 207:    274 544 175 569 
stack 208:    120 184 248 369 
stack 209:    706 547 339 374 
stack 210:    583 341 666 639 
stack 211:    263 614 236 698 
stack 212:    749 269 721 272 
stack 213:    352 506 642 699 
stack 214:    640 655 679 303 
stack 215:    171 744 495 185 
stack 216:    613 262 203 559 
stack 217:    320 649 593 270 
stack 218:    709 268 668 182 
stack 219:    742 510 178 693 
stack 220:    277 157 654 688 
stack 221:    715 483 557 520 
stack 222:    241 541 371 657 
stack 223:    165 141 630 296 
stack 224:    571 731 161 221 
stack 225:    191 197 323 554 
