solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 432,96 s
objective value: 567437.82

stacks (top to bottom):
stack 0:    0 
stack 1:    1 
stack 2:    2 
stack 3:    
stack 4:    379 
stack 5:    
stack 6:    381 
stack 7:    
stack 8:    8 
stack 9:    9 
stack 10:    385 
stack 11:    
stack 12:    
stack 13:    
stack 14:    
stack 15:    15 
stack 16:    
stack 17:    392 
stack 18:    393 
stack 19:    
stack 20:    20 
stack 21:    
stack 22:    
stack 23:    
stack 24:    
stack 25:    400 
stack 26:    289 401 62 72 
stack 27:    402 35 256 403 
stack 28:    408 28 40 412 
stack 29:    542 461 667 407 
stack 30:    88 602 665 47 
stack 31:    49 316 419 300 
stack 32:    697 423 633 422 
stack 33:    75 671 254 428 
stack 34:    698 239 427 421 
stack 35:    70 516 740 39 
stack 36:    669 724 38 479 
stack 37:    417 48 66 452 
stack 38:    233 45 287 178 
stack 39:    111 634 467 416 
stack 40:    625 644 415 424 
stack 41:    553 432 433 725 
stack 42:    425 258 330 78 
stack 43:    426 124 310 430 
stack 44:    723 429 315 653 
stack 45:    251 71 209 731 
stack 46:    337 601 492 64 
stack 47:    57 248 184 493 
stack 48:    143 60 188 100 
stack 49:    455 700 488 737 
stack 50:    518 547 451 221 
stack 51:    166 477 61 643 
stack 52:    447 327 508 727 
stack 53:    649 574 431 80 
stack 54:    444 81 292 129 
stack 55:    326 324 374 86 
stack 56:    627 442 577 525 
stack 57:    159 116 449 604 
stack 58:    679 170 246 68 
stack 59:    652 245 439 705 
stack 60:    539 89 546 299 
stack 61:    232 457 153 341 
stack 62:    361 63 556 548 
stack 63:    694 340 336 445 
stack 64:    441 597 598 132 
stack 65:    664 608 332 97 
stack 66:    165 346 569 101 
stack 67:    743 473 526 342 
stack 68:    197 140 466 630 
stack 69:    742 738 105 585 
stack 70:    733 696 235 186 
stack 71:    739 255 659 335 
stack 72:    79 125 109 472 
stack 73:    328 180 240 592 
stack 74:    192 745 74 133 
stack 75:    217 288 458 190 
stack 76:    98 151 212 134 
stack 77:    229 639 210 350 
stack 78:    353 360 729 710 
stack 79:    613 642 622 610 
stack 80:    126 595 534 599 
stack 81:    323 356 231 563 
stack 82:    115 85 201 593 
stack 83:    351 529 690 495 
stack 84:    676 92 623 84 
stack 85:    523 685 281 586 
stack 86:    521 514 290 717 
stack 87:    713 168 207 268 
stack 88:    470 298 280 122 
stack 89:    237 198 464 148 
stack 90:    242 475 282 167 
stack 91:    668 238 684 691 
stack 92:    146 308 169 227 
stack 93:    128 647 471 277 
stack 94:    311 150 591 481 
stack 95:    371 302 321 502 
stack 96:    112 225 263 582 
stack 97:    297 519 196 484 
stack 98:    670 249 589 274 
stack 99:    181 675 230 746 
stack 100:    322 559 532 164 
stack 101:    358 590 296 120 
stack 102:    219 496 701 145 
stack 103:    269 279 524 118 
stack 104:    741 581 147 284 
stack 105:    517 567 538 224 
stack 106:    707 732 369 695 
stack 107:    570 319 650 533 
stack 108:    528 278 572 218 
stack 109:    662 193 596 173 
stack 110:    706 568 749 624 
stack 111:    620 549 261 267 
stack 112:    354 699 123 334 
stack 113:    375 
stack 114:    376 
stack 115:    377 
stack 116:    3 378 
stack 117:    4 
stack 118:    5 380 
stack 119:    6 
stack 120:    382 7 
stack 121:    383 
stack 122:    384 
stack 123:    10 
stack 124:    11 386 
stack 125:    387 12 
stack 126:    13 388 
stack 127:    14 389 
stack 128:    390 
stack 129:    16 391 
stack 130:    17 
stack 131:    19 18 
stack 132:    394 
stack 133:    395 
stack 134:    21 396 
stack 135:    397 
stack 136:    22 398 23 
stack 137:    24 399 
stack 138:    25 26 405 
stack 139:    410 579 409 27 
stack 140:    29 37 345 31 
stack 141:    34 411 420 453 
stack 142:    259 202 404 683 
stack 143:    406 33 30 414 
stack 144:    325 32 304 730 
stack 145:    53 163 36 41 
stack 146:    56 712 522 703 
stack 147:    301 182 339 413 
stack 148:    51 702 43 709 
stack 149:    244 44 243 673 
stack 150:    137 418 46 144 
stack 151:    552 42 226 575 
stack 152:    59 561 716 348 
stack 153:    52 195 672 747 
stack 154:    67 600 276 205 
stack 155:    507 469 434 266 
stack 156:    50 611 250 692 
stack 157:    285 537 485 69 
stack 158:    318 435 501 615 
stack 159:    688 152 704 83 
stack 160:    661 454 678 680 
stack 161:    456 744 736 357 
stack 162:    500 588 440 312 
stack 163:    135 55 309 629 
stack 164:    505 462 273 136 
stack 165:    200 103 606 463 
stack 166:    54 721 619 576 
stack 167:    58 338 513 366 
stack 168:    614 179 93 718 
stack 169:    726 734 99 580 
stack 170:    573 314 437 443 
stack 171:    365 65 215 436 
stack 172:    160 677 271 94 
stack 173:    368 104 270 520 
stack 174:    450 438 343 621 
stack 175:    228 446 127 551 
stack 176:    108 632 307 264 
stack 177:    503 156 76 372 
stack 178:    102 320 663 657 
stack 179:    564 448 191 73 
stack 180:    616 241 494 142 
stack 181:    110 499 607 272 
stack 182:    605 566 459 154 
stack 183:    77 708 187 121 
stack 184:    265 527 489 558 
stack 185:    545 286 536 735 
stack 186:    587 329 636 560 
stack 187:    656 305 511 510 
stack 188:    681 185 313 373 
stack 189:    364 214 82 158 
stack 190:    113 95 715 283 
stack 191:    512 247 465 666 
stack 192:    260 487 253 359 
stack 193:    303 349 530 291 
stack 194:    474 171 331 90 
stack 195:    175 609 543 468 
stack 196:    655 223 460 139 
stack 197:    506 571 478 583 
stack 198:    555 714 658 194 
stack 199:    728 651 87 306 
stack 200:    119 216 531 236 
stack 201:    498 476 347 645 
stack 202:    162 557 689 482 
stack 203:    172 91 117 660 
stack 204:    96 206 686 509 
stack 205:    638 130 174 617 
stack 206:    504 626 363 486 
stack 207:    631 257 640 628 
stack 208:    352 687 262 550 
stack 209:    138 362 131 635 
stack 210:    722 149 491 222 
stack 211:    693 317 106 183 
stack 212:    355 203 544 199 
stack 213:    367 565 535 562 
stack 214:    189 711 540 578 
stack 215:    155 294 490 594 
stack 216:    674 177 204 176 
stack 217:    114 646 213 648 
stack 218:    480 275 333 637 
