instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
500_128_4_00,LB,1800.0,-,288070.8,-,-,-,-,-
500_128_4_00,BinP,1800.0,791.85,288073.24
500_128_4_00,GH,1800.0,0.01,308712.5
500_128_4_00,GH + TS,1800.0,321.61,288073.24,20639.0,7.0,20.393,87,437
500_128_4_00,GH + HC,1800.0,250.49,288073.24,20639.0,7.0,44.815,233,583
500_128_4_01,LB,1800.0,-,288081.74,-,-,-,-,-
500_128_4_01,BinP,1800.0,698.10,288081.74
500_128_4_01,GH,1800.0,0.00,307264.16
500_128_4_01,GH + TS,1800.0,258.83,288085.36,19179.0,6.0,10.94,55,405
500_128_4_01,GH + HC,1800.0,197.74,288081.74,19182.0,6.0,19.083,88,438
500_128_4_02,LB,1800.0,-,288073.24,-,-,-,-,-
500_128_4_02,BinP,1800.0,740.99,288075.68
500_128_4_02,GH,1800.0,0.00,306046.1
500_128_4_02,GH + TS,1800.0,354.1,288075.68,17970.0,6.0,12.83,66,416
500_128_4_02,GH + HC,1800.0,177.47,288075.68,17970.0,6.0,9.455,68,418
500_128_4_03,LB,1800.0,-,288073.24,-,-,-,-,-
500_128_4_03,BinP,1800.0,668.27,288073.24
500_128_4_03,GH,1800.0,0.00,308027.72
500_128_4_03,GH + TS,1800.0,350.75,288073.24,19954.0,6.0,49.766,183,533
500_128_4_03,GH + HC,1800.0,179.49,288073.24,19954.0,6.0,12.719,69,419
500_128_4_04,LB,1800.0,-,288073.24,-,-,-,-,-
500_128_4_04,BinP,1800.0,674.48,288073.24
500_128_4_04,GH,1800.0,0.01,306979.34
500_128_4_04,GH + TS,1800.0,264.05,288073.24,18906.0,6.0,12.098,85,435
500_128_4_04,GH + HC,1800.0,188.67,288073.24,18906.0,6.0,13.579,80,430
500_128_4_05,LB,1800.0,-,288073.24,-,-,-,-,-
500_128_4_05,BinP,1800.0,728.50,288075.68
500_128_4_05,GH,1800.0,0.00,308718.56
500_128_4_05,GH + TS,1800.0,295.69,288075.68,20643.0,7.0,12.518,61,411
500_128_4_05,GH + HC,1800.0,181.33,288085.36,20633.0,7.0,10.232,47,397
500_128_4_06,LB,1800.0,-,288079.3,-,-,-,-,-
500_128_4_06,BinP,1800.0,736.55,288079.3
500_128_4_06,GH,1800.0,0.00,309960.86
