instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
500_128_4_06,GH + TS,1800.0,274.85,288082.92,21878.0,7.0,8.949,83,433
500_128_4_06,GH + HC,1800.0,210.57,288079.3,21882.0,7.0,27.749,126,476
500_128_4_07,LB,1800.0,-,288079.3,-,-,-,-,-
500_128_4_07,BinP,1800.0,665.16,288081.74
500_128_4_07,GH,1800.0,0.00,307361.12
500_128_4_07,GH + TS,1800.0,499.52,288081.74,19279.0,6.0,112.408,334,684
500_128_4_07,GH + HC,1800.0,206.09,288081.74,19279.0,6.0,22.358,132,482
500_128_4_08,LB,1800.0,-,288076.86,-,-,-,-,-
500_128_4_08,BinP,1800.0,708.39,288082.92
500_128_4_08,GH,1800.0,0.00,309936.62
500_128_4_08,GH + TS,1800.0,355.98,288082.92,21854.0,7.0,11.09,77,427
500_128_4_08,GH + HC,1800.0,193.12,288082.92,21854.0,7.0,10.193,59,409
500_128_4_09,LB,1800.0,-,288087.8,-,-,-,-,-
500_128_4_09,BinP,1800.0,704.67,288093.86
500_128_4_09,GH,1800.0,0.01,306506.66
500_128_4_09,GH + TS,1800.0,301.27,288105.98,18401.0,6.0,43.76,184,534
500_128_4_09,GH + HC,1800.0,205.65,288093.86,18413.0,6.0,14.08,63,413
500_128_4_10,LB,1800.0,-,288070.8,-,-,-,-,-
500_128_4_10,BinP,1800.0,735.16,288070.8
500_128_4_10,GH,1800.0,0.00,309457.88
500_128_4_10,GH + TS,1800.0,386.38,288070.8,21387.0,7.0,27.16,104,454
500_128_4_10,GH + HC,1800.0,202.39,288070.8,21387.0,7.0,19.016,81,431
500_128_4_11,LB,1800.0,-,288073.24,-,-,-,-,-
500_128_4_11,BinP,1800.0,682.52,288079.3
500_128_4_11,GH,1800.0,0.00,309233.66
500_128_4_11,GH + TS,1800.0,326.66,288079.3,21154.0,7.0,16.758,77,427
500_128_4_11,GH + HC,1800.0,177.57,288079.3,21154.0,7.0,10.816,48,398
500_128_4_12,LB,1800.0,-,288079.3,-,-,-,-,-
500_128_4_12,BinP,1800.0,697.61,288079.3
500_128_4_12,GH,1800.0,0.00,306579.38
500_128_4_12,GH + TS,1800.0,377.73,288079.3,18500.0,6.0,10.635,68,418
500_128_4_12,GH + HC,1800.0,198.71,288082.92,18496.0,6.0,10.893,54,404
500_128_4_13,LB,1800.0,-,288073.24,-,-,-,-,-
500_128_4_13,BinP,1800.0,780.64,288075.68
500_128_4_13,GH,1800.0,0.00,305743.1
500_128_4_13,GH + TS,1800.0,293.07,288075.68,17667.0,6.0,16.413,85,435
500_128_4_13,GH + HC,1800.0,164.87,288075.68,17667.0,6.0,11.223,69,419
500_128_4_14,LB,1800.0,-,288082.92,-,-,-,-,-
500_128_4_14,BinP,1800.0,826.94,288082.92
500_128_4_14,GH,1800.0,0.00,306446.06
500_128_4_14,GH + TS,1800.0,522.39,288086.54,18360.0,6.0,113.525,360,710
500_128_4_14,GH + HC,1800.0,198.11,288086.54,18360.0,6.0,15.476,78,428
500_128_4_15,LB,1800.0,-,288084.18,-,-,-,-,-
500_128_4_15,BinP,1800.0,670.36,288090.24
500_128_4_15,GH,1800.0,0.11,307936.82
500_128_4_15,GH + TS,1800.0,345.43,288090.24,19847.0,6.0,12.714,62,412
500_128_4_15,GH + HC,1800.0,201.15,288090.24,19847.0,6.0,16.491,84,434
500_128_4_16,LB,1800.0,-,288070.8,-,-,-,-,-
500_128_4_16,BinP,1800.0,751.62,288070.8
500_128_4_16,GH,1800.0,0.00,306967.22
500_128_4_16,GH + TS,1800.0,332.11,288070.8,18896.0,6.0,12.344,57,407
500_128_4_16,GH + HC,1800.0,209.58,288070.8,18896.0,6.0,12.828,53,403
500_128_4_17,LB,1800.0,-,288070.8,-,-,-,-,-
500_128_4_17,BinP,1800.0,742.31,288070.8
500_128_4_17,GH,1800.0,0.00,309439.7
500_128_4_17,GH + TS,1800.0,317.4,288082.92,21357.0,7.0,16.141,81,431
500_128_4_17,GH + HC,1800.0,184.85,288082.92,21357.0,7.0,9.741,58,408
500_128_4_18,LB,1800.0,-,288070.8,-,-,-,-,-
500_128_4_18,BinP,1800.0,817.90,288073.24
500_128_4_18,GH,1800.0,0.00,306015.8
500_128_4_18,GH + TS,1800.0,507.78,288073.24,17943.0,6.0,114.322,323,673
500_128_4_18,GH + HC,1800.0,268.03,288076.86,17939.0,6.0,48.678,203,553
500_128_4_19,LB,1800.0,-,288073.24,-,-,-,-,-
500_128_4_19,BinP,1800.0,723.68,288073.24
500_128_4_19,GH,1800.0,0.00,308967.02
500_128_4_19,GH + TS,1800.0,350.27,288073.24,20894.0,7.0,23.59,94,444
500_128_4_19,GH + HC,1800.0,225.92,288073.24,20894.0,7.0,30.815,150,500
