solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 19.15 s
objective value: 281996.16

stacks (top to bottom):
stack 0:    
stack 1:    251 
stack 2:    252 
stack 3:    3 
stack 4:    
stack 5:    
stack 6:    6 
stack 7:    257 
stack 8:    
stack 9:    9 
stack 10:    
stack 11:    261 
stack 12:    
stack 13:    206 29 14 123 20 
stack 14:    30 65 16 151 185 
stack 15:    23 347 76 26 265 
stack 16:    202 52 27 17 275 
stack 17:    116 21 274 101 320 
stack 18:    268 339 416 377 287 
stack 19:    214 31 370 365 269 
stack 20:    406 290 49 130 270 
stack 21:    234 292 193 434 201 
stack 22:    276 51 477 484 440 
stack 23:    172 94 93 208 50 
stack 24:    341 342 249 352 308 
stack 25:    145 109 210 398 471 
stack 26:    390 141 456 481 67 
stack 27:    112 178 385 314 438 
stack 28:    58 84 37 155 194 
stack 29:    204 154 199 468 192 
stack 30:    213 224 153 489 207 
stack 31:    464 149 482 427 160 
stack 32:    404 443 298 403 343 
stack 33:    439 105 87 42 335 
stack 34:    187 288 304 452 457 
stack 35:    285 495 305 381 369 
stack 36:    41 337 318 173 38 
stack 37:    88 340 463 124 389 
stack 38:    45 180 372 289 291 
stack 39:    336 75 388 134 223 
stack 40:    40 426 374 236 436 
stack 41:    246 227 182 467 400 
stack 42:    368 113 410 110 43 
stack 43:    409 395 462 414 54 
stack 44:    303 360 118 69 431 
stack 45:    216 140 233 96 242 
stack 46:    382 297 184 56 334 
stack 47:    453 148 493 165 166 
stack 48:    346 174 494 359 74 
stack 49:    329 217 133 375 117 
stack 50:    300 429 322 158 450 
stack 51:    307 163 91 460 475 
stack 52:    212 126 435 330 129 
stack 53:    238 476 380 362 197 
stack 54:    315 150 127 195 490 
stack 55:    162 132 239 248 125 
stack 56:    211 444 186 219 146 
stack 57:    68 64 102 85 386 
stack 58:    83 316 245 373 423 
stack 59:    200 138 97 425 176 
stack 60:    0 250 
stack 61:    1 
stack 62:    2 
stack 63:    253 
stack 64:    254 4 
stack 65:    5 255 
stack 66:    256 
stack 67:    7 
stack 68:    258 
stack 69:    259 8 
stack 70:    10 260 
stack 71:    11 12 
stack 72:    351 272 13 262 231 
stack 73:    263 18 264 225 170 
stack 74:    280 312 278 267 86 
stack 75:    28 19 284 378 15 
stack 76:    266 73 483 33 433 
stack 77:    183 89 61 152 36 
stack 78:    496 108 492 286 295 
stack 79:    277 25 35 90 279 
stack 80:    215 282 240 70 135 
stack 81:    323 271 296 237 44 
stack 82:    273 190 487 164 22 
stack 83:    107 198 302 345 313 
stack 84:    24 181 136 350 39 
stack 85:    420 459 309 137 209 
stack 86:    205 399 480 229 491 
stack 87:    430 241 71 422 466 
stack 88:    147 349 79 281 122 
stack 89:    111 220 294 317 32 
stack 90:    455 55 354 353 441 
stack 91:    364 306 46 60 115 
stack 92:    419 100 448 486 470 
stack 93:    407 283 415 405 77 
stack 94:    34 128 48 311 80 
stack 95:    321 469 397 226 92 
stack 96:    371 143 121 384 319 
stack 97:    458 196 387 59 356 
stack 98:    367 72 472 418 383 
stack 99:    47 156 53 66 293 
stack 100:    235 95 139 461 326 
stack 101:    391 177 131 189 301 
stack 102:    473 479 344 442 157 
stack 103:    376 244 328 408 338 
stack 104:    355 142 221 247 465 
stack 105:    299 243 325 62 81 
stack 106:    63 361 411 366 449 
stack 107:    327 432 413 171 363 
stack 108:    57 393 191 447 230 
stack 109:    499 232 106 310 417 
stack 110:    348 446 104 357 478 
stack 111:    412 497 218 437 396 
stack 112:    103 175 331 474 169 
stack 113:    78 82 203 451 379 
stack 114:    188 454 424 159 488 
stack 115:    333 120 98 394 161 
stack 116:    167 228 392 421 119 
stack 117:    402 144 428 485 498 
stack 118:    401 332 324 168 99 
stack 119:    222 179 358 445 114 
