solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 39.17 s
objective value: 281993.72

stacks (top to bottom):
stack 0:    
stack 1:    251 
stack 2:    2 252 
stack 3:    
stack 4:    
stack 5:    
stack 6:    256 
stack 7:    
stack 8:    
stack 9:    259 
stack 10:    
stack 11:    12 
stack 12:    
stack 13:    13 108 493 264 36 
stack 14:    213 414 17 124 276 
stack 15:    465 15 294 265 315 
stack 16:    127 16 369 23 268 
stack 17:    269 321 205 171 329 
stack 18:    360 296 98 277 28 
stack 19:    281 118 279 164 22 
stack 20:    271 426 406 170 209 
stack 21:    380 437 482 186 496 
stack 22:    27 284 114 286 304 
stack 23:    409 99 371 274 204 
stack 24:    40 232 467 34 300 
stack 25:    211 278 75 292 44 
stack 26:    65 147 440 447 280 
stack 27:    243 287 328 301 128 
stack 28:    123 220 350 438 412 
stack 29:    486 241 423 323 117 
stack 30:    73 79 444 341 471 
stack 31:    110 239 436 218 468 
stack 32:    193 372 282 283 133 
stack 33:    389 368 183 309 290 
stack 34:    181 455 489 217 229 
stack 35:    141 35 451 162 345 
stack 36:    454 104 55 362 121 
stack 37:    397 332 340 366 391 
stack 38:    192 427 187 97 334 
stack 39:    420 413 318 43 109 
stack 40:    174 150 76 416 392 
stack 41:    106 475 343 206 41 
stack 42:    140 132 307 42 430 
stack 43:    459 355 473 365 312 
stack 44:    324 46 179 178 137 
stack 45:    214 411 484 105 425 
stack 46:    401 442 342 143 367 
stack 47:    299 383 167 298 448 
stack 48:    89 51 215 306 456 
stack 49:    385 498 156 492 240 
stack 50:    234 182 238 356 231 
stack 51:    410 68 222 111 402 
stack 52:    378 62 308 495 370 
stack 53:    348 163 377 387 424 
stack 54:    441 233 461 228 199 
stack 55:    189 417 376 248 247 
stack 56:    112 474 88 439 201 
stack 57:    453 344 235 152 354 
stack 58:    195 429 151 452 481 
stack 59:    320 476 485 126 177 
stack 60:    0 250 
stack 61:    1 
stack 62:    
stack 63:    253 3 
stack 64:    4 254 
stack 65:    5 255 
stack 66:    6 
stack 67:    258 7 257 
stack 68:    8 
stack 69:    9 
stack 70:    260 10 
stack 71:    11 261 
stack 72:    263 169 398 223 262 
stack 73:    20 19 273 272 25 
stack 74:    18 14 115 48 266 
stack 75:    95 61 357 303 394 
stack 76:    267 270 244 135 470 
stack 77:    408 245 379 33 54 
stack 78:    488 96 30 153 388 
stack 79:    404 26 390 319 125 
stack 80:    145 478 21 219 347 
stack 81:    302 119 138 346 31 
stack 82:    155 460 37 148 29 
stack 83:    464 249 74 64 336 
stack 84:    24 72 129 349 327 
stack 85:    157 275 415 224 221 
stack 86:    497 200 480 333 291 
stack 87:    246 400 472 288 477 
stack 88:    47 146 196 386 63 
stack 89:    38 311 154 139 310 
stack 90:    352 165 393 359 421 
stack 91:    432 405 297 176 49 
stack 92:    32 93 305 374 330 
stack 93:    375 395 107 293 494 
stack 94:    490 295 285 180 326 
stack 95:    53 203 134 85 86 
stack 96:    463 364 90 71 52 
stack 97:    316 207 289 462 59 
stack 98:    314 373 446 56 122 
stack 99:    458 435 175 39 45 
stack 100:    130 166 50 483 60 
stack 101:    399 197 202 479 363 
stack 102:    161 445 313 353 419 
stack 103:    142 116 487 103 159 
stack 104:    208 194 236 87 185 
stack 105:    322 337 168 149 227 
stack 106:    144 120 338 422 226 
stack 107:    431 77 381 225 358 
stack 108:    491 351 443 433 242 
stack 109:    69 499 449 66 57 
stack 110:    131 158 418 160 361 
stack 111:    325 335 216 58 396 
stack 112:    188 78 212 82 339 
stack 113:    331 136 80 101 84 
stack 114:    94 83 173 102 403 
stack 115:    384 81 450 92 466 
stack 116:    382 457 70 434 113 
stack 117:    210 237 67 407 230 
stack 118:    172 428 190 184 91 
stack 119:    191 100 469 317 198 
