solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 40.27 s
objective value: 281998.6

stacks (top to bottom):
stack 0:    250 
stack 1:    
stack 2:    
stack 3:    
stack 4:    254 
stack 5:    
stack 6:    256 6 
stack 7:    257 
stack 8:    8 
stack 9:    
stack 10:    
stack 11:    11 
stack 12:    12 
stack 13:    26 30 489 242 133 
stack 14:    210 14 267 274 209 
stack 15:    181 18 16 25 215 
stack 16:    42 492 270 394 416 
stack 17:    378 268 82 234 370 
stack 18:    44 332 272 496 310 
stack 19:    163 113 137 127 297 
stack 20:    484 273 20 81 321 
stack 21:    468 179 97 313 174 
stack 22:    59 362 290 275 23 
stack 23:    277 281 360 54 286 
stack 24:    104 383 278 55 308 
stack 25:    438 374 431 460 392 
stack 26:    27 147 142 415 153 
stack 27:    198 471 373 474 377 
stack 28:    470 197 249 28 411 
stack 29:    56 315 213 307 390 
stack 30:    43 284 490 219 150 
stack 31:    248 296 173 414 292 
stack 32:    187 282 283 125 66 
stack 33:    497 228 182 361 83 
stack 34:    121 364 305 131 172 
stack 35:    340 329 235 455 71 
stack 36:    451 347 397 158 225 
stack 37:    205 119 246 196 353 
stack 38:    452 409 63 488 40 
stack 39:    322 88 316 457 124 
stack 40:    195 405 479 331 478 
stack 41:    231 368 406 212 343 
stack 42:    217 49 224 440 221 
stack 43:    448 339 447 156 175 
stack 44:    342 324 325 90 180 
stack 45:    53 351 456 439 154 
stack 46:    111 203 208 191 314 
stack 47:    185 74 371 183 190 
stack 48:    178 365 467 436 348 
stack 49:    358 449 240 465 403 
stack 50:    407 341 427 443 151 
stack 51:    387 345 486 103 70 
stack 52:    218 445 388 367 120 
stack 53:    237 245 429 171 143 
stack 54:    67 400 425 402 363 
stack 55:    372 437 62 146 389 
stack 56:    494 385 73 328 184 
stack 57:    319 168 417 317 418 
stack 58:    312 384 236 330 222 
stack 59:    204 432 129 238 459 
stack 60:    0 
stack 61:    1 251 
stack 62:    2 252 
stack 63:    3 
stack 64:    4 253 
stack 65:    255 5 
stack 66:    7 
stack 67:    
stack 68:    258 
stack 69:    259 9 
stack 70:    10 260 
stack 71:    261 
stack 72:    336 264 262 50 60 
stack 73:    13 130 288 22 263 
stack 74:    21 266 276 265 19 
stack 75:    206 17 233 15 32 
stack 76:    291 419 357 420 33 
stack 77:    295 269 410 136 29 
stack 78:    482 45 391 200 424 
stack 79:    226 101 57 287 169 
stack 80:    382 271 376 194 366 
stack 81:    31 294 87 279 413 
stack 82:    79 480 232 24 380 
stack 83:    118 199 108 393 149 
stack 84:    162 483 462 34 487 
stack 85:    39 128 48 135 333 
stack 86:    77 280 46 481 379 
stack 87:    145 72 300 51 303 
stack 88:    302 123 159 114 35 
stack 89:    354 36 76 98 327 
stack 90:    301 369 189 298 293 
stack 91:    289 464 306 148 398 
stack 92:    421 170 453 110 352 
stack 93:    311 144 285 244 84 
stack 94:    100 247 243 299 214 
stack 95:    52 346 428 117 473 
stack 96:    227 211 220 444 433 
stack 97:    477 493 37 38 115 
stack 98:    94 454 304 86 386 
stack 99:    160 422 102 41 106 
stack 100:    430 323 476 132 399 
stack 101:    116 401 359 167 426 
stack 102:    408 344 91 157 229 
stack 103:    141 201 152 491 320 
stack 104:    337 186 155 95 216 
stack 105:    375 441 349 61 466 
stack 106:    381 80 138 177 338 
stack 107:    75 356 47 309 435 
stack 108:    335 495 412 423 134 
stack 109:    139 166 107 458 164 
stack 110:    434 241 161 89 193 
stack 111:    442 165 485 78 96 
stack 112:    112 58 395 126 404 
stack 113:    326 64 65 207 469 
stack 114:    463 188 230 223 93 
stack 115:    239 498 475 450 99 
stack 116:    176 318 461 92 202 
stack 117:    350 68 499 122 334 
stack 118:    105 192 85 472 140 
stack 119:    396 446 355 109 69 
