solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 15.85 s
objective value: 282004.66

stacks (top to bottom):
stack 0:    
stack 1:    1 
stack 2:    
stack 3:    
stack 4:    254 
stack 5:    5 
stack 6:    
stack 7:    7 
stack 8:    258 
stack 9:    
stack 10:    10 
stack 11:    11 
stack 12:    265 
stack 13:    18 184 426 19 338 
stack 14:    264 25 74 274 14 
stack 15:    89 271 16 267 24 
stack 16:    433 440 35 361 275 
stack 17:    340 17 39 302 365 
stack 18:    273 336 222 293 269 
stack 19:    23 388 28 33 21 
stack 20:    479 283 441 395 183 
stack 21:    151 450 99 456 301 
stack 22:    60 82 416 149 278 
stack 23:    31 289 215 299 363 
stack 24:    217 408 44 64 116 
stack 25:    285 311 108 190 421 
stack 26:    52 211 88 51 422 
stack 27:    135 324 247 178 486 
stack 28:    84 118 458 401 249 
stack 29:    410 168 109 110 113 
stack 30:    83 290 337 346 280 
stack 31:    480 227 381 234 192 
stack 32:    403 131 34 42 191 
stack 33:    417 248 310 294 334 
stack 34:    372 146 103 366 284 
stack 35:    404 219 223 316 297 
stack 36:    137 56 111 439 344 
stack 37:    147 120 396 237 104 
stack 38:    374 368 358 308 143 
stack 39:    218 75 411 348 142 
stack 40:    436 45 296 415 55 
stack 41:    175 43 156 98 220 
stack 42:    233 79 493 167 379 
stack 43:    392 225 59 77 387 
stack 44:    172 177 46 427 313 
stack 45:    102 309 134 402 360 
stack 46:    53 61 459 448 424 
stack 47:    307 437 117 91 185 
stack 48:    400 206 148 214 375 
stack 49:    474 144 469 213 208 
stack 50:    414 492 123 232 198 
stack 51:    85 86 200 112 339 
stack 52:    491 330 97 386 129 
stack 53:    367 327 499 364 152 
stack 54:    127 467 242 397 171 
stack 55:    350 470 122 138 314 
stack 56:    454 193 139 315 226 
stack 57:    72 155 65 174 498 
stack 58:    399 164 472 320 476 
stack 59:    444 342 205 452 393 
stack 60:    250 0 
stack 61:    251 
stack 62:    252 3 
stack 63:    253 
stack 64:    4 2 
stack 65:    255 
stack 66:    6 256 
stack 67:    257 
stack 68:    8 
stack 69:    9 259 
stack 70:    260 
stack 71:    261 
stack 72:    12 22 263 197 262 
stack 73:    204 266 239 121 13 
stack 74:    287 15 312 201 384 
stack 75:    230 281 176 140 173 
stack 76:    425 160 268 130 76 
stack 77:    279 490 295 276 272 
stack 78:    460 29 26 291 270 
stack 79:    277 357 95 20 282 
stack 80:    30 390 485 488 383 
stack 81:    481 169 32 236 482 
stack 82:    461 41 114 196 216 
stack 83:    27 413 304 394 292 
stack 84:    81 210 325 335 391 
stack 85:    58 36 87 246 445 
stack 86:    328 153 369 428 398 
stack 87:    136 352 359 432 288 
stack 88:    477 150 199 38 377 
stack 89:    378 241 161 494 473 
stack 90:    49 40 331 496 231 
stack 91:    478 298 187 209 48 
stack 92:    300 165 303 67 462 
stack 93:    37 186 62 371 106 
stack 94:    181 78 170 158 286 
stack 95:    107 405 351 66 322 
stack 96:    495 50 370 406 162 
stack 97:    73 430 125 453 447 
stack 98:    305 353 70 449 385 
stack 99:    343 355 349 466 376 
stack 100:    240 128 475 484 238 
stack 101:    446 101 468 389 126 
stack 102:    115 235 207 90 105 
stack 103:    412 457 133 93 221 
stack 104:    431 228 71 319 94 
stack 105:    497 47 409 96 483 
stack 106:    318 463 464 224 317 
stack 107:    489 362 420 465 380 
stack 108:    57 132 212 159 333 
stack 109:    157 141 119 243 180 
stack 110:    451 407 80 92 166 
stack 111:    182 329 145 443 245 
stack 112:    124 332 326 202 323 
stack 113:    429 345 487 100 54 
stack 114:    244 154 163 179 229 
stack 115:    354 321 356 63 382 
stack 116:    306 195 69 418 438 
stack 117:    435 419 347 434 442 
stack 118:    68 423 341 194 455 
stack 119:    373 189 188 471 203 
