solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 16.50 s
objective value: 282009.54

stacks (top to bottom):
stack 0:    0 
stack 1:    251 
stack 2:    252 
stack 3:    
stack 4:    
stack 5:    255 
stack 6:    
stack 7:    7 257 
stack 8:    8 
stack 9:    9 
stack 10:    
stack 11:    11 
stack 12:    12 
stack 13:    264 280 273 13 166 
stack 14:    140 62 27 266 375 
stack 15:    122 61 380 267 24 
stack 16:    92 36 142 40 161 
stack 17:    77 339 26 25 480 
stack 18:    157 234 272 312 397 
stack 19:    285 413 95 51 19 
stack 20:    277 394 294 275 184 
stack 21:    106 94 390 282 21 
stack 22:    368 49 333 378 290 
stack 23:    276 274 362 491 41 
stack 24:    283 346 284 28 37 
stack 25:    176 132 103 68 287 
stack 26:    372 30 151 415 479 
stack 27:    395 385 39 369 301 
stack 28:    360 445 308 216 210 
stack 29:    328 386 435 417 403 
stack 30:    439 425 221 173 96 
stack 31:    247 441 440 195 42 
stack 32:    215 188 494 218 34 
stack 33:    246 187 401 344 177 
stack 34:    199 402 450 288 321 
stack 35:    297 60 239 44 465 
stack 36:    76 437 82 478 248 
stack 37:    295 473 193 373 84 
stack 38:    67 150 438 451 311 
stack 39:    197 355 52 58 155 
stack 40:    53 54 123 383 419 
stack 41:    377 124 224 459 443 
stack 42:    341 323 475 460 131 
stack 43:    153 322 462 121 336 
stack 44:    348 232 306 47 70 
stack 45:    179 105 463 203 170 
stack 46:    347 299 454 59 171 
stack 47:    235 169 230 486 110 
stack 48:    309 318 376 396 241 
stack 49:    146 158 134 499 227 
stack 50:    349 409 495 85 64 
stack 51:    194 57 78 206 304 
stack 52:    244 461 314 489 370 
stack 53:    156 305 135 231 481 
stack 54:    71 126 319 99 214 
stack 55:    111 485 335 498 145 
stack 56:    242 240 97 334 56 
stack 57:    496 470 133 458 428 
stack 58:    168 399 387 237 320 
stack 59:    154 317 400 120 236 
stack 60:    
stack 61:    250 1 
stack 62:    2 3 
stack 63:    253 
stack 64:    254 4 
stack 65:    5 256 
stack 66:    6 
stack 67:    
stack 68:    258 
stack 69:    259 
stack 70:    260 10 
stack 71:    261 
stack 72:    263 268 262 408 207 
stack 73:    16 228 72 29 180 
stack 74:    455 265 17 69 14 
stack 75:    18 43 31 298 15 
stack 76:    229 233 55 466 279 
stack 77:    74 331 307 159 271 
stack 78:    270 223 22 429 152 
stack 79:    102 269 20 358 205 
stack 80:    219 487 382 324 286 
stack 81:    391 381 23 384 430 
stack 82:    178 46 200 468 345 
stack 83:    222 165 457 81 137 
stack 84:    352 398 410 488 33 
stack 85:    50 238 192 116 35 
stack 86:    447 293 389 217 204 
stack 87:    185 90 361 363 86 
stack 88:    357 289 416 420 278 
stack 89:    471 125 490 113 484 
stack 90:    112 351 104 424 174 
stack 91:    327 38 186 48 281 
stack 92:    139 315 340 243 32 
stack 93:    405 93 316 291 66 
stack 94:    338 191 167 164 45 
stack 95:    310 422 226 143 128 
stack 96:    198 412 442 444 212 
stack 97:    115 109 446 107 356 
stack 98:    313 493 213 330 392 
stack 99:    79 138 162 296 374 
stack 100:    114 431 365 482 472 
stack 101:    436 87 407 469 208 
stack 102:    449 292 65 448 393 
stack 103:    418 245 63 202 136 
stack 104:    117 342 492 144 467 
stack 105:    353 332 404 354 432 
stack 106:    130 476 456 149 196 
stack 107:    350 464 118 406 80 
stack 108:    189 414 148 88 300 
stack 109:    423 303 182 89 302 
stack 110:    326 371 190 325 329 
stack 111:    343 75 211 175 411 
stack 112:    477 367 181 379 119 
stack 113:    141 147 225 127 421 
stack 114:    434 209 91 483 474 
stack 115:    249 160 433 388 129 
stack 116:    366 201 359 364 163 
stack 117:    108 101 220 452 100 
stack 118:    427 83 453 337 98 
stack 119:    73 172 497 183 426 
