instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
750_119_7_00,LB,1800.0,-,716566.14,-,-,-,-,-
750_119_7_00,BinP,1800.0,1801.54,716568.58
750_119_7_00,GH,1800.0,0.01,752375.43
750_119_7_00,GH + TS,1800.0,906.75,716571.02,35804.0,5.0,207.679,358,708
750_119_7_00,GH + HC,1800.0,472.65,716571.02,35804.0,5.0,53.798,154,504
750_119_7_01,LB,1800.0,-,716562.52,-,-,-,-,-
750_119_7_01,BinP,1800.0,1726.27,716564.96
750_119_7_01,GH,1800.0,0.00,753593.48
750_119_7_01,GH + TS,1800.0,616.17,716585.58,37008.0,5.0,50.766,133,483
750_119_7_01,GH + HC,1800.0,424.18,716571.02,37022.0,5.0,46.451,106,456
750_119_7_02,LB,1800.0,-,716549.14,-,-,-,-,-
750_119_7_02,BinP,1800.0,1801.42,716551.58
750_119_7_02,GH,1800.0,0.00,752581.46
750_119_7_02,GH + TS,1800.0,633.11,716557.64,36024.0,5.0,42.659,126,476
750_119_7_02,GH + HC,1800.0,534.25,716557.64,36024.0,5.0,85.84,213,563
750_119_7_03,LB,1800.0,-,716549.14,-,-,-,-,-
750_119_7_03,BinP,1800.0,1840.34,721033.02
750_119_7_03,GH,1800.0,0.00,754866.08
750_119_7_03,GH + TS,1800.0,683.62,716566.14,38300.0,5.0,79.598,202,552
750_119_7_03,GH + HC,1800.0,527.59,716568.58,38298.0,5.0,88.843,221,571
750_119_7_04,LB,1800.0,-,716557.64,-,-,-,-,-
750_119_7_04,BinP,1800.0,1803.18,721371.2
750_119_7_04,GH,1800.0,0.00,753478.34
750_119_7_04,GH + TS,1800.0,593.54,716580.7,36898.0,5.0,38.89,91,441
750_119_7_04,GH + HC,1800.0,477.03,716586.76,36892.0,5.0,85.597,204,554
750_119_7_05,LB,1800.0,-,716563.7,-,-,-,-,-
750_119_7_05,BinP,1800.0,1801.45,716563.7
750_119_7_05,GH,1800.0,0.00,755556.91
750_119_7_05,GH + TS,1800.0,1068.19,716563.7,38993.0,5.0,233.609,297,647
750_119_7_05,GH + HC,1800.0,560.05,716566.14,38991.0,5.0,97.895,247,597
750_119_7_06,LB,1800.0,-,716566.14,-,-,-,-,-
750_119_7_06,BinP,1800.0,1801.41,716571.02
750_119_7_06,GH,1800.0,0.00,752805.68
750_119_7_06,GH + TS,1800.0,1017.71,716571.02,36235.0,5.0,254.89,395,745
750_119_7_06,GH + HC,1800.0,432.33,716573.46,36232.0,5.0,54.922,134,484
750_119_7_07,LB,1800.0,-,716560.08,-,-,-,-,-
750_119_7_07,BinP,1800.0,1801.41,716568.58
750_119_7_07,GH,1800.0,0.00,752411.78
750_119_7_07,GH + TS,1800.0,609.4,716568.58,35843.0,5.0,35.47,118,468
750_119_7_07,GH + HC,1800.0,486.8,716568.58,35843.0,5.0,76.865,196,546
750_119_7_08,LB,1800.0,-,716546.7,-,-,-,-,-
750_119_7_08,BinP,1800.0,1800.71,721900.79
750_119_7_08,GH,1800.0,0.00,753611.66
750_119_7_08,GH + TS,1800.0,879.6,716557.64,37054.0,5.0,127.211,233,583
750_119_7_08,GH + HC,1800.0,743.84,716557.64,37054.0,5.0,204.927,524,874
750_119_7_09,LB,1800.0,-,716555.2,-,-,-,-,-
750_119_7_09,BinP,1800.0,1801.57,720882.78
750_119_7_09,GH,1800.0,0.00,750921.01
750_119_7_09,GH + TS,1800.0,771.94,716557.64,34363.0,5.0,65.683,169,519
750_119_7_09,GH + HC,1800.0,420.01,716560.08,34361.0,5.0,44.49,129,479
750_119_7_10,LB,1800.0,-,716558.9,-,-,-,-,-
750_119_7_10,BinP,1800.0,1778.44,716562.52
750_119_7_10,GH,1800.0,0.00,754066.15
750_119_7_10,GH + TS,1800.0,813.0,716562.52,37504.0,5.0,59.988,132,482
750_119_7_10,GH + HC,1800.0,620.92,716562.52,37504.0,5.0,109.61,232,582
750_119_7_11,LB,1800.0,-,716568.58,-,-,-,-,-
750_119_7_11,BinP,1800.0,1691.20,716574.64
750_119_7_11,GH,1800.0,0.00,752369.36
