instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
750_119_7_11,GH + TS,1800.0,689.73,716586.76,35783.0,5.0,54.275,174,524
750_119_7_11,GH + HC,1800.0,479.74,716574.64,35795.0,5.0,74.9,193,543
750_119_7_12,LB,1800.0,-,716568.58,-,-,-,-,-
750_119_7_12,BinP,1800.0,1803.93,720770.09
750_119_7_12,GH,1800.0,0.00,753532.88
750_119_7_12,GH + TS,1800.0,722.05,716583.14,36950.0,5.0,57.283,155,505
750_119_7_12,GH + HC,1800.0,477.87,716573.46,36959.0,5.0,49.863,142,492
750_119_7_13,LB,1800.0,-,716560.08,-,-,-,-,-
750_119_7_13,BinP,1800.0,1802.12,721360.27
750_119_7_13,GH,1800.0,0.00,754247.96
750_119_7_13,GH + TS,1800.0,736.73,716568.58,37679.0,5.0,85.107,167,517
750_119_7_13,GH + HC,1800.0,634.3,716568.58,37679.0,5.0,115.52,288,638
750_119_7_14,LB,1800.0,-,716567.4,-,-,-,-,-
750_119_7_14,BinP,1800.0,1804.79,721020.9
750_119_7_14,GH,1800.0,0.00,755611.45
750_119_7_14,GH + TS,1800.0,731.91,716571.02,39040.0,5.0,41.339,157,507
750_119_7_14,GH + HC,1800.0,437.97,716571.02,39040.0,5.0,52.266,137,487
750_119_7_15,LB,1800.0,-,716557.64,-,-,-,-,-
750_119_7_15,BinP,1800.0,1802.76,720170.06
750_119_7_15,GH,1800.0,0.00,752605.7
750_119_7_15,GH + TS,1800.0,715.54,716564.96,36041.0,5.0,38.39,129,479
750_119_7_15,GH + HC,1800.0,531.23,716562.52,36043.0,5.0,92.863,244,594
750_119_7_16,LB,1800.0,-,716578.26,-,-,-,-,-
750_119_7_16,BinP,1800.0,1800.73,720624.56
750_119_7_16,GH,1800.0,0.00,752326.94
750_119_7_16,GH + TS,1800.0,676.24,716580.7,35746.0,5.0,38.512,119,469
750_119_7_16,GH + HC,1800.0,466.46,716580.7,35746.0,5.0,46.027,107,457
750_119_7_17,LB,1800.0,-,716561.26,-,-,-,-,-
750_119_7_17,BinP,1800.0,1804.59,720863.34
750_119_7_17,GH,1800.0,0.00,753490.45
750_119_7_17,GH + TS,1800.0,717.37,716563.7,36927.0,5.0,39.186,116,466
750_119_7_17,GH + HC,1800.0,414.99,716563.7,36927.0,5.0,45.812,130,480
750_119_7_18,LB,1800.0,-,716554.02,-,-,-,-,-
750_119_7_18,BinP,1800.0,1804.18,720674.3
750_119_7_18,GH,1800.0,0.00,754914.56
750_119_7_18,GH + TS,1800.0,826.43,716564.96,38350.0,5.0,131.773,231,581
750_119_7_18,GH + HC,1800.0,453.36,716564.96,38350.0,5.0,59.014,142,492
750_119_7_19,LB,1800.0,-,716558.82,-,-,-,-,-
750_119_7_19,BinP,1800.0,1803.33,719545.88
750_119_7_19,GH,1800.0,0.00,752369.35
750_119_7_19,GH + TS,1800.0,662.59,716563.7,35806.0,5.0,44.889,119,469
750_119_7_19,GH + HC,1800.0,500.12,716563.7,35806.0,5.0,76.693,150,500
