solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 583.74 s
objective value: 282025.28

stacks (top to bottom):
stack 0:    
stack 1:    251 
stack 2:    
stack 3:    
stack 4:    
stack 5:    5 
stack 6:    256 
stack 7:    7 
stack 8:    
stack 9:    258 259 
stack 10:    11 10 
stack 11:    
stack 12:    267 
stack 13:    14 493 264 39 15 
stack 14:    23 205 269 124 33 
stack 15:    161 61 298 415 275 
stack 16:    380 389 16 68 411 
stack 17:    232 83 437 409 91 
stack 18:    18 447 393 86 441 
stack 19:    495 45 186 362 77 
stack 20:    286 118 24 123 431 
stack 21:    107 84 292 34 290 
stack 22:    172 416 394 58 29 
stack 23:    274 52 283 301 279 
stack 24:    48 50 371 303 153 
stack 25:    320 346 143 25 285 
stack 26:    223 156 401 354 36 
stack 27:    202 178 133 242 474 
stack 28:    420 385 407 294 461 
stack 29:    237 225 162 125 360 
stack 30:    327 465 138 182 147 
stack 31:    32 35 87 233 70 
stack 32:    137 426 378 476 128 
stack 33:    404 134 185 177 191 
stack 34:    203 116 41 220 154 
stack 35:    347 149 200 69 287 
stack 36:    334 80 211 398 384 
stack 37:    165 130 340 396 181 
stack 38:    198 81 488 148 463 
stack 39:    113 306 101 111 103 
stack 40:    484 425 408 120 342 
stack 41:    88 293 71 310 423 
stack 42:    331 487 477 297 471 
stack 43:    92 494 479 144 435 
stack 44:    454 145 184 363 170 
stack 45:    236 197 422 446 102 
stack 46:    318 333 376 314 168 
stack 47:    392 468 217 424 64 
stack 48:    164 444 322 315 105 
stack 49:    216 313 57 187 317 
stack 50:    325 497 450 481 82 
stack 51:    195 188 400 460 218 
stack 52:    159 150 74 244 212 
stack 53:    108 419 397 121 304 
stack 54:    316 309 466 418 140 
stack 55:    338 180 365 405 104 
stack 56:    370 166 456 73 372 
stack 57:    391 96 126 374 485 
stack 58:    462 379 452 59 175 
stack 59:    403 417 343 351 135 
stack 60:    250 0 
stack 61:    2 1 
stack 62:    252 
stack 63:    3 
stack 64:    253 4 
stack 65:    255 254 
stack 66:    6 
stack 67:    257 
stack 68:    8 
stack 69:    9 
stack 70:    260 
stack 71:    262 261 
stack 72:    266 263 46 12 
stack 73:    13 114 31 350 158 
stack 74:    22 21 247 265 288 
stack 75:    271 17 478 99 272 
stack 76:    268 491 323 281 37 
stack 77:    30 308 276 27 429 
stack 78:    280 382 20 341 19 
stack 79:    26 151 89 291 85 
stack 80:    245 332 270 278 277 
stack 81:    238 321 239 222 231 
stack 82:    464 38 355 453 227 
stack 83:    289 412 273 329 28 
stack 84:    432 300 51 324 364 
stack 85:    307 282 295 62 136 
stack 86:    76 207 443 49 141 
stack 87:    72 43 75 402 42 
stack 88:    386 189 193 430 201 
stack 89:    173 496 243 439 127 
stack 90:    470 284 157 169 67 
stack 91:    445 199 337 248 326 
stack 92:    328 413 339 215 359 
stack 93:    381 492 132 490 129 
stack 94:    388 44 427 438 336 
stack 95:    115 368 47 319 369 
stack 96:    352 209 457 93 119 
stack 97:    428 95 406 299 240 
stack 98:    442 117 410 174 348 
stack 99:    449 395 387 296 40 
stack 100:    163 357 330 455 433 
stack 101:    344 230 206 302 176 
stack 102:    390 349 234 473 499 
stack 103:    458 183 160 373 475 
stack 104:    312 78 361 482 194 
stack 105:    459 440 221 246 60 
stack 106:    196 152 366 79 139 
stack 107:    383 345 436 55 483 
stack 108:    229 98 228 486 224 
stack 109:    235 192 434 56 448 
stack 110:    90 467 131 97 353 
stack 111:    480 110 54 208 190 
stack 112:    94 377 63 53 146 
stack 113:    210 375 241 421 204 
stack 114:    367 414 122 155 305 
stack 115:    498 489 106 451 219 
stack 116:    213 472 311 142 356 
stack 117:    469 109 112 167 65 
stack 118:    399 66 358 214 100 
stack 119:    179 226 335 249 171 
