solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 60.55 s
objective value: 282004.66

stacks (top to bottom):
stack 0:    
stack 1:    1 
stack 2:    
stack 3:    
stack 4:    254 
stack 5:    5 
stack 6:    
stack 7:    7 
stack 8:    258 
stack 9:    
stack 10:    10 
stack 11:    11 
stack 12:    13 
stack 13:    378 37 266 267 249 
stack 14:    264 93 333 224 14 
stack 15:    265 411 15 65 465 
stack 16:    244 271 71 69 269 
stack 17:    340 361 17 466 42 
stack 18:    53 353 128 472 473 
stack 19:    480 227 381 165 272 
stack 20:    273 367 22 246 339 
stack 21:    23 26 28 488 21 
stack 22:    25 189 323 383 24 
stack 23:    27 219 211 38 179 
stack 24:    89 350 283 279 184 
stack 25:    127 390 82 41 149 
stack 26:    277 319 388 320 111 
stack 27:    176 234 422 297 94 
stack 28:    217 325 35 171 191 
stack 29:    218 300 496 145 138 
stack 30:    160 352 30 428 288 
stack 31:    150 373 481 476 32 
stack 32:    392 432 355 152 34 
stack 33:    478 404 201 329 294 
stack 34:    85 354 321 63 382 
stack 35:    400 147 110 51 398 
stack 36:    305 467 114 44 445 
stack 37:    414 169 123 232 198 
stack 38:    46 385 47 92 291 
stack 39:    479 408 442 178 360 
stack 40:    461 170 91 185 131 
stack 41:    175 235 202 61 205 
stack 42:    199 377 67 483 421 
stack 43:    210 226 344 415 183 
stack 44:    429 177 423 475 317 
stack 45:    120 396 332 364 379 
stack 46:    484 420 471 418 105 
stack 47:    307 117 133 222 231 
stack 48:    193 212 215 301 387 
stack 49:    335 54 142 98 438 
stack 50:    463 148 214 452 439 
stack 51:    60 225 118 449 376 
stack 52:    491 492 330 386 129 
stack 53:    84 76 70 196 190 
stack 54:    431 437 99 384 229 
stack 55:    228 87 97 441 116 
stack 56:    240 132 458 406 493 
stack 57:    412 457 327 155 309 
stack 58:    477 425 334 159 486 
stack 59:    435 200 356 112 462 
stack 60:    250 0 
stack 61:    251 
stack 62:    252 
stack 63:    3 
stack 64:    4 2 253 
stack 65:    255 
stack 66:    6 256 
stack 67:    257 
stack 68:    8 
stack 69:    9 259 
stack 70:    260 
stack 71:    261 
stack 72:    12 310 263 188 262 
stack 73:    18 285 56 79 278 
stack 74:    416 490 276 299 296 
stack 75:    268 16 109 164 270 
stack 76:    50 19 48 162 66 
stack 77:    49 306 362 247 248 
stack 78:    239 430 290 453 395 
stack 79:    31 237 424 448 286 
stack 80:    274 369 397 20 282 
stack 81:    454 102 195 121 197 
stack 82:    451 474 124 464 295 
stack 83:    289 36 328 426 363 
stack 84:    347 444 342 275 393 
stack 85:    181 287 341 29 194 
stack 86:    40 413 331 143 303 
stack 87:    399 146 135 434 216 
stack 88:    433 487 337 280 284 
stack 89:    281 403 140 389 447 
stack 90:    72 154 456 33 174 
stack 91:    107 45 405 351 322 
stack 92:    495 311 86 104 126 
stack 93:    81 108 43 39 166 
stack 94:    374 308 358 368 186 
stack 95:    75 88 468 122 455 
stack 96:    489 163 482 365 292 
stack 97:    372 103 366 101 304 
stack 98:    241 407 485 80 158 
stack 99:    410 316 173 221 106 
stack 100:    470 187 326 401 55 
stack 101:    136 293 236 443 113 
stack 102:    336 204 78 312 192 
stack 103:    57 73 90 402 380 
stack 104:    182 139 130 313 245 
stack 105:    58 137 161 494 203 
stack 106:    115 206 370 233 338 
stack 107:    419 440 153 213 371 
stack 108:    172 298 345 209 95 
stack 109:    446 359 77 349 208 
stack 110:    151 52 223 62 314 
stack 111:    59 207 375 156 302 
stack 112:    230 168 348 499 96 
stack 113:    436 427 315 74 134 
stack 114:    83 100 391 346 238 
stack 115:    343 469 242 394 180 
stack 116:    68 417 324 125 64 
stack 117:    157 141 119 450 243 
stack 118:    318 357 459 220 167 
stack 119:    460 497 144 409 498 
