solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 527.31 s
objective value: 282009.54

stacks (top to bottom):
stack 0:    
stack 1:    1 
stack 2:    
stack 3:    253 
stack 4:    4 
stack 5:    5 
stack 6:    256 
stack 7:    257 
stack 8:    258 
stack 9:    9 
stack 10:    
stack 11:    261 
stack 12:    268 
stack 13:    193 423 13 269 263 
stack 14:    266 64 17 446 153 
stack 15:    29 23 95 46 122 
stack 16:    323 286 483 82 270 
stack 17:    486 49 481 371 237 
stack 18:    450 37 202 421 355 
stack 19:    116 98 381 485 415 
stack 20:    273 147 27 493 134 
stack 21:    271 312 496 165 275 
stack 22:    25 276 292 279 231 
stack 23:    363 84 277 422 499 
stack 24:    192 190 185 320 176 
stack 25:    204 198 413 158 220 
stack 26:    316 291 495 429 461 
stack 27:    297 141 68 230 348 
stack 28:    245 146 332 329 123 
stack 29:    36 151 442 42 340 
stack 30:    197 407 30 294 232 
stack 31:    140 174 144 115 284 
stack 32:    434 428 35 155 88 
stack 33:    227 298 217 435 301 
stack 34:    39 417 480 366 304 
stack 35:    295 70 81 86 175 
stack 36:    126 399 206 54 336 
stack 37:    397 372 354 497 182 
stack 38:    45 156 387 71 191 
stack 39:    370 228 319 118 462 
stack 40:    488 135 248 477 178 
stack 41:    179 219 200 92 212 
stack 42:    317 234 375 94 361 
stack 43:    100 378 313 171 180 
stack 44:    55 478 368 453 119 
stack 45:    404 101 72 444 154 
stack 46:    457 405 367 314 438 
stack 47:    233 85 239 382 364 
stack 48:    240 225 104 473 358 
stack 49:    469 447 117 409 132 
stack 50:    188 470 343 78 331 
stack 51:    166 150 472 490 159 
stack 52:    347 321 121 208 482 
stack 53:    394 419 307 201 67 
stack 54:    173 58 130 211 475 
stack 55:    327 395 169 247 342 
stack 56:    109 385 102 376 189 
stack 57:    137 344 479 63 148 
stack 58:    215 124 145 80 333 
stack 59:    433 76 73 209 351 
stack 60:    250 0 
stack 61:    251 2 
stack 62:    
stack 63:    3 252 
stack 64:    254 
stack 65:    255 
stack 66:    6 
stack 67:    7 
stack 68:    8 
stack 69:    259 
stack 70:    10 260 
stack 71:    262 11 
stack 72:    223 12 369 40 
stack 73:    267 403 14 22 161 
stack 74:    400 143 20 264 16 
stack 75:    282 196 265 15 19 
stack 76:    89 309 454 285 357 
stack 77:    463 203 293 187 494 
stack 78:    28 216 34 489 18 
stack 79:    412 337 26 281 21 
stack 80:    167 402 449 311 44 
stack 81:    106 224 388 110 48 
stack 82:    272 391 410 379 274 
stack 83:    33 139 157 32 249 
stack 84:    420 416 24 210 47 
stack 85:    392 229 184 424 107 
stack 86:    136 278 359 325 318 
stack 87:    492 345 280 38 448 
stack 88:    244 112 287 322 288 
stack 89:    138 77 164 283 69 
stack 90:    242 396 235 414 302 
stack 91:    458 31 213 427 57 
stack 92:    51 163 374 377 289 
stack 93:    339 383 50 60 467 
stack 94:    241 436 456 445 406 
stack 95:    149 386 177 308 120 
stack 96:    290 306 91 199 221 
stack 97:    432 61 43 90 152 
stack 98:    335 300 194 62 52 
stack 99:    328 455 440 468 476 
stack 100:    443 41 93 393 460 
stack 101:    87 401 214 74 243 
stack 102:    207 471 380 303 425 
stack 103:    398 56 97 299 128 
stack 104:    341 236 296 431 96 
stack 105:    170 131 53 324 365 
stack 106:    114 441 125 484 466 
stack 107:    133 452 218 418 437 
stack 108:    426 315 75 168 59 
stack 109:    222 246 334 105 65 
stack 110:    373 183 356 238 349 
stack 111:    439 172 66 389 362 
stack 112:    352 498 338 113 350 
stack 113:    326 108 186 465 111 
stack 114:    195 305 346 491 459 
stack 115:    103 129 330 430 162 
stack 116:    360 127 464 353 181 
stack 117:    142 474 226 451 408 
stack 118:    83 99 79 205 160 
stack 119:    487 411 310 384 390 
