solved with: SP.post_optimization_methods.LocalSearch
time limit: 1800.0 s
time to solve: 123.56 s
objective value: 282019.22

stacks (top to bottom):
stack 0:    
stack 1:    251 
stack 2:    
stack 3:    
stack 4:    
stack 5:    254 
stack 6:    256 
stack 7:    7 
stack 8:    
stack 9:    258 259 
stack 10:    10 
stack 11:    
stack 12:    11 262 
stack 13:    268 302 301 42 37 
stack 14:    230 344 432 264 15 
stack 15:    161 267 288 278 364 
stack 16:    266 447 133 155 411 
stack 17:    416 405 208 412 82 
stack 18:    337 361 160 138 86 
stack 19:    238 274 20 99 333 
stack 20:    232 470 176 372 359 
stack 21:    189 25 340 353 290 
stack 22:    235 137 162 481 341 
stack 23:    286 391 183 473 103 
stack 24:    149 31 422 134 58 
stack 25:    116 110 285 71 460 
stack 26:    468 401 120 439 277 
stack 27:    282 466 315 231 33 
stack 28:    420 465 126 34 335 
stack 29:    280 388 38 479 39 
stack 30:    418 185 122 299 181 
stack 31:    368 199 383 296 40 
stack 32:    118 35 131 56 371 
stack 33:    490 184 200 186 287 
stack 34:    370 325 360 433 70 
stack 35:    76 78 248 297 329 
stack 36:    498 207 306 106 448 
stack 37:    195 495 419 486 154 
stack 38:    81 380 385 456 474 
stack 39:    198 494 324 431 194 
stack 40:    403 399 244 437 170 
stack 41:    293 193 111 227 485 
stack 42:    436 144 204 127 119 
stack 43:    404 163 444 461 157 
stack 44:    472 322 210 446 358 
stack 45:    113 355 441 146 224 
stack 46:    88 374 52 499 190 
stack 47:    392 247 375 215 212 
stack 48:    443 49 141 429 219 
stack 49:    209 382 62 93 69 
stack 50:    440 308 246 187 249 
stack 51:    165 150 172 121 409 
stack 52:    159 478 84 112 482 
stack 53:    117 309 311 66 415 
stack 54:    390 387 98 453 67 
stack 55:    307 442 143 330 174 
stack 56:    386 313 241 476 475 
stack 57:    96 488 234 483 135 
stack 58:    216 312 407 373 435 
stack 59:    480 316 357 455 471 
stack 60:    250 0 
stack 61:    2 1 
stack 62:    253 252 
stack 63:    3 
stack 64:    4 
stack 65:    255 5 
stack 66:    6 
stack 67:    257 
stack 68:    8 
stack 69:    9 
stack 70:    260 
stack 71:    261 
stack 72:    467 263 398 12 275 
stack 73:    13 395 18 352 16 
stack 74:    14 319 265 284 28 
stack 75:    30 17 21 389 279 
stack 76:    22 394 19 233 356 
stack 77:    487 332 97 102 87 
stack 78:    445 417 107 63 51 
stack 79:    269 271 402 148 65 
stack 80:    323 123 27 294 270 
stack 81:    47 43 283 60 310 
stack 82:    427 223 239 273 272 
stack 83:    23 26 377 24 451 
stack 84:    347 164 276 281 228 
stack 85:    152 438 295 397 167 
stack 86:    338 378 343 36 153 
stack 87:    367 413 339 314 242 
stack 88:    32 108 410 414 396 
stack 89:    45 132 363 243 29 
stack 90:    72 229 346 292 55 
stack 91:    151 44 64 452 291 
stack 92:    327 206 349 109 73 
stack 93:    196 41 220 365 354 
stack 94:    202 203 48 303 421 
stack 95:    289 226 75 158 351 
stack 96:    90 489 61 91 147 
stack 97:    426 59 457 240 305 
stack 98:    458 320 298 300 50 
stack 99:    449 493 221 345 54 
stack 100:    80 222 130 366 191 
stack 101:    464 197 408 376 369 
stack 102:    89 46 180 156 169 
stack 103:    179 400 214 496 77 
stack 104:    178 129 318 362 171 
stack 105:    459 114 95 384 379 
stack 106:    454 328 406 348 336 
stack 107:    92 104 53 57 85 
stack 108:    211 217 139 140 128 
stack 109:    321 105 142 326 168 
stack 110:    236 462 350 101 393 
stack 111:    145 492 424 136 100 
stack 112:    94 434 497 79 175 
stack 113:    213 173 188 125 83 
stack 114:    428 177 68 218 304 
stack 115:    205 192 225 450 423 
stack 116:    381 166 430 317 463 
stack 117:    115 491 331 469 201 
stack 118:    334 124 477 245 182 
stack 119:    237 484 74 425 342 
