instance,solver,time,val
500_150_4_00,LB,-,255980.58
500_150_4_00,BinP,826.44,255991.52
500_150_4_00,3Idx,1801.04,274580.14
500_150_4_00,GH,0.01,309389.5
500_150_4_01,LB,-,255990.26
500_150_4_01,BinP,1249.44,255995.14
500_150_4_01,3Idx,1801.26,274204.66
500_150_4_01,GH,0.00,305177.8
500_150_4_02,LB,-,255993.88
500_150_4_02,BinP,1503.59,256013.4
500_150_4_02,3Idx,1800.64,273953.84
500_150_4_02,GH,0.00,305486.86
500_150_4_03,LB,-,255974.44
500_150_4_03,BinP,1204.69,255990.26
500_150_4_03,3Idx,1801.13,271928.54
500_150_4_03,GH,0.00,308759.26
500_150_4_04,LB,-,255976.88
500_150_4_04,BinP,843.12,255986.64
500_150_4_04,3Idx,1800.88,268246.42
500_150_4_04,GH,0.00,305874.7
500_150_4_05,LB,-,255989.08
500_150_4_05,BinP,875.51,256000.02
500_150_4_05,3Idx,1800.68,269600.4
500_150_4_05,GH,0.00,306383.74
500_150_4_06,LB,-,255976.88
500_150_4_06,BinP,738.57,255992.7
500_150_4_06,3Idx,1801.22,267808.92
500_150_4_06,GH,0.00,307068.52
500_150_4_07,LB,-,255980.58
500_150_4_07,BinP,876.92,255989.08
500_150_4_07,3Idx,1802.42,271966.16
500_150_4_07,GH,0.00,303244.66
500_150_4_08,LB,-,256012.06
500_150_4_08,BinP,752.01,256029.06
500_150_4_08,3Idx,1801.13,279162.76
500_150_4_08,GH,0.00,305177.8
500_150_4_09,LB,-,255991.44
500_150_4_09,BinP,791.11,256009.7
500_150_4_09,3Idx,1800.64,272521.16
500_150_4_09,GH,0.00,306735.22
500_150_4_10,LB,-,256020.56
500_150_4_10,BinP,1077.58,256033.94
500_150_4_10,3Idx,1800.97,273440.0
500_150_4_10,GH,0.00,304917.22
500_150_4_11,LB,-,255963.5
500_150_4_11,BinP,1343.83,255975.7
500_150_4_11,3Idx,1801.15,267337.58
500_150_4_11,GH,0.00,307571.5
500_150_4_12,LB,-,255981.76
500_150_4_12,BinP,887.10,255995.14
500_150_4_12,3Idx,1800.82,296342.16
500_150_4_12,GH,0.00,305911.06
500_150_4_13,LB,-,255987.82
500_150_4_13,BinP,1203.62,255997.58
500_150_4_13,3Idx,1800.83,269727.66
500_150_4_13,GH,0.00,306898.84
500_150_4_14,LB,-,255993.88
500_150_4_14,BinP,754.86,256009.7
500_150_4_14,3Idx,1801.25,295233.02
500_150_4_14,GH,0.00,308238.1
500_150_4_15,LB,-,255985.38
500_150_4_15,BinP,661.41,255993.88
500_150_4_15,3Idx,1801.16,297944.44
500_150_4_15,GH,0.00,305929.24
500_150_4_16,LB,-,256002.3
500_150_4_16,BinP,1073.11,256013.24
500_150_4_16,3Idx,1801.21,275780.34
500_150_4_16,GH,0.00,309716.74
500_150_4_17,LB,-,255970.82
500_150_4_17,BinP,1059.65,255986.64
500_150_4_17,3Idx,1800.79,267740.06
500_150_4_17,GH,0.00,306953.38
500_150_4_18,LB,-,256004.82
500_150_4_18,BinP,701.57,256012.14
500_150_4_18,3Idx,1801.20,297371.1
500_150_4_18,GH,0.00,307444.24
500_150_4_19,LB,-,255998.76
500_150_4_19,BinP,738.31,256020.64
500_150_4_19,3Idx,1800.66,273645.96
500_150_4_19,GH,0.00,306159.52
