solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 163,98 s
objective value: 281996.16

stacks (top to bottom):
stack 0:    
stack 1:    251 
stack 2:    252 
stack 3:    3 
stack 4:    
stack 5:    
stack 6:    6 
stack 7:    257 
stack 8:    
stack 9:    9 
stack 10:    
stack 11:    261 
stack 12:    
stack 13:    188 268 149 184 195 
stack 14:    272 29 296 123 349 
stack 15:    336 394 180 201 265 
stack 16:    419 31 202 270 269 
stack 17:    18 61 23 185 362 
stack 18:    271 101 354 389 279 
stack 19:    28 370 244 298 20 
stack 20:    344 177 482 161 192 
stack 21:    280 283 140 230 74 
stack 22:    437 235 452 414 219 
stack 23:    240 68 284 330 400 
stack 24:    24 300 210 387 491 
stack 25:    404 206 183 363 33 
stack 26:    454 480 360 69 35 
stack 27:    355 427 56 129 466 
stack 28:    382 306 181 62 474 
stack 29:    390 297 496 152 398 
stack 30:    249 405 377 444 194 
stack 31:    105 75 139 413 67 
stack 32:    238 128 217 32 498 
stack 33:    211 126 435 50 44 
stack 34:    34 78 243 77 383 
stack 35:    216 337 397 416 36 
stack 36:    41 351 49 492 487 
stack 37:    40 120 304 380 66 
stack 38:    333 95 221 42 295 
stack 39:    402 494 289 171 117 
stack 40:    290 93 70 457 313 
stack 41:    321 227 309 203 43 
stack 42:    172 212 73 328 393 
stack 43:    329 47 232 493 340 
stack 44:    196 247 223 164 335 
stack 45:    341 325 245 130 231 
stack 46:    83 215 345 237 90 
stack 47:    205 53 133 81 242 
stack 48:    299 407 428 442 182 
stack 49:    303 348 465 158 319 
stack 50:    439 391 463 150 353 
stack 51:    213 178 312 76 396 
stack 52:    111 141 98 320 417 
stack 53:    131 456 446 372 488 
stack 54:    91 157 168 478 305 
stack 55:    58 339 426 229 347 
stack 56:    246 102 483 485 359 
stack 57:    162 352 189 233 324 
stack 58:    409 100 64 467 82 
stack 59:    241 316 71 318 225 
stack 60:    0 250 
stack 61:    1 
stack 62:    2 
stack 63:    253 
stack 64:    254 4 
stack 65:    5 255 
stack 66:    256 
stack 67:    7 
stack 68:    258 
stack 69:    259 8 
stack 70:    10 260 
stack 71:    11 12 
stack 72:    263 224 13 262 264 
stack 73:    116 248 373 281 423 
stack 74:    19 14 422 15 17 
stack 75:    266 187 16 314 436 
stack 76:    234 374 236 425 169 
stack 77:    274 142 278 267 441 
stack 78:    103 107 106 411 30 
stack 79:    429 315 65 26 22 
stack 80:    88 21 48 385 287 
stack 81:    277 323 282 113 80 
stack 82:    273 331 151 440 334 
stack 83:    108 143 204 288 125 
stack 84:    276 415 60 55 490 
stack 85:    63 25 484 438 275 
stack 86:    497 367 403 27 104 
stack 87:    371 476 138 468 155 
stack 88:    285 147 327 87 445 
stack 89:    401 85 84 286 176 
stack 90:    464 199 381 356 375 
stack 91:    458 481 358 37 114 
stack 92:    399 294 431 343 208 
stack 93:    51 156 121 186 450 
stack 94:    322 310 392 159 291 
stack 95:    145 109 122 293 119 
stack 96:    453 112 346 495 226 
stack 97:    94 214 79 39 146 
stack 98:    342 410 110 92 38 
stack 99:    45 193 434 350 366 
stack 100:    132 222 368 447 99 
stack 101:    292 136 421 424 197 
stack 102:    57 137 475 451 486 
stack 103:    163 406 448 379 338 
stack 104:    443 469 395 174 418 
stack 105:    361 46 461 86 160 
stack 106:    167 499 175 357 165 
stack 107:    198 302 59 471 166 
stack 108:    239 153 365 54 369 
stack 109:    307 179 308 154 135 
stack 110:    228 134 432 388 124 
stack 111:    52 144 489 301 386 
stack 112:    420 455 148 472 209 
stack 113:    430 200 376 97 470 
stack 114:    412 378 462 118 170 
stack 115:    218 72 384 311 115 
stack 116:    190 477 173 317 96 
stack 117:    364 459 332 89 127 
stack 118:    220 408 207 433 449 
stack 119:    479 473 191 460 326 
