solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 770,76 s
objective value: 1177687.62

stacks (top to bottom):
stack 0:    
stack 1:    501 
stack 2:    2 
stack 3:    3 
stack 4:    4 
stack 5:    5 
stack 6:    6 
stack 7:    507 
stack 8:    
stack 9:    509 
stack 10:    10 
stack 11:    11 
stack 12:    
stack 13:    
stack 14:    514 
stack 15:    515 
stack 16:    16 
stack 17:    
stack 18:    
stack 19:    19 
stack 20:    520 521 
stack 21:    993 542 522 529 859 570 
stack 22:    912 628 658 85 524 884 
stack 23:    806 45 992 738 28 780 
stack 24:    31 450 32 146 300 429 
stack 25:    978 149 537 259 661 771 
stack 26:    620 867 797 565 219 564 
stack 27:    532 479 495 494 651 985 
stack 28:    137 825 302 53 33 60 
stack 29:    538 59 362 29 799 373 
stack 30:    944 242 263 218 291 69 
stack 31:    92 393 448 46 714 718 
stack 32:    139 370 568 62 463 610 
stack 33:    850 938 869 556 72 933 
stack 34:    154 822 713 941 333 34 
stack 35:    613 432 230 265 555 430 
stack 36:    173 618 636 769 544 795 
stack 37:    248 943 184 648 57 754 
stack 38:    489 784 543 51 348 216 
stack 39:    794 880 807 88 751 128 
stack 40:    861 835 950 724 103 545 
stack 41:    721 541 187 309 917 732 
stack 42:    261 307 968 436 64 964 
stack 43:    674 558 200 802 416 396 
stack 44:    475 417 267 227 321 911 
stack 45:    595 487 742 111 690 981 
stack 46:    952 984 77 449 624 630 
stack 47:    48 346 324 106 998 550 
stack 48:    212 209 792 387 779 61 
stack 49:    485 857 67 720 197 816 
stack 50:    371 491 349 238 776 996 
stack 51:    758 386 469 918 848 557 
stack 52:    578 689 428 68 127 195 
stack 53:    793 881 415 694 966 447 
stack 54:    723 96 585 663 972 165 
stack 55:    571 809 241 958 763 423 
stack 56:    705 745 372 355 804 736 
stack 57:    575 813 902 987 929 179 
stack 58:    117 224 878 444 796 84 
stack 59:    616 599 391 559 961 600 
stack 60:    853 563 264 274 100 210 
stack 61:    499 914 755 262 235 567 
stack 62:    951 402 293 982 421 851 
stack 63:    404 390 940 617 171 722 
stack 64:    287 488 347 112 737 644 
stack 65:    949 157 829 768 192 78 
stack 66:    410 366 761 697 147 340 
stack 67:    452 815 220 778 913 186 
stack 68:    752 255 675 87 272 593 
stack 69:    376 97 401 611 772 576 
stack 70:    178 574 584 919 897 602 
stack 71:    482 207 205 134 320 846 
stack 72:    765 339 671 856 953 252 
