instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
1000_201_6_00,LB,3600.0,-,1177695.96,-,-,-,-,-
1000_201_6_00,GH,3600.0,0.02,1298204.66,-,-,-,-,-
1000_201_6_00,GH + HC,3600.0,784.25,1177708.16,120497.0,9.0,386.187,29,79
1000_201_6_01,LB,3600.0,-,1177712.96,-,-,-,-,-
1000_201_6_01,GH,3600.0,0.00,1295380.69,-,-,-,-,-
1000_201_6_01,GH + HC,3600.0,981.69,1177725.16,117656.0,9.0,375.151,29,79
1000_201_6_02,LB,3600.0,-,1177709.34,-,-,-,-,-
1000_201_6_02,GH,3600.0,0.00,1302531.46,-,-,-,-,-
1000_201_6_02,GH + HC,3600.0,810.85,1177716.66,124815.0,10.0,441.916,34,84
1000_201_6_03,LB,3600.0,-,1177692.42,-,-,-,-,-
1000_201_6_03,GH,3600.0,0.00,1303088.96,-,-,-,-,-
1000_201_6_03,GH + HC,3600.0,776.28,1177708.24,125381.0,10.0,303.888,23,73
1000_201_6_04,LB,3600.0,-,1177691.16,-,-,-,-,-
1000_201_6_04,GH,3600.0,0.00,1300798.32,-,-,-,-,-
1000_201_6_04,GH + HC,3600.0,735.54,1177708.24,123090.0,9.0,335.602,26,76
1000_201_6_05,LB,3600.0,-,1177703.28,-,-,-,-,-
1000_201_6_05,GH,3600.0,0.00,1303761.62,-,-,-,-,-
1000_201_6_05,GH + HC,3600.0,823.09,1177708.16,126053.0,10.0,348.73,27,77
1000_201_6_06,LB,3600.0,-,1177692.34,-,-,-,-,-
1000_201_6_06,GH,3600.0,0.00,1301834.54,-,-,-,-,-
1000_201_6_06,GH + HC,3600.0,745.31,1177699.66,124135.0,10.0,349.142,28,78
1000_201_6_07,LB,3600.0,-,1177704.54,-,-,-,-,-
1000_201_6_07,GH,3600.0,0.00,1300864.94,-,-,-,-,-
1000_201_6_07,GH + HC,3600.0,811.77,1177720.28,123145.0,9.0,443.285,31,81
1000_201_6_08,LB,3600.0,-,1177699.58,-,-,-,-,-
1000_201_6_08,GH,3600.0,0.00,1302083.04,-,-,-,-,-
1000_201_6_08,GH + HC,3600.0,772.21,1177711.78,124371.0,10.0,287.6,24,74
1000_201_6_09,LB,3600.0,-,1177679.04,-,-,-,-,-
1000_201_6_09,GH,3600.0,0.00,1303246.53,-,-,-,-,-
1000_201_6_09,GH + HC,3600.0,804.55,1177686.36,125560.0,10.0,294.422,23,73
1000_201_6_10,LB,3600.0,-,1177679.04,-,-,-,-,-
1000_201_6_10,GH,3600.0,0.00,1295623.07,-,-,-,-,-
1000_201_6_10,GH + HC,3600.0,790.99,1177681.48,117942.0,9.0,371.867,29,79
1000_201_6_11,LB,3600.0,-,1177692.34,-,-,-,-,-
1000_201_6_11,GH,3600.0,0.00,1301598.22,-,-,-,-,-
1000_201_6_11,GH + HC,3600.0,790.2,1177713.04,123885.0,10.0,332.643,27,77
1000_201_6_12,LB,3600.0,-,1177695.96,-,-,-,-,-
1000_201_6_12,GH,3600.0,0.00,1298762.15,-,-,-,-,-
1000_201_6_12,GH + HC,3600.0,782.33,1177710.6,121052.0,9.0,391.769,30,80
1000_201_6_13,LB,3600.0,-,1177692.34,-,-,-,-,-
1000_201_6_13,GH,3600.0,0.00,1298144.01,-,-,-,-,-
1000_201_6_13,GH + HC,3600.0,1035.96,1177709.42,120435.0,9.0,407.226,27,77
1000_201_6_14,LB,3600.0,-,1177685.1,-,-,-,-,-
1000_201_6_14,GH,3600.0,0.00,1303064.73,-,-,-,-,-
1000_201_6_14,GH + HC,3600.0,866.24,1177700.92,125364.0,10.0,341.998,26,76
1000_201_6_15,LB,3600.0,-,1177697.22,-,-,-,-,-
1000_201_6_15,GH,3600.0,0.00,1294338.36,-,-,-,-,-
1000_201_6_15,GH + HC,3600.0,907.18,1177726.42,116612.0,9.0,375.163,28,78
1000_201_6_16,LB,3600.0,-,1177703.28,-,-,-,-,-
1000_201_6_16,GH,3600.0,0.00,1304385.83,-,-,-,-,-
1000_201_6_16,GH + HC,3600.0,725.37,1177713.04,126673.0,10.0,330.501,24,74
1000_201_6_17,LB,3600.0,-,1177676.52,-,-,-,-,-
1000_201_6_17,GH,3600.0,0.00,1296519.94,-,-,-,-,-
1000_201_6_17,GH + HC,3600.0,828.1,1177702.1,118818.0,9.0,440.578,31,81
1000_201_6_18,LB,3600.0,-,1177680.3,-,-,-,-,-
1000_201_6_18,GH,3600.0,0.00,1299816.59,-,-,-,-,-
1000_201_6_18,GH + HC,3600.0,770.76,1177687.62,122129.0,9.0,341.448,28,78
1000_201_6_19,LB,3600.0,-,1177695.96,-,-,-,-,-
1000_201_6_19,GH,3600.0,0.00,1297853.11,-,-,-,-,-
1000_201_6_19,GH + HC,3600.0,830.71,1177700.84,120152.0,9.0,458.38,30,80
