solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 1035,96 s
objective value: 1177709.42

stacks (top to bottom):
stack 0:    0 
stack 1:    
stack 2:    2 
stack 3:    
stack 4:    4 504 
stack 5:    5 
stack 6:    6 7 
stack 7:    
stack 8:    
stack 9:    
stack 10:    10 
stack 11:    
stack 12:    512 
stack 13:    514 
stack 14:    
stack 15:    
stack 16:    
stack 17:    
stack 18:    517 18 
stack 19:    
stack 20:    20 21 22 
stack 21:    33 477 540 24 522 523 
stack 22:    687 526 440 310 210 531 
stack 23:    232 892 820 535 828 527 
stack 24:    386 524 769 40 869 169 
stack 25:    25 238 569 31 397 148 
stack 26:    846 979 539 929 533 759 
stack 27:    201 244 881 753 276 893 
stack 28:    534 676 29 607 605 32 
stack 29:    88 585 304 494 63 165 
stack 30:    542 429 555 911 30 382 
stack 31:    564 181 54 649 797 752 
stack 32:    43 147 79 260 590 675 
stack 33:    44 116 681 812 890 727 
stack 34:    259 981 403 49 855 277 
stack 35:    745 37 42 275 622 249 
stack 36:    566 545 445 606 36 794 
stack 37:    48 831 89 653 757 300 
stack 38:    626 69 309 41 229 858 
stack 39:    591 270 728 814 556 843 
stack 40:    118 219 399 897 161 46 
stack 41:    657 915 242 959 352 53 
stack 42:    547 57 217 724 185 792 
stack 43:    257 807 286 711 480 223 
stack 44:    247 937 938 673 263 301 
stack 45:    187 580 867 434 611 561 
stack 46:    233 236 493 553 563 666 
stack 47:    965 231 387 817 366 285 
stack 48:    75 886 428 350 364 891 
stack 49:    784 96 388 299 52 128 
stack 50:    72 58 269 936 337 690 
stack 51:    258 630 51 225 343 593 
stack 52:    943 796 865 70 857 464 
stack 53:    160 66 496 485 854 602 
stack 54:    880 821 791 702 750 917 
stack 55:    182 393 994 55 982 495 
stack 56:    568 302 145 59 164 822 
stack 57:    109 558 786 202 785 983 
stack 58:    476 678 398 64 375 408 
stack 59:    287 671 941 303 685 990 
stack 60:    291 978 323 199 975 987 
stack 61:    946 945 664 565 677 492 
stack 62:    953 415 82 743 730 989 
stack 63:    456 680 110 136 879 833 
stack 64:    567 95 173 927 221 921 
stack 65:    919 354 725 108 328 146 
stack 66:    772 883 358 230 68 317 
stack 67:    947 149 400 455 830 962 
stack 68:    722 73 629 240 327 642 
stack 69:    632 253 171 288 731 913 
stack 70:    331 596 998 976 889 790 
stack 71:    776 739 341 604 737 426 
stack 72:    939 931 143 273 699 469 
stack 73:    166 239 482 463 576 771 
stack 74:    704 652 378 760 853 498 
stack 75:    635 179 411 864 691 735 
stack 76:    345 643 142 77 255 94 
stack 77:    78 487 296 719 307 926 
stack 78:    446 920 461 423 583 283 
stack 79:    462 587 667 114 289 806 
stack 80:    844 802 174 963 918 392 
stack 81:    86 655 418 901 859 884 
stack 82:    988 694 836 878 188 877 
stack 83:    838 342 326 101 190 484 
stack 84:    688 851 330 762 282 306 
stack 85:    98 961 404 162 390 819 
stack 86:    346 325 777 712 800 856 
stack 87:    823 212 610 674 305 91 
stack 88:    970 214 738 479 808 902 
stack 89:    698 254 751 736 243 102 
stack 90:    158 333 483 155 198 99 
stack 91:    640 391 592 723 761 234 
stack 92:    170 123 645 951 168 888 
stack 93:    741 252 980 835 334 407 
stack 94:    488 935 894 815 950 195 
stack 95:    280 132 827 977 773 684 
stack 96:    135 228 644 292 274 706 
stack 97:    850 895 481 420 904 811 
stack 98:    832 609 473 701 315 670 
stack 99:    778 925 721 203 966 818 
stack 100:    220 370 787 924 204 226 
stack 101:    500 
stack 102:    1 501 
stack 103:    502 
stack 104:    503 3 
stack 105:    
stack 106:    505 
stack 107:    506 
stack 108:    507 
stack 109:    508 8 
stack 110:    9 509 
stack 111:    510 
stack 112:    511 11 
stack 113:    12 13 
stack 114:    513 
stack 115:    14 
stack 116:    15 515 
stack 117:    16 516 
stack 118:    17 
stack 119:    518 
stack 120:    519 19 
stack 121:    520 646 23 
stack 122:    968 910 528 28 557 521 
stack 123:    237 431 421 960 347 550 
stack 124:    140 478 658 34 546 536 
stack 125:    984 726 131 227 396 26 
stack 126:    715 117 525 177 385 551 
stack 127:    697 430 139 27 532 529 
stack 128:    559 686 930 241 549 824 
stack 129:    560 211 449 368 191 758 
stack 130:    374 246 905 401 804 909 
stack 131:    38 530 732 875 537 206 
stack 132:    338 662 56 129 746 489 
stack 133:    942 572 538 997 45 647 
stack 134:    654 991 167 417 413 39 
stack 135:    579 672 35 60 468 874 
stack 136:    669 150 65 703 848 209 
stack 137:    134 125 314 974 47 971 
stack 138:    443 986 84 427 599 660 
stack 139:    709 376 97 112 119 100 
stack 140:    656 265 544 744 600 742 
stack 141:    137 308 111 294 964 780 
stack 142:    734 541 351 215 192 586 
stack 143:    766 871 543 598 175 795 
stack 144:    767 809 805 908 357 665 
stack 145:    779 788 213 81 781 172 
stack 146:    616 594 562 578 700 62 
stack 147:    548 948 256 612 885 416 
stack 148:    872 371 900 154 624 813 
stack 149:    152 67 470 755 695 789 
stack 150:    573 395 329 92 433 50 
stack 151:    324 425 916 803 319 798 
stack 152:    419 552 363 748 870 466 
stack 153:    554 193 474 359 196 840 
stack 154:    322 248 620 861 705 251 
stack 155:    614 184 472 570 899 638 
stack 156:    444 381 475 618 377 138 
stack 157:    344 720 133 775 733 422 
stack 158:    799 178 933 261 268 617 
stack 159:    584 121 284 996 571 810 
stack 160:    414 432 710 74 944 940 
stack 161:    623 189 389 595 713 410 
stack 162:    151 61 159 267 460 967 
stack 163:    589 716 454 659 442 76 
stack 164:    383 634 264 194 574 581 
stack 165:    932 497 639 103 222 441 
stack 166:    825 80 768 437 290 318 
stack 167:    218 87 601 207 993 852 
stack 168:    849 83 490 934 668 115 
stack 169:    621 452 842 457 71 367 
stack 170:    183 860 245 863 272 923 
stack 171:    313 451 774 708 619 575 
stack 172:    216 293 615 316 625 394 
stack 173:    756 402 627 650 922 696 
stack 174:    754 912 826 458 405 348 
stack 175:    992 882 186 679 424 281 
stack 176:    582 353 683 144 608 896 
stack 177:    641 876 85 369 409 93 
stack 178:    692 362 380 577 105 633 
stack 179:    124 491 295 499 995 235 
stack 180:    465 972 365 954 613 636 
stack 181:    839 952 122 104 969 224 
stack 182:    717 127 200 349 435 361 
stack 183:    113 297 955 321 628 763 
stack 184:    107 588 197 90 793 845 
stack 185:    907 266 372 631 332 412 
stack 186:    829 340 693 597 868 312 
stack 187:    271 847 973 379 682 106 
stack 188:    873 862 906 126 356 914 
stack 189:    956 130 163 985 958 957 
stack 190:    311 180 250 448 439 783 
stack 191:    718 471 663 298 887 453 
stack 192:    837 447 898 373 841 336 
stack 193:    651 335 928 486 714 903 
stack 194:    450 661 707 765 689 459 
stack 195:    360 406 153 999 637 729 
stack 196:    467 278 339 262 176 749 
stack 197:    764 208 782 205 834 141 
stack 198:    648 438 801 816 866 740 
stack 199:    384 157 320 156 120 436 
stack 200:    603 949 747 770 355 279 
