solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 828,10 s
objective value: 1177702.1

stacks (top to bottom):
stack 0:    
stack 1:    
stack 2:    
stack 3:    503 
stack 4:    
stack 5:    
stack 6:    6 
stack 7:    507 
stack 8:    508 
stack 9:    
stack 10:    510 10 
stack 11:    511 
stack 12:    512 
stack 13:    
stack 14:    
stack 15:    515 
stack 16:    
stack 17:    
stack 18:    18 
stack 19:    519 
stack 20:    522 
stack 21:    529 31 26 21 50 526 
stack 22:    22 53 695 621 875 229 
stack 23:    69 207 73 530 59 677 
stack 24:    536 870 27 430 819 303 
stack 25:    604 264 602 383 371 540 
stack 26:    547 534 537 196 611 539 
stack 27:    49 367 374 394 227 33 
stack 28:    38 637 533 418 601 334 
stack 29:    614 402 531 237 584 34 
stack 30:    548 864 396 587 535 930 
stack 31:    320 32 600 194 490 832 
stack 32:    757 192 300 421 749 761 
stack 33:    595 216 298 607 907 792 
stack 34:    333 810 48 955 798 796 
stack 35:    125 382 541 683 146 426 
stack 36:    440 909 893 594 544 815 
stack 37:    242 143 291 208 417 783 
stack 38:    270 831 72 986 808 950 
stack 39:    41 401 258 782 42 857 
stack 40:    108 461 66 122 274 622 
stack 41:    349 771 404 357 790 314 
stack 42:    249 444 353 133 879 567 
stack 43:    898 355 82 920 551 128 
stack 44:    499 405 717 455 185 362 
stack 45:    969 120 420 446 47 593 
stack 46:    168 878 805 447 68 553 
stack 47:    283 949 634 183 778 991 
stack 48:    76 558 559 972 51 889 
stack 49:    550 338 346 77 978 563 
stack 50:    983 713 662 734 348 919 
stack 51:    555 562 313 663 656 645 
stack 52:    55 111 578 372 424 651 
stack 53:    777 86 959 573 967 302 
stack 54:    498 743 951 789 67 250 
stack 55:    618 952 693 75 279 491 
stack 56:    286 153 982 475 669 917 
stack 57:    57 992 352 343 311 722 
stack 58:    434 897 395 739 725 976 
stack 59:    691 397 925 159 580 633 
stack 60:    937 860 561 839 400 472 
stack 61:    140 244 720 910 971 709 
stack 62:    880 328 724 99 96 427 
stack 63:    103 850 474 410 698 657 
stack 64:    667 628 995 304 295 605 
stack 65:    861 263 727 487 335 758 
stack 66:    630 800 231 610 132 862 
stack 67:    612 127 837 269 620 224 
stack 68:    407 845 963 470 608 579 
stack 69:    887 471 392 164 155 344 
stack 70:    448 816 375 989 422 658 
stack 71:    112 780 704 369 764 941 
stack 72:    485 130 306 802 931 205 
stack 73:    248 801 793 853 385 217 
stack 74:    117 360 257 389 892 948 
stack 75:    301 943 254 175 413 443 
stack 76:    290 376 433 87 419 102 
stack 77:    171 640 603 466 97 197 
stack 78:    391 184 994 659 866 345 
