solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 745,31 s
objective value: 1177699.66

stacks (top to bottom):
stack 0:    
stack 1:    
stack 2:    
stack 3:    3 
stack 4:    504 
stack 5:    5 
stack 6:    
stack 7:    7 507 
stack 8:    508 
stack 9:    
stack 10:    
stack 11:    
stack 12:    12 512 
stack 13:    
stack 14:    
stack 15:    
stack 16:    
stack 17:    517 
stack 18:    
stack 19:    
stack 20:    22 35 
stack 21:    21 883 522 548 95 58 
stack 22:    243 535 523 25 259 151 
stack 23:    567 526 527 565 33 93 
stack 24:    934 96 990 540 178 831 
stack 25:    158 929 907 462 190 244 
stack 26:    951 39 992 465 26 554 
stack 27:    257 188 436 28 45 161 
stack 28:    32 881 559 529 88 30 
stack 29:    941 44 545 176 620 29 
stack 30:    36 897 720 77 900 449 
stack 31:    539 439 766 246 249 955 
stack 32:    200 996 387 491 69 600 
stack 33:    167 295 544 231 115 541 
stack 34:    430 34 271 43 236 327 
stack 35:    433 247 427 551 98 954 
stack 36:    832 877 729 537 285 41 
stack 37:    314 331 549 893 148 818 
stack 38:    40 777 303 999 429 879 
stack 39:    383 828 498 155 59 759 
stack 40:    553 979 917 668 206 785 
stack 41:    686 258 57 109 811 922 
stack 42:    143 46 745 116 302 480 
stack 43:    629 250 84 677 50 592 
stack 44:    790 237 689 475 443 48 
stack 45:    395 821 189 256 780 305 
stack 46:    634 126 674 569 583 422 
stack 47:    582 728 182 157 908 579 
stack 48:    51 949 221 78 233 54 
stack 49:    124 860 904 56 417 931 
stack 50:    169 486 647 378 329 267 
stack 51:    325 857 740 568 66 946 
stack 52:    68 588 180 731 281 195 
stack 53:    597 251 71 682 363 585 
stack 54:    665 782 217 463 675 113 
stack 55:    981 142 164 923 65 375 
stack 56:    628 137 487 63 336 389 
stack 57:    337 456 220 574 215 695 
stack 58:    703 687 961 641 160 631 
stack 59:    80 279 786 306 596 140 
stack 60:    103 83 865 937 90 898 
stack 61:    181 353 986 561 958 318 
stack 62:    796 431 738 884 150 87 
stack 63:    563 948 705 338 566 864 
stack 64:    645 762 853 145 133 587 
stack 65:    769 802 152 751 474 570 
stack 66:    205 594 171 117 722 132 
stack 67:    334 411 963 123 743 226 
stack 68:    995 778 198 732 396 699 
stack 69:    977 437 713 494 593 791 
stack 70:    308 940 927 322 168 293 
stack 71:    671 626 584 453 649 191 
stack 72:    952 130 351 965 991 354 
stack 73:    789 402 335 470 202 813 
stack 74:    197 356 765 910 646 887 
stack 75:    326 936 953 461 616 667 
stack 76:    425 301 490 621 452 756 
stack 77:    894 201 997 131 606 365 
stack 78:    794 614 892 373 945 823 
stack 79:    639 748 701 323 838 403 
stack 80:    595 173 458 262 726 742 
stack 81:    488 844 459 603 450 655 
stack 82:    165 820 619 724 218 973 
stack 83:    750 709 185 260 460 371 
stack 84:    851 493 698 976 111 362 
stack 85:    610 407 814 320 391 114 
stack 86:    166 134 834 779 86 815 
stack 87:    712 918 400 298 685 998 
stack 88:    208 428 822 683 601 969 
stack 89:    773 423 210 899 903 264 
stack 90:    855 385 228 341 767 223 
stack 91:    693 704 332 764 599 719 
stack 92:    627 771 426 810 717 291 
stack 93:    676 316 944 906 212 947 
stack 94:    830 227 972 477 263 138 
stack 95:    615 445 746 862 980 755 
stack 96:    939 885 348 604 286 950 
stack 97:    209 409 473 156 284 978 
stack 98:    390 659 412 648 983 825 
stack 99:    984 369 376 277 179 868 
stack 100:    846 943 920 183 856 776 
stack 101:    0 500 
stack 102:    1 501 502 
stack 103:    2 
stack 104:    503 
stack 105:    4 
stack 106:    505 
stack 107:    506 6 
stack 108:    
stack 109:    8 
stack 110:    9 509 
stack 111:    510 10 
stack 112:    11 511 
stack 113:    
stack 114:    14 13 
stack 115:    514 513 
stack 116:    515 15 
stack 117:    16 516 
stack 118:    17 
stack 119:    18 
stack 120:    519 518 19 
stack 121:    101 520 528 20 
stack 122:    896 521 911 121 24 524 
stack 123:    287 534 61 531 31 586 
stack 124:    23 525 819 556 448 127 
stack 125:    533 876 410 333 637 330 
stack 126:    199 775 967 300 930 404 
