instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
1000_240_5_00,LB,3600.0,-,1110939.08,-,-,-,-,-
1000_240_5_00,GH,3600.0,0.02,1262496.61,-,-,-,-,-
1000_240_5_00,GH + HC,3600.0,814.64,1110957.34,151539.0,12.0,346.518,26,76
1000_240_5_01,LB,3600.0,-,1110906.26,-,-,-,-,-
1000_240_5_01,GH,3600.0,0.00,1259987.75,-,-,-,-,-
1000_240_5_01,GH + HC,3600.0,869.75,1110923.26,149064.0,12.0,434.392,30,80
1000_240_5_02,LB,3600.0,-,1110915.94,-,-,-,-,-
1000_240_5_02,GH,3600.0,0.00,1266114.44,-,-,-,-,-
1000_240_5_02,GH + HC,3600.0,1111.84,1110930.58,155184.0,12.0,763.994,77,127
1000_240_5_03,LB,3600.0,-,1110908.7,-,-,-,-,-
1000_240_5_03,GH,3600.0,0.00,1264466.1,-,-,-,-,-
1000_240_5_03,GH + HC,3600.0,814.14,1110911.14,153555.0,12.0,420.596,30,80
1000_240_5_04,LB,3600.0,-,1110918.38,-,-,-,-,-
1000_240_5_04,GH,3600.0,0.00,1259030.27,-,-,-,-,-
1000_240_5_04,GH + HC,3600.0,819.1,1110928.14,148102.0,12.0,367.677,29,79
1000_240_5_05,LB,3600.0,-,1110915.94,-,-,-,-,-
1000_240_5_05,GH,3600.0,0.00,1266502.26,-,-,-,-,-
1000_240_5_05,GH + HC,3600.0,854.42,1110920.82,155581.0,12.0,391.623,29,79
1000_240_5_06,LB,3600.0,-,1110918.38,-,-,-,-,-
1000_240_5_06,GH,3600.0,0.00,1267435.47,-,-,-,-,-
1000_240_5_06,GH + HC,3600.0,831.76,1110940.26,156495.0,12.0,368.208,28,78
1000_240_5_07,LB,3600.0,-,1110891.7,-,-,-,-,-
1000_240_5_07,GH,3600.0,0.00,1265829.62,-,-,-,-,-
1000_240_5_07,GH + HC,3600.0,769.96,1110899.02,154931.0,12.0,358.461,29,79
1000_240_5_08,LB,3600.0,-,1110919.64,-,-,-,-,-
1000_240_5_08,GH,3600.0,0.00,1264496.4,-,-,-,-,-
1000_240_5_08,GH + HC,3600.0,889.04,1110930.58,153566.0,12.0,499.609,43,93
1000_240_5_09,LB,3600.0,-,1110908.7,-,-,-,-,-
1000_240_5_09,GH,3600.0,0.00,1257866.76,-,-,-,-,-
1000_240_5_09,GH + HC,3600.0,996.37,1110917.2,146950.0,12.0,626.005,58,108
1000_240_5_10,LB,3600.0,-,1110896.58,-,-,-,-,-
1000_240_5_10,GH,3600.0,0.00,1262217.82,-,-,-,-,-
1000_240_5_10,GH + HC,3600.0,842.45,1110916.02,151302.0,12.0,405.75,30,80
1000_240_5_11,LB,3600.0,-,1110884.38,-,-,-,-,-
1000_240_5_11,GH,3600.0,0.00,1264611.53,-,-,-,-,-
1000_240_5_11,GH + HC,3600.0,806.93,1110900.2,153711.0,12.0,336.319,27,77
1000_240_5_12,LB,3600.0,-,1110915.86,-,-,-,-,-
1000_240_5_12,GH,3600.0,0.00,1262169.38,-,-,-,-,-
1000_240_5_12,GH + HC,3600.0,835.61,1110936.56,151233.0,12.0,380.804,30,80
1000_240_5_13,LB,3600.0,-,1110906.26,-,-,-,-,-
1000_240_5_13,GH,3600.0,0.00,1268908.1,-,-,-,-,-
1000_240_5_13,GH + HC,3600.0,770.79,1110920.9,157987.0,12.0,358.747,28,78
1000_240_5_14,LB,3600.0,-,1110895.32,-,-,-,-,-
1000_240_5_14,GH,3600.0,0.00,1260151.39,-,-,-,-,-
1000_240_5_14,GH + HC,3600.0,821.43,1110908.7,149243.0,12.0,365.919,29,79
1000_240_5_15,LB,3600.0,-,1110945.06,-,-,-,-,-
1000_240_5_15,GH,3600.0,0.00,1261375.51,-,-,-,-,-
1000_240_5_15,GH + HC,3600.0,986.92,1110957.26,150418.0,12.0,376.809,26,76
1000_240_5_16,LB,3600.0,-,1110934.12,-,-,-,-,-
1000_240_5_16,GH,3600.0,0.00,1259460.53,-,-,-,-,-
1000_240_5_16,GH + HC,3600.0,880.18,1110943.88,148517.0,12.0,494.4,37,87
1000_240_5_17,LB,3600.0,-,1110913.5,-,-,-,-,-
1000_240_5_17,GH,3600.0,0.00,1254709.49,-,-,-,-,-
1000_240_5_17,GH + HC,3600.0,813.22,1110931.76,143778.0,11.0,366.874,28,78
1000_240_5_18,LB,3600.0,-,1110901.38,-,-,-,-,-
1000_240_5_18,GH,3600.0,0.00,1258036.45,-,-,-,-,-
1000_240_5_18,GH + HC,3600.0,849.91,1110912.32,147124.0,12.0,359.239,28,78
1000_240_5_19,LB,3600.0,-,1110914.76,-,-,-,-,-
1000_240_5_19,GH,3600.0,0.00,1261920.88,-,-,-,-,-
1000_240_5_19,GH + HC,3600.0,783.79,1110934.2,150987.0,12.0,341.482,26,76
