instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
1000_172_7_00,LB,3600.0,-,1228869.1,-,-,-,-,-
1000_172_7_00,BinP,3600.0,3676.16,1246716.2
1000_172_7_00,GH,3600.0,0.02,1334470.0
1000_172_7_00,GH + TS,3600.0,2356.35,1228880.04,105590.0,8.0,179.668,112,462
1000_172_7_00,GH + HC,3600.0,1460.51,1228907.9,105562.0,8.0,217.446,249,599
1000_172_7_01,LB,3600.0,-,1228843.6,-,-,-,-,-
1000_172_7_01,BinP,3600.0,3686.14,1243363.75
1000_172_7_01,GH,3600.0,0.01,1326798.03
1000_172_7_01,GH + TS,3600.0,3693.6,1228856.98,97941.0,7.0,924.137,474,824
1000_172_7_01,GH + HC,3600.0,1508.92,1228863.04,97935.0,7.0,218.973,227,577
1000_172_7_02,LB,3600.0,-,1228859.34,-,-,-,-,-
1000_172_7_02,BinP,3600.0,3668.71,1241922.58
1000_172_7_02,GH,3600.0,0.02,1331052.17
1000_172_7_02,GH + TS,3600.0,3194.06,1228875.08,102177.0,8.0,557.892,274,624
1000_172_7_02,GH + HC,3600.0,2036.19,1228873.9,102178.0,8.0,508.631,419,769
1000_172_7_03,LB,3600.0,-,1228856.98,-,-,-,-,-
1000_172_7_03,BinP,3600.0,3655.01,1242790.41
1000_172_7_03,GH,3600.0,0.01,1328919.07
1000_172_7_03,GH + TS,3600.0,2125.0,1228861.87,100057.0,8.0,133.332,164,514
1000_172_7_03,GH + HC,3600.0,1626.53,1228861.87,100057.0,8.0,281.485,221,571
1000_172_7_04,LB,3600.0,-,1228847.22,-,-,-,-,-
1000_172_7_04,BinP,3600.0,3700.92,1240514.22
1000_172_7_04,GH,3600.0,0.00,1329888.66
1000_172_7_04,GH + TS,3600.0,3145.27,1228882.4,101006.0,8.0,757.333,436,786
1000_172_7_04,GH + HC,3600.0,2221.41,1228882.4,101006.0,8.0,528.596,406,756
1000_172_7_05,LB,3600.0,-,1228856.98,-,-,-,-,-
1000_172_7_05,BinP,3600.0,3693.04,1242783.17
1000_172_7_05,GH,3600.0,0.00,1328694.84
1000_172_7_05,GH + TS,3600.0,2448.92,1228865.48,99829.0,8.0,195.233,154,504
1000_172_7_05,GH + HC,3600.0,1418.63,1228869.1,99826.0,8.0,152.666,219,569
1000_172_7_06,LB,3600.0,-,1228853.28,-,-,-,-,-
1000_172_7_06,BinP,3600.0,3661.71,1242766.29
1000_172_7_06,GH,3600.0,0.00,1335736.56
1000_172_7_06,GH + TS,3600.0,3056.23,1228877.6,106859.0,8.0,598.227,337,687
1000_172_7_06,GH + HC,3600.0,1954.96,1228871.54,106865.0,8.0,447.548,307,657
1000_172_7_07,LB,3600.0,-,1228844.86,-,-,-,-,-
1000_172_7_07,BinP,3600.0,3628.06,1245009.73
1000_172_7_07,GH,3600.0,0.00,1327216.18
1000_172_7_07,GH + TS,3600.0,3393.25,1228861.86,98354.0,7.0,728.56,371,721
1000_172_7_07,GH + HC,3600.0,2406.41,1228861.86,98354.0,7.0,667.975,499,849
1000_172_7_08,LB,3600.0,-,1228858.16,-,-,-,-,-
1000_172_7_08,BinP,3600.0,3707.99,1240452.44
1000_172_7_08,GH,3600.0,0.01,1332791.38
1000_172_7_08,GH + TS,3600.0,1935.49,1228887.28,103904.0,8.0,255.214,155,505
