solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 935,70 s
objective value: 1228837.54

stacks (top to bottom):
stack 0:    
stack 1:    
stack 2:    
stack 3:    3 
stack 4:    504 
stack 5:    
stack 6:    
stack 7:    
stack 8:    508 
stack 9:    509 
stack 10:    510 
stack 11:    
stack 12:    
stack 13:    
stack 14:    14 
stack 15:    
stack 16:    516 
stack 17:    683 19 35 518 930 66 675 
stack 18:    631 23 128 18 760 555 538 
stack 19:    105 141 25 910 805 776 652 
stack 20:    528 556 628 190 20 874 22 
stack 21:    540 596 988 720 47 717 561 
stack 22:    84 453 729 31 481 995 499 
stack 23:    392 850 493 165 454 134 85 
stack 24:    602 660 613 196 44 26 247 
stack 25:    623 37 530 532 291 929 69 
stack 26:    964 111 213 45 641 439 457 
stack 27:    535 361 680 766 619 537 548 
stack 28:    715 960 572 75 72 887 36 
stack 29:    48 795 295 448 446 849 695 
stack 30:    622 304 615 449 736 495 536 
stack 31:    42 311 306 338 368 658 562 
stack 32:    202 32 803 181 554 920 466 
stack 33:    898 94 649 226 856 733 950 
stack 34:    999 363 588 783 621 969 335 
stack 35:    239 322 451 409 487 227 183 
stack 36:    272 62 38 711 581 55 168 
stack 37:    568 876 477 92 39 703 383 
stack 38:    43 860 179 472 980 82 719 
stack 39:    170 735 172 646 184 307 896 
stack 40:    51 787 255 97 41 543 46 
stack 41:    814 225 261 387 50 468 620 
stack 42:    327 877 908 60 230 820 471 
stack 43:    817 974 823 573 262 288 364 
stack 44:    546 815 939 741 563 345 442 
stack 45:    559 861 893 767 480 263 297 
stack 46:    875 601 722 771 907 811 86 
stack 47:    483 78 996 557 612 837 301 
stack 48:    744 164 67 488 667 173 408 
stack 49:    407 757 633 739 685 90 334 
stack 50:    961 290 315 955 99 369 412 
stack 51:    891 396 679 747 937 770 198 
stack 52:    166 385 773 762 671 494 120 
stack 53:    802 852 464 902 56 405 691 
stack 54:    888 325 237 638 707 63 917 
stack 55:    65 899 215 959 474 911 220 
stack 56:    645 308 410 725 790 110 836 
stack 57:    878 192 985 370 629 249 437 
stack 58:    881 709 924 833 148 743 765 
stack 59:    326 598 730 882 154 829 140 
stack 60:    270 182 809 354 745 589 277 
stack 61:    365 935 395 923 193 243 673 
stack 62:    644 643 452 655 734 749 380 
stack 63:    317 399 626 604 348 433 616 
stack 64:    127 780 772 692 642 998 68 
stack 65:    936 630 566 726 682 661 812 
stack 66:    123 289 153 131 637 420 98 
stack 67:    681 492 415 827 305 825 880 
stack 68:    328 136 991 583 74 890 662 
stack 69:    738 656 218 359 214 103 211 
stack 70:    797 254 171 664 793 708 113 
stack 71:    376 775 108 889 300 139 842 
stack 72:    248 428 384 702 144 469 922 
stack 73:    737 886 947 266 129 718 331 
stack 74:    199 618 206 402 312 728 862 
stack 75:    76 763 967 274 200 371 279 
stack 76:    418 114 319 987 236 394 857 
stack 77:    398 931 351 761 149 781 386 
stack 78:    146 904 210 461 318 859 970 
stack 79:    393 125 257 895 167 475 909 
stack 80:    117 339 724 700 458 330 953 
stack 81:    216 698 905 753 416 163 851 
stack 82:    324 648 595 686 329 617 666 
stack 83:    349 124 585 792 830 417 271 
stack 84:    440 350 175 632 332 473 470 
stack 85:    639 799 824 107 611 586 245 
stack 86:    500 0 
stack 87:    1 501 
stack 88:    2 
stack 89:    503 502 
stack 90:    4 
stack 91:    505 5 
stack 92:    506 6 
stack 93:    7 507 
stack 94:    8 
stack 95:    9 
stack 96:    10 
stack 97:    11 511 
stack 98:    12 512 
stack 99:    513 13 
stack 100:    514 
stack 101:    515 15 
stack 102:    16 
stack 103:    526 17 592 934 404 523 517 
stack 104:    524 941 195 522 942 608 132 
stack 105:    260 866 867 27 519 520 358 
stack 106:    33 482 544 723 521 798 21 
stack 107:    704 764 28 231 713 49 600 
stack 108:    34 201 355 303 712 219 668 
stack 109:    24 323 525 313 913 869 732 
stack 110:    975 994 234 549 872 378 30 
stack 111:    455 584 844 884 459 388 580 
stack 112:    727 115 498 379 527 29 826 
stack 113:    603 949 320 846 489 169 534 
stack 114:    191 282 593 53 984 533 845 
stack 115:    430 71 897 751 640 280 529 
stack 116:    982 217 133 531 185 208 431 
stack 117:    401 421 264 577 940 550 285 
stack 118:    357 791 186 397 278 590 450 
stack 119:    180 699 366 541 614 777 484 
stack 120:    938 858 755 906 177 968 564 
stack 121:    794 750 57 759 740 444 545 
stack 122:    259 993 143 539 625 606 693 
stack 123:    610 687 578 684 389 594 40 
stack 124:    854 447 801 786 316 782 553 
stack 125:    435 490 267 130 265 582 54 
stack 126:    95 403 788 607 690 52 344 
stack 127:    542 659 599 244 91 476 973 
stack 128:    892 343 246 205 229 367 391 
stack 129:    258 821 818 203 240 972 853 
stack 130:    558 569 188 333 100 647 142 
stack 131:    87 990 159 273 810 552 381 
stack 132:    956 281 948 79 465 411 390 
stack 133:    222 341 194 463 688 806 547 
stack 134:    353 696 83 424 778 356 340 
stack 135:    178 768 918 900 382 574 879 
stack 136:    669 112 460 933 565 101 360 
stack 137:    864 624 551 962 966 269 870 
stack 138:    61 714 160 885 235 819 436 
stack 139:    121 135 118 429 337 122 978 
stack 140:    462 597 591 147 789 187 800 
stack 141:    576 212 58 445 221 419 438 
stack 142:    756 758 137 822 294 321 925 
stack 143:    491 296 233 665 414 106 347 
stack 144:    774 571 952 560 657 943 400 
stack 145:    59 992 434 81 828 567 346 
stack 146:    138 575 377 868 64 116 710 
stack 147:    627 636 406 155 838 209 840 
stack 148:    73 478 871 916 570 587 298 
stack 149:    674 253 672 742 946 651 676 
stack 150:    804 894 834 701 422 609 835 
stack 151:    752 716 286 284 157 485 302 
stack 152:    310 232 162 77 251 847 126 
stack 153:    423 276 197 441 228 977 748 
stack 154:    635 979 241 965 70 663 342 
stack 155:    242 807 731 238 151 927 855 
stack 156:    754 119 426 456 808 843 223 
stack 157:    150 831 497 883 944 250 963 
stack 158:    784 914 104 413 689 375 176 
stack 159:    841 224 705 372 292 479 670 
stack 160:    373 915 443 109 145 971 958 
stack 161:    207 986 432 252 721 981 945 
stack 162:    80 697 926 152 997 256 352 
stack 163:    275 865 158 88 189 579 951 
stack 164:    989 839 287 650 204 813 901 
stack 165:    314 96 634 954 921 779 89 
stack 166:    816 605 427 309 161 928 336 
stack 167:    268 957 283 174 796 299 425 
stack 168:    873 362 976 93 983 156 785 
stack 169:    374 769 654 706 832 678 653 
stack 170:    677 746 848 903 919 863 932 
stack 171:    293 694 486 496 102 467 912 
