solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 357,50 s
objective value: 628079.04

stacks (top to bottom):
stack 0:    
stack 1:    1 
stack 2:    
stack 3:    378 
stack 4:    
stack 5:    
stack 6:    6 
stack 7:    
stack 8:    8 
stack 9:    
stack 10:    385 
stack 11:    
stack 12:    
stack 13:    
stack 14:    389 
stack 15:    
stack 16:    391 
stack 17:    392 
stack 18:    
stack 19:    213 292 635 296 145 
stack 20:    693 152 619 525 600 
stack 21:    398 353 367 250 129 
stack 22:    233 22 626 148 397 
stack 23:    399 340 432 46 87 
stack 24:    25 58 27 190 661 
stack 25:    140 692 37 403 32 
stack 26:    660 505 167 34 93 
stack 27:    51 43 314 36 112 
stack 28:    29 724 405 552 634 
stack 29:    99 92 41 173 40 
stack 30:    308 435 745 154 311 
stack 31:    158 677 31 183 252 
stack 32:    426 255 86 277 418 
stack 33:    741 283 684 538 422 
stack 34:    369 658 442 419 162 
stack 35:    76 218 60 259 136 
stack 36:    338 636 189 224 579 
stack 37:    97 192 327 73 254 
stack 38:    72 591 326 709 537 
stack 39:    428 42 44 355 475 
stack 40:    642 157 662 53 290 
stack 41:    702 583 132 556 433 
stack 42:    735 713 490 423 209 
stack 43:    536 221 510 535 682 
stack 44:    62 120 443 641 683 
stack 45:    554 420 631 586 437 
stack 46:    425 588 648 271 116 
stack 47:    280 459 361 511 679 
stack 48:    532 522 48 607 118 
stack 49:    270 645 512 470 620 
stack 50:    480 614 371 246 265 
stack 51:    108 569 453 217 151 
stack 52:    542 125 141 441 479 
stack 53:    669 305 349 748 712 
stack 54:    500 203 131 61 540 
stack 55:    236 452 717 359 691 
stack 56:    671 74 237 65 284 
stack 57:    594 699 195 297 577 
stack 58:    339 324 191 455 205 
stack 59:    249 622 201 168 576 
stack 60:    562 82 334 184 749 
stack 61:    593 155 354 142 719 
stack 62:    716 450 119 726 300 
stack 63:    700 115 67 220 440 
stack 64:    182 504 524 225 746 
stack 65:    66 650 627 318 307 
stack 66:    566 582 198 77 518 
stack 67:    245 199 653 565 546 
stack 68:    105 446 299 306 256 
stack 69:    253 291 644 685 543 
stack 70:    149 704 687 210 670 
stack 71:    563 165 612 567 676 
stack 72:    330 373 602 694 527 
stack 73:    134 302 590 734 485 
stack 74:    341 739 463 533 196 
stack 75:    649 229 206 243 573 
stack 76:    181 483 146 374 624 
stack 77:    493 529 202 476 494 
stack 78:    272 528 351 261 274 
stack 79:    652 507 732 640 226 
stack 80:    100 663 197 215 678 
stack 81:    519 584 98 728 81 
stack 82:    344 570 551 707 204 
stack 83:    89 743 491 747 672 
stack 84:    516 231 467 722 638 
stack 85:    102 177 278 273 497 
stack 86:    675 214 733 609 281 
stack 87:    153 356 345 469 581 
stack 88:    514 617 113 126 521 
stack 89:    623 91 557 674 337 
stack 90:    376 0 375 
stack 91:    
stack 92:    377 2 
stack 93:    3 
stack 94:    379 4 
stack 95:    380 5 
stack 96:    381 
stack 97:    7 382 
stack 98:    383 384 
stack 99:    9 
stack 100:    10 
stack 101:    386 11 
stack 102:    12 387 
stack 103:    13 388 
stack 104:    14 
stack 105:    390 15 
stack 106:    16 
stack 107:    17 
stack 108:    18 394 393 402 
stack 109:    28 395 260 19 409 
stack 110:    481 20 24 23 33 
stack 111:    70 21 90 127 396 
stack 112:    477 413 404 406 293 
stack 113:    448 421 26 414 401 
stack 114:    608 170 223 159 30 
stack 115:    400 610 408 78 501 
stack 116:    227 664 263 124 84 
stack 117:    410 216 235 187 503 
stack 118:    520 234 486 468 343 
stack 119:    322 457 615 275 49 
stack 120:    430 667 104 438 465 
stack 121:    169 39 456 643 415 
stack 122:    35 429 407 138 242 
stack 123:    654 38 363 268 71 
stack 124:    329 219 186 50 230 
stack 125:    651 64 150 52 94 
stack 126:    736 279 411 80 412 
