instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
750_180_5_00,LB,3600.0,-,628083.92,-,-,-,-,-
750_180_5_00,BinP,3600.0,2095.65,628097.3,-,-,-,-,-
750_180_5_00,GH,3600.0,0.01,714076.71,-,-,-,-,-
750_180_5_00,GH + HC,3600.0,349.51,628097.31,85979.0,12.0,162.579,26,76
750_180_5_01,LB,3600.0,-,628100.85,-,-,-,-,-
750_180_5_01,GH,3600.0,0.04,709495.36,-,-,-,-,-
750_180_5_01,GH + HC,3600.0,374.08,628114.23,81381.0,11.0,161.806,25,75
750_180_5_02,LB,3600.0,-,628094.78,-,-,-,-,-
750_180_5_02,GH,3600.0,0.00,715743.19,-,-,-,-,-
750_180_5_02,GH + HC,3600.0,363.41,628102.11,87641.0,12.0,154.324,23,73
750_180_5_03,LB,3600.0,-,628072.9,-,-,-,-,-
750_180_5_03,BinP,3600.0,3604.56,628080.22,-,-,-,-,-
750_180_5_03,GH,3600.0,0.01,714131.25,-,-,-,-,-
750_180_5_03,GH + HC,3600.0,343.44,628080.22,86051.0,12.0,149.801,24,74
750_180_5_04,LB,3600.0,-,628062.04,-,-,-,-,-
750_180_5_04,BinP,3600.0,1993.34,628069.36,-,-,-,-,-
750_180_5_04,GH,3600.0,0.00,715009.96,-,-,-,-,-
750_180_5_04,GH + HC,3600.0,404.35,628075.43,86935.0,12.0,166.569,24,74
750_180_5_05,LB,3600.0,-,628081.4,-,-,-,-,-
750_180_5_05,BinP,3600.0,2778.03,628088.72,-,-,-,-,-
750_180_5_05,GH,3600.0,0.01,714476.67,-,-,-,-,-
750_180_5_05,GH + HC,3600.0,379.57,628094.79,86382.0,12.0,183.855,25,75
750_180_5_06,LB,3600.0,-,628086.28,-,-,-,-,-
750_180_5_06,BinP,3600.0,2607.72,628096.04,-,-,-,-,-
750_180_5_06,GH,3600.0,0.01,711713.3,-,-,-,-,-
750_180_5_06,GH + HC,3600.0,382.58,628096.04,83617.0,12.0,182.259,28,78
750_180_5_07,LB,3600.0,-,628076.6,-,-,-,-,-
750_180_5_07,GH,3600.0,0.08,713876.74,-,-,-,-,-
750_180_5_07,GH + HC,3600.0,357.5,628079.04,85798.0,12.0,166.778,26,76
750_180_5_08,LB,3600.0,-,628096.04,-,-,-,-,-
750_180_5_08,GH,3600.0,0.01,710852.78,-,-,-,-,-
750_180_5_08,GH + HC,3600.0,369.88,628109.43,82743.0,12.0,155.732,26,76
750_180_5_09,LB,3600.0,-,628094.78,-,-,-,-,-
750_180_5_09,BinP,3600.0,2388.71,628127.52,-,-,-,-,-
750_180_5_09,GH,3600.0,0.01,715409.91,-,-,-,-,-
750_180_5_09,GH + HC,3600.0,385.99,628127.52,87282.0,12.0,200.626,30,80
750_180_5_10,LB,3600.0,-,628102.02,-,-,-,-,-
750_180_5_10,GH,3600.0,0.09,710464.94,-,-,-,-,-
750_180_5_10,GH + HC,3600.0,366.1,628116.67,82348.0,12.0,172.901,23,73
750_180_5_11,LB,3600.0,-,628076.6,-,-,-,-,-
750_180_5_11,BinP,3600.0,2157.03,628108.24,-,-,-,-,-
750_180_5_11,GH,3600.0,0.01,714373.64,-,-,-,-,-
750_180_5_11,GH + HC,3600.0,362.51,628110.68,86263.0,12.0,153.887,26,76
750_180_5_12,LB,3600.0,-,628068.1,-,-,-,-,-
750_180_5_12,BinP,3600.0,2561.15,628072.98,-,-,-,-,-
750_180_5_12,GH,3600.0,0.01,713658.56,-,-,-,-,-
750_180_5_12,GH + HC,3600.0,381.91,628072.99,85586.0,12.0,151.053,22,72
750_180_5_13,LB,3600.0,-,628096.04,-,-,-,-,-
750_180_5_13,GH,3600.0,0.01,715937.14,-,-,-,-,-
750_180_5_13,GH + HC,3600.0,365.25,628105.82,87831.0,12.0,168.912,27,77
750_180_5_14,LB,3600.0,-,628092.34,-,-,-,-,-
750_180_5_14,BinP,3600.0,2074.51,628099.66,-,-,-,-,-
750_180_5_14,GH,3600.0,0.03,710216.49,-,-,-,-,-
750_180_5_14,GH + HC,3600.0,371.42,628102.11,82114.0,12.0,170.616,26,76
750_180_5_15,LB,3600.0,-,628086.28,-,-,-,-,-
750_180_5_15,GH,3600.0,0.01,710889.14,-,-,-,-,-
750_180_5_15,GH + HC,3600.0,361.42,628093.61,82796.0,12.0,169.326,25,75
750_180_5_16,LB,3600.0,-,628076.6,-,-,-,-,-
750_180_5_16,GH,3600.0,0.01,713313.14,-,-,-,-,-
750_180_5_16,GH + HC,3600.0,484.92,628094.88,85218.0,12.0,166.961,23,73
750_180_5_17,LB,3600.0,-,628087.54,-,-,-,-,-
750_180_5_17,BinP,3600.0,2069.09,628092.43,-,-,-,-,-
750_180_5_17,GH,3600.0,0.01,713258.6,-,-,-,-,-
750_180_5_17,GH + HC,3600.0,355.53,628092.43,85166.0,12.0,177.081,31,81
750_180_5_18,LB,3600.0,-,628075.42,-,-,-,-,-
750_180_5_18,BinP,3600.0,1939.92,628092.42,-,-,-,-,-
750_180_5_18,GH,3600.0,0.01,713294.97,-,-,-,-,-
750_180_5_18,GH + HC,3600.0,379.08,628092.43,85203.0,12.0,145.008,24,74
750_180_5_19,LB,3600.0,-,628126.34,-,-,-,-,-
750_180_5_19,BinP,3600.0,2411.26,628139.72,-,-,-,-,-
750_180_5_19,GH,3600.0,0.01,709798.36,-,-,-,-,-
750_180_5_19,GH + HC,3600.0,403.86,628139.73,81659.0,12.0,213.814,34,84
