solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 343,44 s
objective value: 628080.22

stacks (top to bottom):
stack 0:    
stack 1:    
stack 2:    
stack 3:    
stack 4:    4 
stack 5:    
stack 6:    6 
stack 7:    
stack 8:    
stack 9:    9 
stack 10:    10 
stack 11:    
stack 12:    
stack 13:    
stack 14:    
stack 15:    
stack 16:    
stack 17:    17 
stack 18:    393 
stack 19:    106 405 25 394 399 
stack 20:    344 259 29 33 419 
stack 21:    229 410 36 226 607 
stack 22:    131 222 414 398 328 
stack 23:    190 26 38 718 594 
stack 24:    708 638 37 484 435 
stack 25:    537 290 209 46 400 
stack 26:    276 421 598 513 436 
stack 27:    544 240 739 356 730 
stack 28:    406 691 31 563 332 
stack 29:    52 599 434 201 294 
stack 30:    30 530 246 247 325 
stack 31:    650 687 663 706 335 
stack 32:    218 81 514 684 572 
stack 33:    613 422 288 122 665 
stack 34:    426 215 729 737 213 
stack 35:    41 568 182 245 120 
stack 36:    300 424 89 154 49 
stack 37:    519 114 236 40 481 
stack 38:    569 56 570 606 566 
stack 39:    39 96 132 428 172 
stack 40:    272 715 609 232 452 
stack 41:    43 82 590 270 42 
stack 42:    664 510 44 264 242 
stack 43:    176 323 198 321 423 
stack 44:    486 210 76 197 732 
stack 45:    50 564 80 727 373 
stack 46:    625 455 554 482 348 
stack 47:    99 673 574 93 582 
stack 48:    150 88 661 696 489 
stack 49:    212 72 291 713 521 
stack 50:    448 63 668 496 362 
stack 51:    490 243 440 620 504 
stack 52:    65 611 593 293 596 
stack 53:    688 354 469 617 364 
stack 54:    249 621 697 327 548 
stack 55:    444 456 506 539 624 
stack 56:    142 111 92 256 724 
stack 57:    493 273 100 61 553 
stack 58:    224 268 689 726 497 
stack 59:    538 217 704 579 299 
stack 60:    575 749 71 143 656 
stack 61:    439 167 102 565 666 
stack 62:    453 116 223 585 507 
stack 63:    669 710 743 557 578 
stack 64:    714 324 586 74 692 
stack 65:    189 592 282 115 478 
stack 66:    228 104 657 185 308 
stack 67:    151 309 279 685 78 
stack 68:    686 527 169 316 349 
stack 69:    555 238 745 263 149 
stack 70:    339 588 733 175 251 
stack 71:    241 471 126 677 101 
stack 72:    509 602 458 711 171 
stack 73:    450 540 113 331 271 
stack 74:    161 522 338 286 97 
stack 75:    741 543 660 118 341 
stack 76:    147 571 474 255 124 
stack 77:    619 216 479 295 318 
stack 78:    725 459 138 740 641 
stack 79:    374 465 162 372 615 
stack 80:    468 541 632 637 173 
stack 81:    165 369 505 702 174 
stack 82:    346 646 127 734 359 
stack 83:    221 549 642 357 515 
stack 84:    717 742 636 199 707 
stack 85:    230 690 703 667 644 
stack 86:    531 193 184 225 227 
stack 87:    558 326 680 614 363 
stack 88:    125 577 658 643 345 
stack 89:    584 281 535 551 652 
stack 90:    375 0 
stack 91:    1 376 
stack 92:    2 377 
stack 93:    3 378 
stack 94:    379 
stack 95:    380 5 
stack 96:    381 
stack 97:    7 382 
